Name,RA,Dec,Class,Gmag
WISE J022637.19-761805.6,36.65501714,-76.30158766,Hot,13.998318
UCAC2    928829,36.81522757,-73.77677467,Hot,11.325764
WISE J022842.05-732033.9,37.17522997,-73.34275577,Hot,14.099885
WISE J022910.84-730342.8,37.29522274,-73.06189922,Hot,13.027303
SSTISAGEMA J023050.50-733928.0,37.71036969,-73.65778053,Hot,13.285977
WISE J023139.81-694239.8,37.91588391,-69.71104420,Hot,14.013225
WISE J023156.32-734612.0,37.98474515,-73.77002453,Hot,12.981818
WISE J023622.69-754744.6,39.09454066,-75.79573403,Hot,14.502114
WISE J023749.48-725022.2,39.45621901,-72.83952418,Hot,14.174021
WISE J024217.93-721949.4,40.57476148,-72.33039462,Hot,12.802474
WISE J024703.17-732808.5,41.76327614,-73.46901935,Hot,14.05794
Lan  27,42.25080557,62.53533259,Hot,12.129004
TYC 4517-178-1,50.90217472,78.90149290,Hot,10.440789
TYC 3320-352-1,52.69920424,49.84966639,Hot,10.762549
WISE J034745.21-711339.3,56.93843913,-71.22759324,Hot,13.033605
WISE J035236.61-704137.5,58.15261132,-70.69375470,Hot,13.655951000000002
WISE J035352.10-703911.7,58.46715441,-70.65324616,Hot,14.021515
WISE J035400.43-694021.1,58.50179891,-69.67253578,Hot,14.128672
WISE J035630.65-692833.6,59.12770021,-69.47600734,Hot,13.5488
UCAC2   1346334,59.59879898,-71.29375609,Hot,12.230041
WISE J040113.54-670814.2,60.30646170,-67.13729284,Hot,12.782883
WISE J040122.30-705143.7,60.34299926,-70.86214178,Hot,12.615772
WISE J040129.43-704710.7,60.37272696,-70.78630316,Hot,12.6102295
WISE J040221.97-683818.8,60.59159080,-68.63856858,Hot,13.582942
WISE J040339.83-701443.3,60.91604707,-70.24537627,Hot,14.103198999999998
WISE J040434.07-663602.3,61.14203557,-66.60064793,Hot,14.025884
WISE J040530.97-671632.5,61.37912921,-67.27570227,Hot,13.869604999999998
WISE J040752.77-692317.1,61.96993089,-69.38808103,Hot,13.900414
WISE J041258.20-651812.8,63.24256896,-65.30357384,Hot,13.286228
WISE J041410.65+314008.3,63.54440620,31.66897650,Hot,12.135769
WISE J041442.79-683636.9,63.67836160,-68.61028795,Hot,13.35026
WISE J041723.83-654736.6,64.34932985,-65.79350769,Hot,14.2548895
WISE J041912.76-714910.9,64.80324384,-71.81971739,Hot,13.591109
WISE J041931.33-735703.0,64.88063032,-73.95083362,Hot,12.90411
TYC 3719-1116-1,65.08334635,52.82053400,Hot,11.493131
WISE J042040.24-735119.5,65.16775045,-73.85541918,Hot,12.769185
WISE J042317.40-691105.6,65.82252411,-69.18491917,Hot,13.872932
WISE J042426.11-710418.3,66.10884313,-71.07176515,Hot,12.898701
WISE J042544.89-694319.3,66.43710305,-69.72204381,Hot,12.904283
WISE J042608.39-642220.9,66.53502193,-64.37246268,Hot,12.997079
WISE J042726.60-731243.3,66.86093131,-73.21203756,Hot,12.172045
WISE J042738.02-732849.0,66.90852009,-73.48028034,Hot,13.641097
TYC 3740-1791-1,67.04064215,56.98449308,EM,10.764656
WISE J042858.60-670051.9,67.24419482,-67.01442102,Hot,13.321422
WISE J042915.31-753308.0,67.31379865,-75.55224193,Hot,14.092244
WISE J042932.59-633606.7,67.38580512,-63.60188485,Hot,13.849961
WISE J042951.41-654558.9,67.46423156,-65.76637431,Hot,14.272912
UCAC2   1085284,67.60471395,-72.83512436,Hot,11.828975
WISE J043220.52-650125.9,68.08556140,-65.02387121,Hot,13.640301999999998
WISE J043235.55-714517.9,68.14819124,-71.75497072,Hot,13.173343
WISE J043243.46-704100.8,68.18115474,-70.68358479,Hot,13.788935999999998
WISE J043345.93-741616.6,68.44140592,-74.27129023,Hot,14.37572
WISE J043351.87-660712.1,68.46615673,-66.12005100,Hot,12.834077
TYC 4329-1167-1,68.79882275,68.35502849,Hot,9.96759
WISE J043541.62-722139.8,68.92349143,-72.36106892,Hot,12.62322
WISE J043618.02-621632.7,69.07512525,-62.27577828,Hot,12.398262
WISE J043632.30-660144.4,69.13459272,-66.02903615,Hot,13.545684
WISE J043713.37-710908.9,69.30574765,-71.15248153,Hot,16.232067
WISE J043716.78-710501.0,69.32000204,-71.08360926,Hot,16.366257
WISE J043726.29-734942.3,69.35955253,-73.82841729,Cool,14.289128
WISE J043913.86-714407.4,69.80776848,-71.73540038,Hot,12.91726
WISE J043927.53-692201.7,69.86471445,-69.36716545,Hot,15.064649
WISE J044006.28-634357.7,70.02616802,-63.73270636,Hot,13.110923
WISE J044006.54-700627.3,70.02724536,-70.10761694,Hot,14.245684
WISE J044035.26-651157.3,70.14693025,-65.19927121,Hot,13.502467
2MASS J04415174-6950151,70.46561311,-69.83756596,Hot,14.134421
WISE J044217.51-671528.7,70.57285265,-67.25797804,Hot,14.472982
WISE J044241.64-694900.7,70.67365238,-69.81685335,Hot,13.472286
WISE J044309.43-681719.5,70.78933591,-68.28877463,Hot,13.412417
WISE J044324.40-685534.2,70.85170219,-68.92618830,Hot,13.065639
OGLE BRIGHT-LMC-MISC-545,70.92884708,-67.78209061,Cool,13.231667000000002
OGLE BRIGHT-LMC-MISC-544,70.94050128,-68.14097089,Hot,13.05756
WISE J044345.82-693220.4,70.94094481,-69.53901286,Hot,13.075684
WISE J044406.94-654718.1,71.02895026,-65.78838066,Hot,13.807784
WISE J044411.65-690605.4,71.04856316,-69.10151123,Hot,12.757745
WISE J044420.00-634026.8,71.08336862,-63.67413126,Hot,14.018909
WISE J044428.17-690509.6,71.11739779,-69.08600206,Hot,13.930357999999998
2MASS J04451557-6931131,71.31495733,-69.52033122,Hot,14.395554
OGLE LMC142.7   13456,71.32766130,-69.27739164,Hot,13.45263
WISE J044533.93-640717.3,71.39140042,-64.12149533,Hot,13.465626
WISE J044535.17-662258.0,71.39655602,-66.38280431,Hot,12.149743
WISE J044536.50-684340.8,71.40208773,-68.72802341,Hot,14.1022005
 BV  1525,71.40507855,-70.25108925,Hot,13.397081
WISE J044539.15-690800.7,71.41316974,-69.13353397,Hot,14.211439000000002
2MASS J04455518-6915438,71.47994659,-69.26216497,Hot,14.398810999999998
2MASS J04455753-6749031,71.48988998,-67.81750827,Hot,15.646713
WISE J044608.16-685455.7,71.53401483,-68.91548748,Hot,13.770307
TYC 3355-500-1,71.56806621,52.38567174,Hot,9.883177
WISE J044616.82-682130.2,71.57010883,-68.35840478,Hot,13.315057
WISE J044621.48-672004.3,71.58957755,-67.33453209,Hot,14.548507
2MASS J04464044-6711098,71.66858019,-67.18607279,Hot,13.190272
WISE J044641.99-684519.7,71.67497574,-68.75546621,Hot,12.66104
WISE J044648.91-685721.2,71.70381628,-68.95588288,Hot,13.587244
TYC 3347-772-1,71.71035962,48.04929072,Hot,11.048359
OGLE LMC-CEP-79,71.77868431,-69.29430336,Hot,14.015546
WISE J044725.77-684356.5,71.85741837,-68.73235503,Hot,13.667983
WISE J044751.62-694303.9,71.96515801,-69.71774409,Hot,12.893048
WISE J044752.76-691104.2,71.96988486,-69.18449899,Hot,12.922828
WISE J044754.01-655916.1,71.97507320,-65.98782781,Hot,12.501868
WISE J044755.57-693645.7,71.98150870,-69.61271661,Hot,14.115011
OGLE BRIGHT-LMC-MISC-535,72.00030958,-68.81980316,Hot,13.35681
2MASS J04481009-6945517,72.04207931,-69.76436276,Hot,13.085671
2MASS J04481981-6948502,72.08260152,-69.81395412,Hot,13.381653
WISE J044821.31-662117.9,72.08881418,-66.35501480,Hot,13.030968
WISE J044831.96-735545.3,72.13316948,-73.92929237,Hot,13.61871
WISE J044832.38-691249.2,72.13496547,-69.21366218,Hot,13.3649
WISE J044835.55-673954.5,72.14817980,-67.66512939,Hot,15.169634
WISE J044835.91-673408.7,72.14970264,-67.56909005,Hot,15.280482999999998
2MASS J04483920-6844326,72.16336891,-68.74239169,Hot,13.127146
WISE J044840.57-644455.5,72.16907733,-64.74879704,Hot,12.774094
OGLE BRIGHT-LMC-MISC-540,72.21357762,-69.22582536,Hot,13.421016
WISE J044852.51-673535.0,72.21884184,-67.59305475,Hot,13.577714000000002
OGLE BRIGHT-LMC-CEP-1,72.26829102,-69.11189055,Hot,13.950189000000002
2MASS J04490818-6906324,72.28411534,-69.10901449,Hot,13.002558
2MASS J04491348-6947132,72.30626604,-69.78699512,Hot,13.079753
2MASS J04491790-7155050,72.32449209,-71.91805083,Hot,15.681899
WISE J044932.91-683959.0,72.38716321,-68.66637707,Hot,12.973095
2MASS J04493431-6905493,72.39302386,-69.09701435,Hot,13.004082
EROS2-star lm012-2n-17682,72.40448047,-69.67567521,Hot,14.476601
WISE J044941.98-700141.0,72.42498570,-70.02804235,Hot,13.553978
WISE J044950.59-675708.3,72.46087027,-67.95230697,Hot,13.968851
EROS2-star lm066-5k-24004,72.46111420,-72.71174298,Hot,15.73683
2MASS J04495370-6904339,72.47375249,-69.07605890,Hot,14.014807
OGLE LMC136.6    8726,72.47419775,-69.75452410,Hot,13.246914000000002
WISE J044956.63-694520.8,72.48588876,-69.75581726,Hot,12.728568
 HV 12446,72.51334973,-68.25966769,Hot,13.316489
WISE J045015.63-683501.9,72.56515900,-68.58386532,Hot,12.913222
OGLE LMC-ECL-1372,72.58017895,-69.34211116,Hot,13.723185
2MASS J04502800-7001061,72.61673370,-70.01835684,Hot,14.089467
WISE J045036.01-695825.6,72.65013123,-69.97375095,Hot,14.228903
WISE J045037.62-684937.8,72.65679109,-68.82716251,Hot,14.684281
WISE J045038.82-695810.2,72.66176772,-69.96949346,Hot,13.738257
MACHO  44.1615.2395,72.67785506,-70.12154753,Hot,13.680749
WISE J045042.74-661351.8,72.67814452,-66.23106232,Hot,14.00661
WISE J045046.27-690219.1,72.69279696,-69.03864201,Hot,14.362314
WISE J045046.82-681557.8,72.69509804,-68.26606024,Hot,14.298502
WISE J045055.33-695904.7,72.73042408,-69.98466222,Hot,13.756395
2MASS J04505637-6739236,72.73508745,-67.65655453,Hot,14.616852
WISE J045056.53-690726.4,72.73547512,-69.12400025,Hot,13.911075
WISE J045057.32-730848.0,72.73893251,-73.14666353,Hot,15.730341
WISE J045058.86-644214.5,72.74529396,-64.70407089,Hot,13.198981
2MASS J04510944-6956146,72.78951941,-69.93734305,Hot,13.430461
WISE J045120.06-684302.6,72.83359611,-68.71739612,Hot,14.004972
2MASS J04512283-6852108,72.84514531,-68.86965070,Hot,15.719033
2MASS J04512736-6849199,72.86411732,-68.82216833,Hot,13.306961
WISE J045130.51-694456.6,72.87707832,-69.74908024,Hot,13.743211
WISE J045131.23-672723.6,72.88026365,-67.45656663,Hot,14.23188
WISE J045137.40-700054.3,72.90587174,-70.01504279,Hot,14.581774
2MASS J04514420-7009357,72.93420966,-70.15993722,Hot,13.913585
OGLE BRIGHT-LMC-MISC-169,72.94711333,-69.32348227,Cool,12.310104
OGLE LMC-CEP-3426,72.97759914,-66.07365188,Hot,15.067432
WISE J045214.21-690240.0,73.05928688,-69.04444652,Hot,13.167256
WISE J045218.45-663248.5,73.07675133,-66.54683767,Hot,14.680144
LHA 120-S  68,73.09955196,-68.36515730,Hot,13.903705
2MASS J04522777-6643580,73.11573503,-66.73277392,Hot,12.928883
WISE J045229.10-664245.4,73.12134003,-66.71260238,Hot,13.728152
WISE J045231.41-691258.7,73.13101119,-69.21640116,Hot,13.968229
WISE J045233.15-690315.0,73.13821109,-69.05415990,Hot,13.367658
SP77  31-10,73.15438090,-69.77041858,Hot,12.339873
WISE J045239.26-624417.2,73.16359938,-62.73811359,Hot,12.840098
WISE J045239.33-690139.5,73.16391239,-69.02765086,Hot,13.578376
WISE J045242.75-692206.2,73.17816793,-69.36836975,Hot,12.887915
WISE J045244.01-630221.0,73.18337896,-63.03918336,Hot,13.6452265
OGLE LMC-CEP-249,73.19873585,-68.34874654,Hot,13.915494
WISE J045249.84-683347.9,73.20769105,-68.56326783,Hot,14.080322
WISE J045254.02-670647.0,73.22514250,-67.11305159,Hot,13.673958
WISE J045254.31-665522.2,73.22639427,-66.92283249,Hot,13.23732
WISE J045259.05-695250.6,73.24602578,-69.88073793,Hot,13.423135999999998
MACHO  45.1995.6,73.24811185,-69.01895703,Hot,13.9229
WISE J045304.84-673626.0,73.27025500,-67.60723094,Hot,13.804064000000002
WISE J045309.82-664559.6,73.29092565,-66.76658033,Hot,13.639845
WISE J045309.93-665736.1,73.29146122,-66.96002234,Hot,13.181357
WISE J045317.69-671755.3,73.32373559,-67.29869817,Hot,13.888899
2MASS J04531842-6839583,73.32679881,-68.66617176,Hot,14.690145499999998
WISE J045324.55-612443.6,73.35232163,-61.41211697,Hot,12.836091
OGLE BRIGHT-LMC-MISC-185,73.35779693,-69.55676717,Hot,14.156459
OGLE BRIGHT-LMC-MISC-158,73.37477664,-69.31362890,Hot,13.904325
WISE J045336.03-691715.1,73.40020157,-69.28753151,Hot,13.456541
WISE J045336.23-702306.8,73.40100621,-70.38521087,Hot,14.077799
WISE J045338.43-652947.5,73.41017041,-65.49654330,Hot,14.867752
WISE J045340.31-692613.3,73.41802028,-69.43702017,Hot,12.956844
WISE J045342.48-671617.5,73.42705712,-67.27153946,Cool,13.6928835
WISE J045342.66-680125.5,73.42782791,-68.02372969,Hot,14.519214000000002
OGLE BRIGHT-LMC-MISC-184,73.45790993,-69.57585618,Hot,13.273079999999998
WISE J045352.47-692935.6,73.46865354,-69.49322393,Hot,13.599985
WISE J045354.64-692622.6,73.47774868,-69.43959325,Hot,13.72417
WISE J045358.19-682239.5,73.49248509,-68.37764662,Hot,13.759925
WISE J045402.87-663534.3,73.51197984,-66.59288622,Hot,13.49691
WISE J045407.21-670718.9,73.53009821,-67.12191304,Hot,14.017654
WISE J045407.23-670245.1,73.53019403,-67.04585181,Hot,13.933957
2MASS J04541386-6708122,73.55785969,-67.13673218,Hot,13.49126
WISE J045417.96-665317.1,73.57488320,-66.88809723,Hot,13.883038
2MASS J04541808-6705575,73.57544429,-67.09929282,Hot,13.763665
2MASS J04542275-7048207,73.59493232,-70.80575508,Hot,13.407535
SSTISAGEMC J045427.72-661827.7,73.61558651,-66.30773096,Hot,14.532226
WISE J045428.47-664041.8,73.61863328,-66.67830570,Hot,13.703772
WISE J045435.12-665434.6,73.64638801,-66.90961225,Hot,13.634903
EROS2-star lm028-5m-6455,73.66073133,-66.98764135,Hot,14.201093
2MASS J04543882-6857363,73.66175979,-68.96004972,Hot,13.091468
WISE J045439.62-680404.3,73.66511917,-68.06786146,Hot,13.960849
2MASS J04544683-6707046,73.69526580,-67.11795805,Hot,13.214956
WISE J045447.11-704529.1,73.69639800,-70.75808432,Hot,13.964042
WISE J045451.56-670203.9,73.71486087,-67.03449727,EM,14.046777
WISE J045455.91-661833.7,73.73299486,-66.30938794,Hot,13.886669
WISE J045456.31-692529.2,73.73466578,-69.42474670,Hot,12.804238
WISE J045500.58-715753.5,73.75243854,-71.96488647,Hot,13.883036
 HV  2245,73.75527252,-69.67224776,Hot,14.131972
WISE J045501.51-702220.1,73.75642480,-70.37223028,Hot,14.228992000000002
WISE J045503.71-693112.5,73.76553413,-69.52013673,Hot,14.3554
WISE J045504.39-693747.1,73.76829663,-69.62973982,Hot,13.784901
WISE J045505.02-664016.3,73.77097061,-66.67122974,Hot,13.423517000000002
MACHO  17.2349.9,73.77338469,-69.59025410,Hot,13.206449
MACHO  18.2357.12,73.77468645,-69.05912117,Hot,12.995764
 HV   872,73.77629642,-67.47581538,Hot,13.514974
2MASS J04550694-6942139,73.77899219,-69.70389098,Hot,13.839003
WISE J045508.67-664100.9,73.78610417,-66.68363991,Hot,13.817389000000002
WISE J045508.85-664204.5,73.78684101,-66.70125963,Hot,13.915192
MACHO  18.2356.8,73.79099340,-69.09697247,Hot,13.16215
WISE J045514.03-670234.7,73.80845528,-67.04299834,Hot,13.717353
WISE J045516.41-700007.5,73.81840071,-70.00209147,Hot,13.641502
2MASS J04551641-6840092,73.81847438,-68.66921968,Hot,14.34857
WISE J045518.06-695526.0,73.82528523,-69.92390270,Hot,13.42752
WISE J045522.41-670418.8,73.84343281,-67.07189955,Hot,14.23504
WISE J045523.40-644726.6,73.84755257,-64.79074986,Hot,13.568531
WISE J045524.21-693008.2,73.85089967,-69.50227231,Hot,13.558623999999998
OGLE BRIGHT-LMC-MISC-186,73.85753608,-69.64386077,Hot,12.493532
WISE J045527.03-690242.2,73.86269965,-69.04505850,Hot,13.289376
WISE J045527.88-671516.9,73.86622135,-67.25469679,Hot,13.536569
WISE J045532.44-673349.1,73.88523577,-67.56362756,Hot,14.06846
MACHO  39.2445.5,73.88676289,-71.28715664,Hot,13.860218
WISE J045536.10-671551.7,73.90046448,-67.26437046,Hot,14.401293
WISE J045538.66-703835.6,73.91112321,-70.64321783,Hot,13.753526999999998
WISE J045546.10-692739.3,73.94199526,-69.46097608,Hot,13.72883
WISE J045549.73-672654.2,73.95719444,-67.44840097,Hot,14.0361185
WISE J045550.56-695807.0,73.96064126,-69.96861585,EM,13.954285
WISE J045554.39-680709.1,73.97668003,-68.11918421,Hot,13.762073499999998
WISE J045557.54-702100.5,73.98979408,-70.35016530,Cool,13.4734125
2MASS J04555927-6953051,73.99694518,-69.88475167,Hot,13.263892000000002
WISE J045600.46-694625.6,74.00211704,-69.77378296,Hot,13.313052
WISE J045602.70-744837.4,74.01127416,-74.81041619,Hot,15.390007
2MASS J04560490-6828501,74.02054598,-68.48058218,Hot,15.636953
WISE J045609.94-694447.4,74.04144386,-69.74651103,Hot,12.766027
WISE J045610.78-705035.3,74.04495169,-70.84313379,Hot,13.798779
WISE J045614.87-682241.7,74.06200314,-68.37825944,Hot,13.893745
WISE J045615.22-661213.3,74.06341553,-66.20370426,Hot,12.911008
WISE J045618.06-640830.5,74.07525699,-64.14181318,Hot,15.739776
WISE J045618.53-701616.2,74.07733373,-70.27119776,Hot,13.757425
WISE J045625.72-663115.6,74.10724305,-66.52103604,Hot,14.261499
WISE J045626.14-675621.7,74.10897349,-67.93939636,Hot,12.9438715
{[KWV2015]} J045626.51-692350.6,74.11062177,-69.39740804,Cool,12.471458
NSV  1789,74.11164884,-64.69451690,Hot,11.834768
 HV   875,74.11467888,-69.37965931,Hot,12.748462
WISE J045628.01-672027.2,74.11672992,-67.34088540,Hot,13.664709
WISE J045629.90-693238.6,74.12453037,-69.54404322,Hot,13.271904
OGLE LMC-CEP-3474,74.12990179,-66.49982377,Hot,15.287836
IRSF J04563242-6630124,74.13508699,-66.50348590,Hot,13.662689000000002
UCAC2   2069916,74.14772975,-68.25644983,Hot,13.598681
WISE J045636.05-740822.8,74.15026655,-74.13969308,Hot,13.303235
WISE J045636.09-675744.7,74.15042426,-67.96240317,Hot,13.983804999999998
IRSF J04563632-6631229,74.15130802,-66.52305393,Hot,13.580501000000002
WISE J045637.01-685949.9,74.15427162,-68.99720673,Hot,13.516841
WISE J045639.91-684238.9,74.16637911,-68.71080166,Hot,13.766093
WISE J045643.85-672917.3,74.18271606,-67.48816156,Hot,13.456229
WISE J045649.17-672649.0,74.20485037,-67.44695582,Hot,13.79156
OGLE BRIGHT-LMC-MISC-131,74.21748540,-70.05043935,Hot,13.125359
WISE J045652.80-694327.3,74.22004551,-69.72426411,Hot,13.999212
WISE J045653.06-701215.3,74.22114910,-70.20424159,Hot,13.725746
WISE J045653.99-673141.4,74.22503739,-67.52813897,Hot,13.885996
2MASS J04565399-6933402,74.22507805,-69.56116470,Hot,13.128907
WISE J045654.64-735737.4,74.22769281,-73.96040107,Hot,14.215459
WISE J045654.95-664706.3,74.22897851,-66.78509678,Hot,13.554742999999998
WISE J045655.01-693312.0,74.22927752,-69.55333662,Cool,13.093004
WISE J045655.59-672913.0,74.23168388,-67.48695158,Hot,13.702297
MACHO  17.2711.11,74.24332078,-69.65279341,Hot,13.166432999999998
WISE J045659.93-654613.7,74.24975699,-65.77050169,Hot,13.863995
 HV   877,74.25749656,-67.99516420,Hot,13.084633
MACHO  17.2710.663,74.26566938,-69.73299269,Hot,13.580424
WISE J045707.11-670558.6,74.27964906,-67.09960941,Hot,13.550571
WISE J045708.71-665159.9,74.28635259,-66.86662797,Hot,13.650668
WISE J045709.22-663718.7,74.28840439,-66.62189002,Hot,12.238081
WISE J045709.61-623528.4,74.29004431,-62.59123352,Hot,13.927492
 HV   876,74.30153265,-67.38258103,Hot,13.679388
WISE J045716.41-670935.6,74.31837873,-67.15988883,Hot,14.115372
WISE J045719.13-673047.0,74.32924301,-67.51308989,EM,14.631564
MACHO  17.2709.9,74.33567197,-69.80393100,Hot,13.751344
WISE J045721.31-702030.6,74.33884580,-70.34183274,Hot,13.639148
WISE J045722.03-670416.4,74.34182862,-67.07122537,Hot,13.840747
WISE J045723.25-680816.6,74.34692874,-68.13794347,Hot,13.837775
MACHO  24.2739.11,74.34951025,-67.77203354,Hot,13.618329999999998
WISE J045725.93-664951.1,74.35803534,-66.83087699,Hot,13.649458
WISE J045726.97-662917.6,74.36239770,-66.48824312,Hot,13.578787
WISE J045729.82-685412.8,74.37436217,-68.90358687,Hot,14.786946
WISE J045730.23-665032.1,74.37596103,-66.84225367,Hot,13.749391
WISE J045731.52-664813.0,74.38131221,-66.80361027,Hot,14.188056
WISE J045732.77-704949.4,74.38655252,-70.83040832,Hot,13.444644
WISE J045737.89-693121.8,74.40797589,-69.52275311,Hot,13.863117
WISE J045738.36-713806.8,74.40983802,-71.63525762,Hot,13.713909
WISE J045738.51-701436.7,74.41051939,-70.24354139,Hot,14.031183
WISE J045740.83-664709.7,74.42012975,-66.78602686,Hot,13.314569
WISE J045742.56-672222.3,74.42730632,-67.37285802,Hot,13.706848999999998
 V Dor,74.43772516,-65.70837026,Hot,13.052269
2MASS J04574604-6824558,74.44191386,-68.41550016,Hot,14.979664
WISE J045746.99-691257.3,74.44586085,-69.21593494,Hot,13.166373000000002
WISE J045748.82-692450.7,74.45347596,-69.41406417,Hot,13.168385999999998
 HV   878,74.46272680,-69.95824583,Hot,13.531453
WISE J045751.87-685623.0,74.46619928,-68.93972982,Hot,13.803457
2MASS J04575230-7014003,74.46795407,-70.23342177,Hot,12.566592
2MASS J04575718-6846584,74.48839621,-68.78290829,Hot,14.7859745
MACHO  54.2892.12,74.49816108,-65.65561617,Hot,13.066124
WISE J045759.87-695029.5,74.49946856,-69.84154145,Hot,13.583563
2MASS J04580332-6719094,74.51397997,-67.31926975,Hot,13.651559
 HV   879,74.52334189,-69.45430014,Hot,13.185954999999998
WISE J045808.57-671556.6,74.53572894,-67.26572459,Hot,14.396782
MACHO  40.2794.13,74.55255346,-72.19710945,Hot,14.770823000000002
2MASS J04581840-7011087,74.57672403,-70.18572208,Hot,15.243923
WISE J045818.76-694544.9,74.57820787,-69.76247724,Hot,14.488125
WISE J045818.88-680502.2,74.57857980,-68.08396656,Hot,13.987084
WISE J045822.27-664443.7,74.59274160,-66.74547556,Hot,14.069762
2MASS J04582275-6836595,74.59493383,-68.61651974,Hot,15.412268
WISE J045823.55-672844.9,74.59818116,-67.47914470,Hot,13.6722
WISE J045831.76-665610.6,74.63236311,-66.93629351,Hot,14.0717325
 HV   881,74.63670097,-70.34603237,Hot,13.110031
WISE J045834.81-664536.9,74.64511177,-66.76027088,Hot,14.625059
 HV  2261,74.65051294,-70.11065617,Hot,13.510943
 HV 12499,74.66885776,-67.10091922,Hot,13.799456
2MASS J04584111-7011366,74.67134274,-70.19347466,Hot,13.098422
WISE J045841.82-700715.7,74.67429192,-70.12101865,Hot,14.050983
WISE J045846.54-670533.4,74.69390242,-67.09264636,Cool,14.072169
2MASS J04584793-6858067,74.69966446,-68.96854831,Hot,15.416951999999998
MACHO  24.2981.8,74.74452053,-67.82070062,Hot,13.224859
WISE J045903.79-703811.1,74.76589372,-70.63643711,Hot,14.353712
WISE J045905.94-684138.6,74.77484564,-68.69405160,Hot,13.364282
WISE J045910.15-654242.9,74.79232861,-65.71193723,Hot,13.527779999999998
WISE J045916.91-673708.6,74.82050445,-67.61906989,Hot,14.313946
MACHO  23.3063.8,74.82623805,-70.39857135,Hot,13.403719
2MASS J04591926-6925403,74.83038598,-69.42784532,Hot,14.083449
WISE J045920.24-685034.9,74.83435283,-68.84304332,Hot,12.85773
2MASS J04592206-6826062,74.84202737,-68.43508030,Hot,15.901959
WISE J045926.88-672513.0,74.86205762,-67.42029868,Hot,13.969377
WISE J045926.95-674852.1,74.86236975,-67.81449285,Hot,14.12709
WISE J045927.55-701643.6,74.86487968,-70.27879800,Hot,13.913177
WISE J045928.38-682507.2,74.86828095,-68.41866295,Hot,13.977379999999998
 HV   882,74.92146744,-69.45609240,Hot,13.116049
WISE J045942.70-703304.5,74.92797592,-70.55125367,Hot,13.998574
WISE J045944.96-654855.2,74.93732699,-65.81534450,Hot,13.233606
WISE J045945.29-701353.1,74.93876506,-70.23141466,Hot,13.845243
WISE J045946.23-655017.0,74.94271491,-65.83810740,Hot,13.152218
WISE J045950.80-653605.7,74.96156263,-65.60158534,Hot,12.774839
WISE J045951.25-665206.4,74.96358011,-66.86845301,Hot,13.833366
WISE J045951.34-700512.2,74.96397938,-70.08673837,Hot,13.345201
2MASS J04595456-6811236,74.97740506,-68.18991226,Hot,13.452312
2MASS J04595766-6958159,74.99035827,-69.97117199,Hot,15.533735
WISE J045959.67-670508.8,74.99860819,-67.08579636,Hot,13.019076
WISE J050003.17-615424.5,75.01324075,-61.90681684,Hot,12.925778
WISE J050003.87-661548.3,75.01613613,-66.26336304,Hot,14.294245000000002
EROS2-star lm017-0k-14379,75.02456514,-67.74433856,Hot,14.384357
WISE J050006.34-681905.1,75.02645114,-68.31806791,Hot,13.837713
WISE J050008.15-701602.1,75.03403495,-70.26725399,Hot,13.842847
SP77  28-9,75.05127451,-65.88851042,Hot,12.045862
WISE J050015.22-703434.8,75.06349129,-70.57633457,Hot,13.551745
WISE J050015.28-693418.1,75.06370891,-69.57169928,Hot,13.925862
WISE J050017.57-690811.9,75.07316985,-69.13664771,Hot,15.173721
EROS2-star lm067-7n-13866,75.09749345,-73.18901701,Hot,15.470247
SSTISAGEMC J050028.18-693032.1,75.11755248,-69.50891241,Hot,13.694136
2MASS J05003473-6730013,75.14484878,-67.50039233,Hot,13.697049
WISE J050034.79-692141.8,75.14505878,-69.36163162,Hot,13.90785
WISE J050036.33-682628.7,75.15151450,-68.44128469,Hot,14.06652
WISE J050041.85-703405.4,75.17440905,-70.56815905,Hot,13.721589000000002
WISE J050043.66-662122.7,75.18188209,-66.35632427,Hot,13.606671
WISE J050046.61-703342.0,75.19429929,-70.56169093,Hot,13.856056
WISE J050051.03-664843.1,75.21262923,-66.81198451,Hot,13.706991
2MASS J05005246-6812358,75.21852912,-68.20994096,Hot,13.501447
 HV  2251,75.22981940,-66.63731398,Hot,13.096702
WISE J050056.78-685854.3,75.23667194,-68.98174706,Hot,13.687205
SHV 0501125-683755,75.25601378,-68.56125730,Hot,15.824420000000002
WISE J050102.45-680240.0,75.26027795,-68.04446632,Cool,13.523217
WISE J050103.41-660844.9,75.26423938,-66.14581388,Hot,13.62009
WISE J050104.03-703200.9,75.26683021,-70.53359455,Hot,14.984471
EROS2-star lm011-1m-27809,75.26721803,-69.20838930,Hot,15.936770999999998
WISE J050113.81-661301.4,75.30755595,-66.21707759,Hot,14.153688
WISE J050117.52-620609.6,75.32304823,-62.10265941,Hot,13.6755905
WISE J050118.57-661652.1,75.32738392,-66.28115121,Hot,13.504604999999998
WISE J050124.22-663906.1,75.35092541,-66.65168885,Hot,14.191202
MACHO  23.3422.13,75.35530891,-70.66910015,Cool,13.625754999999998
MACHO  55.3490.9,75.35610617,-66.12163778,Hot,13.178105
WISE J050128.62-701120.2,75.36906072,-70.18897798,EM,13.878529
WISE J050131.26-665715.7,75.38023964,-66.95435494,Hot,13.468164000000002
WISE J050133.07-710342.3,75.38783583,-71.06175666,Hot,13.118296
