index,oid,ra,dec
216378,1684311200010597,297.6004449,31.3639567
216391,1684312300039156,295.7732919,30.013223
216404,1685113100013213,310.5518401,33.0915401
216459,1685213100018132,310.5518442,33.0915699
216520,1686116200014430,310.5518491,33.0915292
216578,1686216200016743,310.5518706,33.0915442
216640,1686312100056835,312.0269586,31.2352823
216660,1686316200018878,310.5518707,33.091515
216680,1687105100000442,325.8041859,29.5587152
216739,1687205100000808,325.8041653,29.5587092
216811,1696316100005298,34.1989247,40.3267596
216828,1716101100007862,209.1508904,34.8258647
216853,1716201100008315,209.1508814,34.8258613
216884,1717104200000123,209.1508054,34.8258232
216911,1718104300006237,217.5976831,33.363624
216940,1718204300016901,217.5978182,33.3635986
216977,1725114300002177,281.1648366,39.6487466
217030,1725214300003191,281.1648586,39.6487275
217086,1727101200034572,299.325752,34.1009695
217132,1727103100005379,295.7864342,34.8379446
217190,1727105100017029,300.6071378,36.4472085
217249,1727105200007194,299.6690311,36.6708956
217308,1727105300017469,299.762107,35.6027008
217367,1727106100046148,298.750008,36.0442842
217423,1727110400065299,298.9893889,37.1861993
217481,1727201200041953,299.3256854,34.1009427
217541,1727203100005454,295.7864418,34.8379556
217600,1727205100018604,300.6071384,36.4471956
217659,1727205200057164,299.6690249,36.6708734
217717,1727205300018367,299.7620919,35.6026882
217778,1727206100081575,298.7500043,36.0442675
217836,1729105200024823,316.795762,36.2086091
217893,1729106200002307,314.5663767,36.7779946
217950,1729206200002985,314.5663617,36.7779885
218023,1730103200018277,320.2152071,34.3479349
218084,1730203200024422,320.2151977,34.3479318
218169,1731315100019981,329.388298,40.1230103
218182,1743106200029161,82.0335774,43.3937992
218240,1763112100001455,262.8524883,45.7476166
218272,1763212100002590,262.8524964,45.747653
218330,1764105100035890,280.0973442,43.9391333
218364,1765102400004825,286.2542227,41.0315531
218413,1765108200000168,280.0972855,43.9391379
218459,1765202400006321,286.2541753,41.0315497
218523,1765208200017590,280.0973084,43.9391282
218581,1766110100007833,295.5012027,45.6609463
218637,1766114400004890,296.0599838,46.8023503
218693,1766210100011257,295.5012105,45.6609373
218767,1766214400006739,296.059983,46.8023251
218843,1767103400073768,302.335267,41.173802
218899,1768109100038019,317.0507781,45.8135299
218956,1768113400018040,317.2199102,46.5490085
219011,1769112200002531,317.0508169,45.8135479
219079,1769113300009064,325.2599807,46.7172144
219149,1769114300022131,322.9224378,46.5730819
219219,1769116300020454,317.2199387,46.5490205
219287,1769116300061577,316.4165435,46.2347408
219345,1769213300012465,325.2599941,46.7172202
219437,1769214300024516,322.9224235,46.5730669
219529,1769316300026246,317.2199151,46.5489815
219542,1769316300029645,316.9846971,46.4880387
219555,1770111400024606,330.4589854,44.3153973
219621,1803106100035158,303.984259,50.820113
