cntr_01,dist_x,pang_x,designation_01,source_id_01,ra_01,dec_01,oid,ra,dec,field,ccdid,qid,filtercode,ngoodobs,ngoodobsrel,nobs,nobsrel,refmag,refmagerr,astrometricrms,chisq,magrms,maxmag,medianabsdev,medianmag,medmagerr,minmag
1,4.449383,99.851852,Gaia DR3 2263638568916884096,2263638568916884096,2.9757873582E+02,7.1364333009E+01,1877206400029453,297.5825465,71.3641215,1877,6,4,zr,0,0,0,0,1.559500E+01,1.570000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
2,null,null,Gaia DR3 2265611402014032256,2265611402014032256,2.7901514051E+02,7.0467093064E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3,8.750706,60.576784,Gaia DR3 2270570062017774976,2270570062017774976,3.2093731562E+02,6.9534391082E+01,1878101400032075,320.9433713,69.5355851,1878,1,4,zg,1,1,1,1,1.586500E+01,1.160000E-01,0.000000E+00,0.0,null,1.648056E+01,0.000000E+00,1.648056E+01,0.01495403,1.648056E+01
4,4.677003,-77.703440,Gaia DR3 4126197144531483136,4126197144531483136,2.5407764219E+02,-2.2045428592E+01,280116300082452,254.0762727,-22.0451519,280,16,3,zg,0,0,0,0,1.568500E+01,1.090000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
5,6.601413,89.205214,Gaia DR3 4126229541458375808,4126229541458375808,2.5365997403E+02,-2.1879632848E+01,279213400130711,253.6619499,-21.8796074,279,13,4,zr,125,123,130,128,1.507600E+01,1.440000E-01,1.120696E-06,25.8473,3.200366E-01,1.693482E+01,2.359056E-01,1.550663E+01,0.01353154,1.475213E+01
6,7.802655,66.186302,Gaia DR3 1837262184608359296,1837262184608359296,3.0263260888E+02,2.8434277199E+01,640114400038802,302.6348638,28.4351523,640,14,4,zg,1,1,1,1,1.538900E+01,1.810000E-01,0.000000E+00,0.0,null,1.592849E+01,0.000000E+00,1.592849E+01,0.0239296,1.592849E+01
7,3.945240,-75.685668,Gaia DR3 4471638920295089024,4471638920295089024,2.7273726863E+02,5.7384880492E+00,1532202200103047,272.7362014,5.7387590,1532,2,2,zr,0,0,0,0,1.703300E+01,3.340000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
8,null,null,Gaia DR3 4469791641982392192,4469791641982392192,2.7006583654E+02,4.3685857032E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
9,8.733389,58.302236,Gaia DR3 4469859876126747392,4469859876126747392,2.7316816524E+02,2.8128057189E+00,486207300113425,273.1702318,2.8140804,486,7,3,zr,2,2,2,2,1.567300E+01,4.500000E-02,8.320147E-06,0.0,4.718046E-01,1.686946E+01,0.000000E+00,1.653584E+01,0.01619435,1.620223E+01
10,5.750559,-53.394306,Gaia DR3 461506747202125696,461506747202125696,4.4979910697E+01,5.9458546001E+01,1812210300066877,44.9773872,59.4594985,1812,10,3,zr,0,0,0,0,1.734800E+01,1.540000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
11,null,null,Gaia DR3 462250738616785152,462250738616785152,5.2267195968E+01,5.9940328920E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12,7.345969,108.060171,Gaia DR3 462786406937073280,462786406937073280,4.7577435185E+01,5.9524627757E+01,809102200041643,47.5812603,59.5239951,809,2,2,zg,0,0,0,0,1.575000E+01,2.620000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
13,6.759690,81.643010,Gaia DR3 461398960703453824,461398960703453824,4.4218134803E+01,5.9088927446E+01,809103300043757,44.2217512,59.0892003,809,3,3,zg,1,1,2,2,1.611700E+01,6.800000E-02,0.000000E+00,0.0,null,1.726403E+01,0.000000E+00,1.726403E+01,0.02592441,1.726403E+01
14,null,null,Gaia DR3 462130376453494272,462130376453494272,4.8522223690E+01,5.9563465222E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
15,6.331709,135.742174,Gaia DR3 461431705533750912,461431705533750912,4.3012821436E+01,5.8972899092E+01,1812111400046164,43.0152027,58.9716394,1812,11,4,zg,0,0,0,0,1.754400E+01,1.210000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
16,8.287670,-131.162913,Gaia DR3 462485965385240832,462485965385240832,5.0223211602E+01,6.0030354113E+01,809102100042491,50.2197423,60.0288388,809,2,1,zg,0,0,1,1,1.626200E+01,1.910000E-01,0.000000E+00,0.0,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.023931,0.000000E+00
17,5.814632,56.799888,Gaia DR3 461471150513579904,461471150513579904,4.3902810128E+01,5.9411156214E+01,809303200085868,43.9054661,59.4120406,809,3,2,zi,0,0,0,0,1.764300E+01,3.290000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
18,null,null,Gaia DR3 462513723753179776,462513723753179776,5.1317736528E+01,6.0483713835E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
19,6.125524,91.591992,Gaia DR3 462212874184574720,462212874184574720,5.1449863866E+01,5.9432462415E+01,809201200064048,51.4532084,59.4324151,809,1,2,zr,7,7,8,8,1.480200E+01,1.300000E-01,1.245669E-06,17.41966,7.969230E-01,1.730278E+01,1.580429E-01,1.543261E+01,0.01345114,1.475705E+01
20,5.231724,86.150988,Gaia DR3 2012871852470504960,2012871852470504960,3.5709247421E+02,6.1793717281E+01,832206100073693,357.0955420,61.7938148,832,6,1,zr,1,1,1,1,1.696700E+01,1.110000E-01,0.000000E+00,0.0,null,1.915963E+01,0.000000E+00,1.915963E+01,0.06203432,1.915963E+01
21,4.760124,136.744969,Gaia DR3 2012880373685136896,2012880373685136896,3.5651980118E+02,6.1783483127E+01,832106100054260,356.5217175,61.7825201,832,6,1,zg,0,0,0,0,1.659400E+01,1.900000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
22,5.908401,-135.812597,Gaia DR3 2012483690499877888,2012483690499877888,3.5340819484E+02,6.1079865082E+01,1838215400073318,353.4058294,61.0786882,1838,15,4,zr,0,0,0,0,1.646900E+01,1.420000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
23,5.226660,82.008984,Gaia DR3 2012489630431063552,2012489630431063552,3.5392287044E+02,6.1188694600E+01,832106300039658,353.9258538,61.1888964,832,6,3,zg,0,0,1,1,1.671100E+01,1.410000E-01,0.000000E+00,0.0,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.01938939,0.000000E+00
24,6.070994,177.625549,Gaia DR3 2013043097102209280,2013043097102209280,3.5762885931E+02,6.2438214740E+01,1862102400057429,357.6290103,62.4365298,1862,2,4,zg,0,0,0,0,1.775800E+01,7.400000E-02,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
25,5.018086,101.673953,Gaia DR3 2012885871243217536,2012885871243217536,3.5649732841E+02,6.1920324778E+01,832206100073595,356.5002285,61.9200427,832,6,1,zr,0,0,0,0,1.647300E+01,1.680000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
26,null,null,Gaia DR3 2012887864108269824,2012887864108269824,3.5692425663E+02,6.2047924627E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
27,6.864455,89.013155,Gaia DR3 2012889341577135872,2012889341577135872,3.5712508502E+02,6.1988748619E+01,1862102400057515,357.1291445,61.9887814,1862,2,4,zg,0,0,0,0,1.557100E+01,9.500000E-02,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
28,7.417940,42.074608,Gaia DR3 2013046537382879616,2013046537382879616,3.5799359207E+02,6.2596233650E+01,832109300064204,357.9965922,62.5977631,832,9,3,zg,0,0,0,0,1.856900E+01,2.380000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
29,9.213637,136.091545,Gaia DR3 2012896557122014080,2012896557122014080,3.5747128496E+02,6.2214080328E+01,1862102400057323,357.4750922,62.2122364,1862,2,4,zg,1,1,1,1,1.676500E+01,1.040000E-01,0.000000E+00,0.0,null,1.744950E+01,0.000000E+00,1.744950E+01,0.02307082,1.744950E+01
30,4.509163,-89.356236,Gaia DR3 2012912946718431232,2012912946718431232,3.5612995637E+02,6.1986857153E+01,832106100054469,356.1272897,61.9868712,832,6,1,zg,0,0,0,0,1.622600E+01,1.640000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
31,5.548337,-81.278509,Gaia DR3 2012918272480159616,2012918272480159616,3.5573899847E+02,6.1912015543E+01,832306100105047,355.7357629,61.9122492,832,6,1,zi,0,0,0,0,1.652400E+01,2.080000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
32,6.198720,28.532877,Gaia DR3 2012927309088937728,2012927309088937728,3.5639407093E+02,6.2146565977E+01,1838114200056931,356.3958314,62.1480787,1838,14,2,zg,1,1,1,1,1.806600E+01,9.700000E-02,0.000000E+00,0.0,null,1.857703E+01,0.000000E+00,1.857703E+01,0.04562601,1.857703E+01
33,8.819648,-37.872674,Gaia DR3 2012930332745761408,2012930332745761408,3.5594745438E+02,6.2164808941E+01,1862102400057403,355.9442331,62.1667428,1862,2,4,zg,1,0,1,0,1.722600E+01,1.920000E-01,0.000000E+00,0.0,null,1.761766E+01,0.000000E+00,1.761766E+01,0.02472658,1.761766E+01
34,8.482673,-41.721443,Gaia DR3 2012933420816045056,2012933420816045056,3.5650174213E+02,6.1991003325E+01,1862102400057363,356.4984027,61.9927620,1862,2,4,zg,0,0,0,0,1.699900E+01,4.000000E-02,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
35,6.468040,124.347741,Gaia DR3 2012943247697381632,2012943247697381632,3.5714951646E+02,6.2245971348E+01,832210400079142,357.1527018,62.2449576,832,10,4,zr,0,0,0,0,1.677800E+01,3.050000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
36,4.644578,-119.255204,Gaia DR3 2248544988686184064,2248544988686184064,2.9581288671E+02,6.6196319227E+01,850103300033139,295.8100979,66.1956887,850,3,3,zg,0,0,0,0,1.704500E+01,1.940000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
37,8.135785,114.948984,Gaia DR3 2012765337282245888,2012765337282245888,3.5807022401E+02,6.1877556337E+01,832205200076833,358.0745710,61.8766030,832,5,2,zr,0,0,0,0,1.545000E+01,1.330000E-01,3.700000E-321,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
38,5.669688,-115.160017,Gaia DR3 2012589140544752384,2012589140544752384,3.5696530227E+02,6.1096053303E+01,1838214400080427,356.9623531,61.0953837,1838,14,4,zr,0,0,0,0,1.694200E+01,2.820000E-01,1.233000E-320,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
39,4.375306,87.309803,Gaia DR3 2012591099047220608,2012591099047220608,3.5735062317E+02,6.1111210280E+01,1838214400080391,357.3531361,61.1112673,1838,14,4,zr,0,0,0,0,1.613400E+01,1.240000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
40,4.641863,137.436674,Gaia DR3 2013082855627928832,2013082855627928832,3.5948331423E+02,6.2930446500E+01,1862101200065429,359.4852307,62.9294968,1862,1,2,zg,0,0,0,0,1.772700E+01,2.100000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
41,7.090121,30.328902,Gaia DR3 2012771861325524992,2012771861325524992,3.5827360618E+02,6.1951554379E+01,832105200054968,358.2757213,61.9532543,832,5,2,zg,0,0,0,0,1.696500E+01,1.370000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
42,5.778260,91.297153,Gaia DR3 2012771865632485888,2012771865632485888,3.5827230852E+02,6.1953290677E+01,832105200054968,358.2757213,61.9532543,832,5,2,zg,0,0,0,0,1.696500E+01,1.370000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
43,5.970721,-28.435635,Gaia DR3 2012771968711694976,2012771968711694976,3.5830430344E+02,6.1962979775E+01,832105200054821,358.3026232,61.9644382,832,5,2,zg,1,1,1,1,1.809200E+01,1.080000E-01,0.000000E+00,0.0,null,1.934000E+01,0.000000E+00,1.934000E+01,0.06654239,1.934000E+01
44,4.969901,89.445391,Gaia DR3 2012772033124215808,2012772033124215808,3.5840365532E+02,6.1955518368E+01,1862101300064771,358.4065915,61.9555317,1862,1,3,zg,0,0,0,0,1.603800E+01,1.830000E-01,2.600000E-322,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
45,5.085336,-47.535913,Gaia DR3 2012774648771228416,2012774648771228416,3.5875265394E+02,6.2091637137E+01,1838214100093528,358.7504275,62.0925908,1838,14,1,zr,0,0,0,0,1.742300E+01,2.960000E-01,1.964138E-317,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
46,5.041499,137.973386,Gaia DR3 2012603021876275200,2012603021876275200,3.5700880070E+02,6.1228330391E+01,1838114400052937,357.0107485,61.2272901,1838,14,4,zg,0,0,0,0,1.632600E+01,2.730000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
47,6.106796,-128.417288,Gaia DR3 2012956205629816064,2012956205629816064,3.5643288756E+02,6.2291996203E+01,1862202400097986,356.4300292,62.2909421,1862,2,4,zr,0,0,0,0,1.690700E+01,1.310000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
48,6.566489,3.279142,Gaia DR3 2012958439012758912,2012958439012758912,3.5675792219E+02,6.2398552862E+01,1862202400097857,356.7581474,62.4003739,1862,2,4,zr,0,0,0,0,1.831300E+01,1.450000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
49,7.628593,47.441148,Gaia DR3 2012971323913160064,2012971323913160064,3.5808137764E+02,6.2118491824E+01,1838114100061553,358.0847155,62.1199250,1838,14,1,zg,0,0,0,0,1.773200E+01,1.660000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
50,5.644746,94.767095,Gaia DR3 2013112881729417344,2013112881729417344,3.4394079579E+02,5.7601904042E+01,804315300054412,343.9437121,57.6017737,804,15,3,zi,21,21,22,22,1.629400E+01,7.800000E-02,3.084248E-06,25.39315,5.246189E-01,1.785723E+01,3.093472E-01,1.713853E+01,0.01806149,1.584820E+01
51,null,null,Gaia DR3 2249990571599168512,2249990571599168512,3.0273702095E+02,6.8272202898E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
52,5.921115,162.382514,Gaia DR3 2013266955099705344,2013266955099705344,3.4613816777E+02,5.8677160416E+01,831101400052896,346.1391253,58.6755928,831,1,4,zg,1,1,1,1,1.806400E+01,2.830000E-01,0.000000E+00,0.0,null,1.981989E+01,0.000000E+00,1.981989E+01,0.09490045,1.981989E+01
53,4.893707,-94.564394,Gaia DR3 2013139308670676224,2013139308670676224,3.4430632892E+02,5.7997648303E+01,804315100104092,344.3037720,57.9975401,804,15,1,zi,0,0,0,0,1.665600E+01,1.610000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
54,6.333414,-127.009924,Gaia DR3 2012834984469785216,2012834984469785216,3.5581032107E+02,6.1462856237E+01,832106100054465,355.8073805,61.4617972,832,6,1,zg,0,0,0,0,1.629400E+01,1.460000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
55,5.858280,39.390983,Gaia DR3 2013006164689052416,2013006164689052416,3.5917753459E+02,6.2486954186E+01,1862101300064755,359.1797702,62.4882118,1862,1,3,zg,0,0,0,0,1.821700E+01,1.900000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
56,5.011792,1.659781,Gaia DR3 2012837527090883072,2012837527090883072,3.5594402282E+02,6.1450127020E+01,832106100054449,355.9441072,61.4515186,832,6,1,zg,0,0,0,0,1.748500E+01,2.350000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
57,6.938281,46.320144,Gaia DR3 2012854672600157184,2012854672600157184,3.5617541677E+02,6.1668011683E+01,832106100054439,356.1783539,61.6693427,832,6,1,zg,0,0,0,0,1.760000E+01,8.800000E-02,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
58,4.122735,97.029357,Gaia DR3 2013343817832699520,2013343817832699520,3.4517069501E+02,5.8946490566E+01,831101300054877,345.1728984,58.9463504,831,1,3,zg,0,0,0,0,1.614700E+01,1.840000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
59,8.161604,-53.743651,Gaia DR3 2203157835897939456,2203157835897939456,3.2983192500E+02,6.0297654983E+01,830306400120782,329.8282353,60.2989957,830,6,4,zi,0,0,0,0,1.601800E+01,1.500000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
60,null,null,Gaia DR3 2202752219188484352,2202752219188484352,3.2878359825E+02,5.9998311275E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
61,8.861198,42.683350,Gaia DR3 1995081135855943552,1995081135855943552,3.5948112594E+02,5.7084779701E+01,1838205300078542,359.4841970,57.0865891,1838,5,3,zr,1,1,1,1,1.802500E+01,1.510000E-01,0.000000E+00,0.0,null,1.826651E+01,0.000000E+00,1.826651E+01,0.02900536,1.826651E+01
62,5.912303,123.276767,Gaia DR3 4116862875002593536,4116862875002593536,2.6600071517E+02,-2.3047415000E+01,281110200166120,266.0022073,-23.0483161,281,10,2,zg,0,0,0,0,1.660200E+01,1.780000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
63,6.125186,-30.443026,Gaia DR3 2202939720283193344,2202939720283193344,3.3093197528E+02,5.9979378342E+01,830101200076560,330.9302521,59.9808452,830,1,2,zg,0,0,0,0,1.849500E+01,1.040000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
64,7.964434,91.808080,Gaia DR3 2203102516722685184,2203102516722685184,3.3218996524E+02,6.1022407680E+01,830205300093909,332.1945295,61.0223378,830,5,3,zr,8,8,9,9,1.470200E+01,5.800000E-02,5.195984E-06,46.25227,5.963335E-01,1.616738E+01,3.647022E-01,1.503094E+01,0.0116904,1.443676E+01
65,null,null,Gaia DR3 1995526747297893504,1995526747297893504,3.4777893470E+02,5.3058212352E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
66,null,null,Gaia DR3 2203434019472097664,2203434019472097664,3.2691577373E+02,5.9700363356E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
67,7.826012,-53.309878,Gaia DR3 4152321403365187072,4152321403365187072,2.7568630804E+02,-1.4363499579E+01,333315300133265,275.6845086,-14.3622007,333,15,3,zi,0,0,4,4,1.662000E+01,2.770000E-01,0.000000E+00,0.0,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.01773947,0.000000E+00
68,4.999676,78.155210,Gaia DR3 4152350952729147520,4152350952729147520,2.7550977918E+02,-1.4013704971E+01,333315200098662,275.5111801,-14.0134199,333,15,2,zi,0,0,0,0,1.628600E+01,1.590000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
69,5.244352,-23.768805,Gaia DR3 4486479651508955008,4486479651508955008,2.6547389142E+02,7.2051663998E+00,485116400045828,265.4732996,7.2064996,485,16,4,zg,1,1,2,2,1.760900E+01,1.700000E-01,0.000000E+00,0.0,null,1.801084E+01,0.000000E+00,1.801084E+01,0.01777939,1.801084E+01
70,8.532720,40.322587,Gaia DR3 423664202677148928,423664202677148928,1.3539051786E+01,5.5747522658E+01,774112400041780,13.5417769,55.7493297,774,12,4,zg,6,6,6,6,1.744200E+01,1.120000E-01,3.377193E-06,20.84009,5.003592E-01,1.842572E+01,2.936525E-01,1.754218E+01,0.02089095,1.707166E+01
71,7.736453,43.411102,Gaia DR3 423977219895137408,423977219895137408,1.4507520456E+01,5.6431120495E+01,774211200058302,14.5101915,56.4326816,774,11,2,zr,13,13,14,14,1.789300E+01,2.240000E-01,1.392725E-06,19.7539,5.072477E-01,1.950889E+01,3.765965E-01,1.821333E+01,0.0282649,1.778643E+01
72,6.086798,28.582841,Gaia DR3 424327139459901952,424327139459901952,1.4178720946E+01,5.7593526293E+01,1810308100074692,14.1802304,57.5950110,1810,8,1,zi,0,0,0,0,1.776500E+01,1.490000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
73,null,null,Gaia DR3 424528384454737408,424528384454737408,1.1441493662E+01,5.6774871412E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
74,3.912188,-93.547539,Gaia DR3 423149081478526464,423149081478526464,2.8674539971E-01,5.8979868560E+01,1809112300052305,0.2846407,58.9798013,1809,12,3,zg,0,0,0,0,1.625200E+01,9.300000E-02,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
75,4.034140,-98.737903,Gaia DR3 423157774492279680,423157774492279680,3.1133185078E-01,5.9142792153E+01,1809112300052306,0.3091724,59.1426219,1809,12,3,zg,0,0,0,0,1.638600E+01,9.900000E-02,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
76,5.119662,153.740640,Gaia DR3 423818168663622784,423818168663622784,1.3151308737E+01,5.6600036971E+01,774312100065056,13.1524517,56.5987616,774,12,1,zi,0,0,0,0,1.658100E+01,1.560000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
77,6.971516,-86.048305,Gaia DR3 423818404880147456,423818404880147456,1.3205039211E+01,5.6627635393E+01,1809205400065985,13.2015271,56.6277688,1809,5,4,zr,6,6,6,6,1.494900E+01,1.570000E-01,3.291806E-06,18.23196,2.961008E-01,1.606980E+01,1.416388E-01,1.591278E+01,0.01151789,1.538705E+01
78,6.832861,72.145159,Gaia DR3 423818404882207232,423818404882207232,1.3206464250E+01,5.6626888199E+01,774112100044583,13.2097485,56.6274701,774,12,1,zg,1,1,1,1,1.556500E+01,1.300000E-01,0.000000E+00,0.0,null,1.680494E+01,0.000000E+00,1.680494E+01,0.0157189,1.680494E+01
79,5.908486,-105.436748,Gaia DR3 423818409181768704,423818409181768704,1.3203955408E+01,5.6625227691E+01,1809105400049789,13.2010796,56.6247908,1809,5,4,zg,0,0,0,0,1.593800E+01,2.730000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
80,4.321476,-90.549916,Gaia DR3 423818546620693760,423818546620693760,1.3203992383E+01,5.6652342840E+01,774312100065049,13.2018088,56.6523313,774,12,1,zi,0,0,0,0,1.637200E+01,2.330000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
81,7.620982,-60.009419,Gaia DR3 423559336751603328,423559336751603328,1.4532029698E+01,5.5824366275E+01,1810104100045801,14.5287656,55.8254244,1810,4,1,zg,0,0,0,0,1.636600E+01,3.700000E-02,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
82,5.718618,-129.739576,Gaia DR3 423559336757359872,423559336757359872,1.4532010024E+01,5.5814803349E+01,774311300062822,14.5298361,55.8137878,774,11,3,zi,0,0,0,0,1.658500E+01,3.040000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
83,7.102735,-135.028098,Gaia DR3 423560401909223168,423560401909223168,1.4428857669E+01,5.5858651618E+01,1810104100045805,14.4263732,55.8572558,1810,4,1,zg,0,0,0,0,1.693700E+01,2.370000E-01,6.904384E-310,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
84,6.675847,52.115999,Gaia DR3 4269135717762411264,4269135717762411264,2.8604050056E+02,3.0973334779E+00,1481113400123372,286.0419663,3.0984722,1481,13,4,zg,0,0,0,0,1.750500E+01,2.100000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
85,7.183792,-132.794046,Gaia DR3 358136917427585408,358136917427585408,3.1547585434E+01,4.9156315193E+01,1777303100049992,31.5453465,49.1549595,1777,3,1,zi,0,0,0,0,1.635700E+01,1.210000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
86,7.584837,130.912723,Gaia DR3 359281749549586048,359281749549586048,2.9707141068E+01,5.0878071554E+01,1777107200039727,29.7096644,50.8766917,1777,7,2,zg,0,0,0,0,1.738800E+01,1.620000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
87,7.304572,3.111995,Gaia DR3 3126354970192720000,3126354970192720000,1.0216276617E+02,2.0889111445E+00,461303200048077,102.1628764,2.0909372,461,3,2,zi,9,9,10,10,1.891700E+01,1.140000E-01,2.292663E-06,5.53437,5.068977E-01,2.028935E+01,2.483177E-01,1.925565E+01,0.06652173,1.856758E+01
88,6.828911,52.574363,Gaia DR3 3125760551017007872,3125760551017007872,1.0219934561E+02,1.5648640832E+00,461303300078418,102.2008526,1.5660169,461,3,3,zi,0,0,0,0,1.730000E+01,4.300000E-02,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
89,4.344529,20.797353,Gaia DR3 3125506151511957120,3125506151511957120,1.0119525090E+02,2.2175161988E-01,410114100040673,101.1956794,0.2228798,410,14,1,zg,0,0,1,1,1.760500E+01,2.170000E-01,0.000000E+00,0.0,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.01898481,0.000000E+00
90,4.358416,-97.992212,Gaia DR3 3125514943307424128,3125514943307424128,1.0137744104E+02,3.6981933000E-01,410314100064897,101.3762421,0.3696510,410,14,1,zi,0,0,0,0,1.609800E+01,1.710000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
