cntr_01,dist_x,pang_x,designation_01,source_id_01,ra_01,dec_01,oid,ra,dec,field,ccdid,qid,filtercode,ngoodobs,ngoodobsrel,nobs,nobsrel,refmag,refmagerr,astrometricrms,chisq,magrms,maxmag,medianabsdev,medianmag,medmagerr,minmag
735,7.689038,45.226175,Gaia DR3 4286262672915634688,4286262672915634688,2.8218410141E+02,7.9364883066E+00,1533205200142563,282.1856323,7.9379926,1533,5,2,zr,0,0,0,0,1.677600E+01,1.540000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
736,null,null,Gaia DR3 476270508303159296,476270508303159296,6.1964129261E+01,6.2330103374E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
737,4.835390,19.770966,Gaia DR3 4507752246591023488,4507752246591023488,2.8444362285E+02,1.5483753713E+01,539115100105548,284.4440943,15.4850177,539,15,1,zg,0,0,0,0,1.749200E+01,1.720000E-01,6.941499E-310,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
738,5.967448,-103.558467,Gaia DR3 4244996661482306560,4244996661482306560,3.0549940351E+02,3.4249531107E+00,491108300038409,305.4977892,3.4245645,491,8,3,zg,0,0,0,0,1.484400E+01,9.800000E-02,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
739,null,null,Gaia DR3 4507681190649774080,4507681190649774080,2.8480145268E+02,1.5129828223E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
740,0.180876,15.780059,Gaia DR3 4377022405672156416,4377022405672156416,2.6426178252E+02,3.0604658502E+00,484105400012991,264.2617962,3.0605142,484,5,4,zg,291,289,372,367,1.232600E+01,1.500000E-02,4.865212E-07,1.131717,1.647452E-02,1.235539E+01,1.069260E-02,1.230825E+01,0.01400778,1.221992E+01
741,6.178848,-89.703620,Gaia DR3 4377424934306803328,4377424934306803328,2.6466934665E+02,4.3360977237E+00,1478113200032483,264.6676254,4.3361066,1478,13,2,zg,8,0,8,0,1.498300E+01,1.120000E-01,1.777938E-06,14.13295,2.328962E-01,1.576505E+01,9.596491E-02,1.562221E+01,0.01006708,1.502377E+01
742,9.975697,-5.896791,Gaia DR3 4533020123297629056,4533020123297629056,2.8466586327E+02,2.2866198336E+01,638103300073807,284.6655543,22.8689547,638,3,3,zg,294,280,372,355,1.258200E+01,2.500000E-02,4.859484E-07,1.415561,3.123965E-02,1.266856E+01,1.761866E-02,1.260583E+01,0.01845305,1.234704E+01
743,5.101867,81.739418,Gaia DR3 429462614688651264,429462614688651264,8.8418028193E-01,6.0982961316E+01,1809116300064094,0.8870716,60.9831649,1809,16,3,zg,0,0,0,0,1.720000E+01,1.800000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
744,7.717070,90.717134,Gaia DR3 3100935811848497024,3100935811848497024,1.0508781621E+02,-5.8266521744E+00,1404211400056277,105.0899708,-5.8266790,1404,11,4,zr,0,0,0,0,1.472100E+01,9.800000E-02,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
745,7.336744,81.425486,Gaia DR3 429470895385555456,429470895385555456,9.8958635131E-01,6.1103628810E+01,806208100080018,0.9937567,61.1039326,806,8,1,zr,530,530,680,680,1.528400E+01,1.220000E-01,1.586323E-06,20.00856,2.914450E-01,1.685960E+01,1.830158E-01,1.580995E+01,0.01356116,1.489627E+01
746,null,null,Gaia DR3 429481924861315584,429481924861315584,4.0421719296E-01,6.1222799977E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
747,4.842899,-88.144356,Gaia DR3 3100398940935523840,3100398940935523840,1.0135211524E+02,-5.9972118628E+00,410202400058860,101.3507633,-5.9971683,410,2,4,zr,0,0,0,0,1.612400E+01,8.400000E-02,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
748,0.072122,-16.259012,Gaia DR3 3100685123196031616,3100685123196031616,1.0095983033E+02,-5.3022075326E+00,410202200023503,100.9598247,-5.3021883,410,2,2,zr,262,260,419,416,1.237000E+01,1.200000E-02,3.057137E-07,1.464483,1.324608E-02,1.241946E+01,7.543087E-03,1.233156E+01,0.007636399,1.230075E+01
749,4.214598,78.354608,Gaia DR3 429496184154019328,429496184154019328,1.1281858416E+00,6.1246740306E+01,1809116300064049,1.1305695,61.2469766,1809,16,3,zg,0,0,0,0,1.609900E+01,2.720000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
750,0.008764,113.548033,Gaia DR3 3100422271197119488,3100422271197119488,1.0215431806E+02,-5.7232033274E+00,410301300009860,102.1543203,-5.7232043,410,1,3,zi,28,28,39,39,1.272500E+01,1.100000E-02,2.504561E-07,1.102211,1.467800E-02,1.274530E+01,7.628441E-03,1.270752E+01,0.01026112,1.267839E+01
751,7.114742,66.609522,Gaia DR3 430241756112156800,430241756112156800,8.9618424385E+00,6.1459809364E+01,1809114200056522,8.9656391,61.4605939,1809,14,2,zg,6,5,6,5,1.667800E+01,1.640000E-01,2.776226E-06,22.15059,5.738889E-01,1.824296E+01,3.128738E-01,1.733844E+01,0.02094151,1.659290E+01
752,8.111236,131.858113,Gaia DR3 429709420686842624,429709420686842624,4.5738774796E+00,6.1727050427E+01,806207200075983,4.5774201,61.7255469,806,7,2,zr,14,14,14,14,1.628800E+01,1.260000E-01,3.571530E-06,12.80113,2.081472E+00,1.758199E+01,1.012259E-01,1.288088E+01,0.01172377,1.270918E+01
753,6.979265,138.707876,Gaia DR3 3101003363094076544,3101003363094076544,1.0487327647E+02,-5.5806868612E+00,411104400042714,104.8745619,-5.5821435,411,4,4,zg,0,0,0,0,1.685900E+01,1.530000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
754,4.855050,96.321110,Gaia DR3 429913654973050880,429913654973050880,2.4597027884E-01,6.2081424914E+01,1862101400060438,0.2488331,62.0812764,1862,1,4,zg,0,0,0,0,1.557900E+01,5.900000E-02,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
755,4.159306,-94.570276,Gaia DR3 429914857563831040,429914857563831040,4.9609025986E-02,6.2135577983E+01,806112300068115,0.0471449,62.1354859,806,12,3,zg,0,0,0,0,1.642700E+01,7.500000E-02,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
756,7.840113,-152.808169,Gaia DR3 430076176533095936,430076176533095936,5.9458634854E-01,6.2900878538E+01,806112400068532,0.5924018,62.8989414,806,12,4,zg,0,0,0,0,1.758100E+01,2.870000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
757,6.706422,95.846261,Gaia DR3 429927879906030336,429927879906030336,1.0157958977E+00,6.2221939011E+01,832109400067048,1.0197723,62.2217492,832,9,4,zg,2,2,2,2,1.503400E+01,9.000000E-02,8.692267E-07,0.0,2.008806E-01,1.572707E+01,0.000000E+00,1.558503E+01,0.01492694,1.544299E+01
758,null,null,Gaia DR3 429929219935781248,429929219935781248,1.0569179459E+00,6.2287663064E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
759,5.461253,-19.763775,Gaia DR3 429536041446341376,429536041446341376,4.1442805391E+00,6.0610712649E+01,806107300052014,4.1432352,60.6121403,806,7,3,zg,0,0,0,0,1.755400E+01,3.350000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
760,7.128384,-87.100304,Gaia DR3 430286492495218304,430286492495218304,8.9741443911E+00,6.2036418995E+01,806306100078637,8.9699270,62.0365191,806,6,1,zi,26,26,27,27,1.660900E+01,1.040000E-01,1.737106E-06,32.54013,4.654384E-01,1.808241E+01,3.924923E-01,1.733163E+01,0.01788281,1.646061E+01
761,4.095318,81.987765,Gaia DR3 429772986203296128,429772986203296128,2.5771305634E+00,6.2072841059E+01,1809216100084057,2.5795358,62.0729996,1809,16,1,zr,0,0,0,0,1.608000E+01,1.340000E-01,6.922542E-310,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
762,6.504038,87.582758,Gaia DR3 3099949790433997184,3099949790433997184,9.9584992266E+01,-6.9765555025E+00,1403106100041905,99.5868108,-6.9764793,1403,6,1,zg,2,0,2,0,1.613300E+01,8.200000E-02,2.847066E-06,0.0,2.111935E-01,1.588930E+01,0.000000E+00,1.573996E+01,0.01879539,1.559063E+01
763,5.636370,-136.469462,Gaia DR3 430134794248167808,430134794248167808,8.6055726304E+00,6.0999562632E+01,1809114300058532,8.6033485,60.9984275,1809,14,3,zg,0,0,0,0,1.542800E+01,2.490000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
764,5.931730,-42.844422,Gaia DR3 429982924206091392,429982924206091392,1.6111871994E+00,6.2509276121E+01,1862201400094996,1.6087598,62.5104842,1862,1,4,zr,0,0,0,0,1.725300E+01,1.090000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
765,5.861784,-118.859634,Gaia DR3 429411727913975552,429411727913975552,1.5057419513E+00,6.0867207843E+01,806108400059064,1.5028128,60.8664219,806,8,4,zg,0,0,0,0,1.488800E+01,2.070000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
766,4.562415,-77.794669,Gaia DR3 3100332313100229760,3100332313100229760,1.0174672020E+02,-6.1670484365E+00,359216100057271,101.7454743,-6.1667805,359,16,1,zr,0,0,0,0,1.632300E+01,1.000000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
767,4.210570,-94.116253,Gaia DR3 429856033691178112,429856033691178112,1.8293662448E+00,6.1897360277E+01,1839104300063179,1.8268897,61.8972763,1839,4,3,zg,0,0,0,0,1.630000E+01,9.100000E-02,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
768,5.581434,79.911661,Gaia DR3 4104775153391651456,4104775153391651456,2.7749880910E+02,-1.3484275582E+01,333214200179983,277.5003788,-13.4840040,333,14,2,zr,2,2,5,5,1.632100E+01,1.250000E-01,3.414843E-07,0.0,2.785657E-01,1.661687E+01,0.000000E+00,1.641990E+01,0.01897532,1.622292E+01
769,6.880437,-44.999301,Gaia DR3 4104733440686554496,4104733440686554496,2.7889404187E+02,-1.3018517266E+01,384103300172986,278.8926548,-13.0171658,384,3,3,zg,0,0,0,0,1.741000E+01,1.780000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
770,null,null,Gaia DR3 4104757492483282176,4104757492483282176,2.7770352989E+02,-1.3635005425E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
771,6.373388,57.909355,Gaia DR3 4153036566972168576,4153036566972168576,2.7784605286E+02,-1.2337976740E+01,384304100192875,277.8475882,-12.3370362,384,4,1,zi,0,0,2,2,1.708400E+01,2.970000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.0,0.000000E+00
772,4.291280,89.839973,Gaia DR3 4253987436875300352,4253987436875300352,2.8359015491E+02,-6.0046552306E+00,1430112400195948,283.5913535,-6.0046519,1430,12,4,zg,0,0,0,0,1.666900E+01,8.100000E-02,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
773,4.715961,89.675990,Gaia DR3 4254112987333178880,4254112987333178880,2.8430428372E+02,-5.5250274095E+00,1430211300197454,284.3055998,-5.5250200,1430,11,3,zr,0,0,0,0,1.642500E+01,1.100000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
774,9.695255,-126.940745,Gaia DR3 1828469321408594816,1828469321408594816,3.0374215544E+02,1.9702843353E+01,1637202100097300,303.7398691,19.7012248,1637,2,1,zr,3,3,3,3,1.849300E+01,2.630000E-01,4.814639E-06,0.0,2.834094E-01,1.913896E+01,0.000000E+00,1.875843E+01,0.03865699,1.858488E+01
775,0.105946,-16.699909,Gaia DR3 1807075608271552384,1807075608271552384,2.9946259349E+02,1.3439835112E+01,541210200008945,299.4625848,13.4398633,541,10,2,zr,826,779,905,856,1.341300E+01,1.700000E-02,3.854982E-07,1.16249,1.495329E-02,1.347816E+01,8.690357E-03,1.339953E+01,0.01108339,1.334014E+01
776,5.161511,91.058621,Gaia DR3 2166442565677666688,2166442565677666688,3.1231573575E+02,4.6201004008E+01,1768215400120544,312.3178069,46.2009775,1768,15,4,zr,3,3,3,3,1.664000E+01,1.310000E-01,1.742151E-06,0.0,1.526826E-01,1.777742E+01,0.000000E+00,1.770288E+01,0.02581889,1.748369E+01
777,6.829157,162.382257,Gaia DR3 2166684148991110912,2166684148991110912,3.1192550424E+02,4.7203210917E+01,768307100150171,311.9263493,47.2014029,768,7,1,zi,0,0,0,0,1.855700E+01,1.360000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
778,5.903627,90.174406,Gaia DR3 2166689509110784768,2166689509110784768,3.1231848965E+02,4.7051379517E+01,1768115100060150,312.3208965,47.0513745,1768,15,1,zg,0,0,0,0,1.626800E+01,2.290000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
779,null,null,Gaia DR3 2166348110749083520,2166348110749083520,3.1223453398E+02,4.6114123162E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
780,7.214853,-24.874166,Gaia DR3 2166695487705253632,2166695487705253632,3.1223140785E+02,4.7182610296E+01,1768215100109477,312.2301675,47.1844285,1768,15,1,zr,6,6,6,6,1.867400E+01,1.240000E-01,6.032403E-06,4.908356,2.082927E-01,1.897862E+01,1.548977E-01,1.872680E+01,0.04678783,1.842694E+01
781,8.400903,-87.501322,Gaia DR3 2166458435560706816,2166458435560706816,3.1247770847E+02,4.6661331915E+01,768306300085056,312.4743115,46.6614336,768,6,3,zi,0,0,88,88,1.447600E+01,9.500000E-02,0.000000E+00,0.0,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.01465771,0.000000E+00
782,5.059125,-19.051202,Gaia DR3 1817140812578311680,1817140812578311680,3.0619493396E+02,2.1362434761E+01,592113300067855,306.1944414,21.3637631,592,13,3,zg,0,0,1,1,1.770300E+01,2.900000E-01,0.000000E+00,0.0,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.0179118,0.000000E+00
783,0.112996,-9.266239,Gaia DR3 4575529957234615040,4575529957234615040,2.5882044147E+02,2.8913629522E+01,634313300001062,258.8204357,28.9136605,634,13,3,zi,112,84,228,180,1.195900E+01,1.700000E-02,4.024985E-07,0.9340056,3.110336E-02,1.201730E+01,1.564169E-02,1.192599E+01,0.02482894,1.181184E+01
784,null,null,Gaia DR3 1817160775586294784,1817160775586294784,3.0629501286E+02,2.1488560205E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
785,0.024695,93.412995,Gaia DR3 4576121253979570944,4576121253979570944,2.7036445145E+02,2.1247036108E+01,1633208400007338,270.3644588,21.2470357,1633,8,4,zr,29,29,55,55,1.245400E+01,2.100000E-02,3.095900E-07,1.267234,1.404457E-02,1.249522E+01,9.976387E-03,1.246994E+01,0.01167187,1.244544E+01
786,6.516510,15.706732,Gaia DR3 2166381130468439424,2166381130468439424,3.1293362317E+02,4.6030029451E+01,768106300071397,312.9343290,46.0317720,768,6,3,zg,17,17,20,20,1.846100E+01,2.780000E-01,6.219042E-06,6.056028,4.790552E-01,1.941473E+01,2.564240E-01,1.870176E+01,0.06277616,1.766396E+01
787,null,null,Gaia DR3 2166846047768767488,2166846047768767488,3.1395750211E+02,4.7417638493E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
788,7.053814,-91.544631,Gaia DR3 2166647933827217280,2166647933827217280,3.1117946982E+02,4.7160200853E+01,768107100061129,311.1765892,47.1601480,768,7,1,zg,1,1,1,1,1.551200E+01,9.100000E-02,0.000000E+00,0.0,null,1.613721E+01,0.000000E+00,1.613721E+01,0.01399504,1.613721E+01
789,7.493971,34.222454,Gaia DR3 2166296983459371392,2166296983459371392,3.1243416082E+02,4.6009361472E+01,768306300147703,312.4358465,46.0110827,768,6,3,zi,0,0,0,0,1.848600E+01,3.570000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
790,null,null,Gaia DR3 4145482200567748096,4145482200567748096,2.7017144160E+02,-1.5063981146E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
791,7.107003,44.089686,Gaia DR3 2166788465159942912,2166788465159942912,3.1197379785E+02,4.7939429569E+01,768311400128243,311.9758483,47.9408475,768,11,4,zi,0,0,0,0,1.747800E+01,1.820000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
792,null,null,Gaia DR3 4575884515378518784,4575884515378518784,2.7059603054E+02,2.0833593576E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
793,5.284732,-88.623198,Gaia DR3 2166432974991376768,2166432974991376768,3.1277346360E+02,4.6678174548E+01,1768214300118967,312.7713246,46.6782098,1768,14,3,zr,0,0,0,0,1.568600E+01,1.320000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
794,7.450560,102.757683,Gaia DR3 4576972104183340928,4576972104183340928,2.6991717619E+02,2.2070708940E+01,1633208100045861,269.9193543,22.0702519,1633,8,1,zr,0,0,0,0,1.555300E+01,1.430000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
795,null,null,Gaia DR3 6825369444765270272,6825369444765270272,3.3224579261E+02,-1.8519629770E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
796,7.201065,88.900054,Gaia DR3 4145581465816350464,4145581465816350464,2.7263986147E+02,-1.6749294109E+01,332209400096162,272.6419500,-16.7492557,332,9,4,zr,208,201,249,239,1.498600E+01,8.100000E-02,2.078136E-06,22.39107,3.281632E-01,1.724386E+01,2.052526E-01,1.608792E+01,0.01359058,1.524474E+01
797,7.867733,64.260797,Gaia DR3 4145581568895579008,4145581568895579008,2.7263884284E+02,-1.6741435511E+01,332209400091025,272.6408986,-16.7404864,332,9,4,zr,29,28,40,39,1.690000E+01,2.170000E-01,2.799318E-06,10.21875,3.611293E-01,1.839615E+01,1.486015E-01,1.758387E+01,0.02156003,1.660687E+01
798,6.043155,94.364441,Gaia DR3 4145582015572164864,4145582015572164864,2.7267874468E+02,-1.6713519361E+01,332209400096161,272.6804923,-16.7136471,332,9,4,zr,0,0,0,0,1.556300E+01,1.110000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
799,5.041123,85.386621,Gaia DR3 3112176291016491008,3112176291016491008,1.0536110565E+02,-1.1446978298E+00,1456204200056921,105.3625017,-1.1445852,1456,4,2,zr,0,0,0,0,1.567400E+01,1.680000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
800,5.110533,-30.016585,Gaia DR3 3112451031483475328,3112451031483475328,1.0434488401E+02,-7.0223989776E-01,1455205300052151,104.3441738,-0.7010107,1455,5,3,zr,0,0,0,0,1.759700E+01,2.560000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
801,6.963546,87.276966,Gaia DR3 4145606857669163264,4145606857669163264,2.7311494592E+02,-1.6380685605E+01,332109400052591,273.1169598,-16.3805937,332,9,4,zg,7,7,7,7,1.430600E+01,6.900000E-02,3.207123E-06,10.15786,2.042627E-01,1.514892E+01,1.201544E-01,1.469186E+01,0.01753725,1.457171E+01
802,7.768338,133.686625,Gaia DR3 3112550812164329856,3112550812164329856,1.0547339548E+02,-1.1309513290E+00,411311200076760,105.4749562,-1.1324418,411,11,2,zi,0,0,0,0,1.653600E+01,1.290000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
803,4.549849,111.686679,Gaia DR3 3112293522142593920,3112293522142593920,1.0318181364E+02,-1.4322315700E+00,410109100045873,103.1829884,-1.4326986,410,9,1,zg,182,180,216,214,1.462500E+01,4.500000E-02,3.942041E-07,1.689408,2.273833E-02,1.499580E+01,1.398182E-02,1.494916E+01,0.01227024,1.487971E+01
804,4.952826,-132.687811,Gaia DR3 3112294591595682048,3112294591595682048,1.0312978599E+02,-1.4071415134E+00,410209100059108,103.1287744,-1.4080743,410,9,1,zr,0,0,0,0,1.565100E+01,2.010000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
805,5.255676,-89.549630,Gaia DR3 3112345066051575168,3112345066051575168,1.0285894456E+02,-1.3290783758E+00,410209200057666,102.8574843,-1.3290669,410,9,2,zr,0,0,1,1,1.535700E+01,6.900000E-02,0.000000E+00,0.0,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.01012758,0.000000E+00
806,4.280561,-57.872912,Gaia DR3 3112138117346973440,3112138117346973440,1.0491764175E+02,-1.5750519331E+00,1455201100054589,104.9166344,-1.5744196,1455,1,1,zr,0,0,0,0,1.669300E+01,3.590000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
807,6.906551,90.806362,Gaia DR3 3317290082094723328,3317290082094723328,9.2088950337E+01,3.6815622013E+00,459105200033438,92.0908726,3.6815352,459,5,2,zg,0,0,1,1,1.519700E+01,8.300000E-02,0.000000E+00,0.0,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.01316542,0.000000E+00
808,null,null,Gaia DR3 313200426953284096,313200426953284096,1.7778129067E+01,3.1424688760E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
809,null,null,Gaia DR3 1821354759638550784,1821354759638550784,2.9851668708E+02,1.7951106139E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
810,6.985135,152.625342,Gaia DR3 1821367129145103360,1821367129145103360,2.9872277617E+02,1.8233904639E+01,591305200191945,298.7237155,18.2321816,591,5,2,zi,0,0,0,0,1.884800E+01,2.220000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
811,null,null,Gaia DR3 482818271843093376,482818271843093376,7.3512549908E+01,6.6342707997E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
812,null,null,Gaia DR3 4310928807554243712,4310928807554243712,2.8482226281E+02,1.0140982973E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
813,6.832551,-116.737113,Gaia DR3 3034153021768177536,3034153021768177536,1.1329683432E+02,-1.1611723831E+01,1353212200056687,113.2951039,-11.6125777,1353,12,2,zr,0,0,0,0,1.617700E+01,2.430000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
814,6.675018,137.134140,Gaia DR3 3033914530822194688,3033914530822194688,1.1492600130E+02,-1.2259251491E+01,1353211200050126,114.9272921,-12.2606105,1353,11,2,zr,0,0,0,0,1.682000E+01,1.250000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
815,null,null,Gaia DR3 3034951164130366336,3034951164130366336,1.1196521988E+02,-1.1556868533E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
816,8.330357,138.749079,Gaia DR3 3033942564066904704,3033942564066904704,1.1510898589E+02,-1.1872628980E+01,1353211200050139,115.1105450,-11.8743687,1353,11,2,zr,0,0,0,0,1.679700E+01,1.200000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
817,5.720399,132.601408,Gaia DR3 3034973875918319360,3034973875918319360,1.1249545799E+02,-1.1263499818E+01,360306400074603,112.4966506,-11.2645754,360,6,4,zi,0,0,0,0,1.695900E+01,2.560000E-01,1.400000E-322,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
818,null,null,Gaia DR3 3389688730894987648,3389688730894987648,8.3476175617E+01,1.4305547395E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
819,7.143834,-62.303136,Gaia DR3 3034524587977509888,3034524587977509888,1.1154395576E+02,-1.2073172441E+01,1352109200046417,111.5421590,-12.0722501,1352,9,2,zg,0,0,0,0,1.629100E+01,1.860000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
820,7.543439,-35.499919,Gaia DR3 3034059494558940672,3034059494558940672,1.1342890079E+02,-1.2195426302E+01,360201200055852,113.4276559,-12.1937204,360,1,2,zr,2,2,2,2,1.723800E+01,1.450000E-01,1.067291E-05,0.0,3.383789E+00,1.794105E+01,0.000000E+00,1.554835E+01,0.02349966,1.315565E+01
821,6.463313,143.632663,Gaia DR3 3035120110963159552,3035120110963159552,1.1341138865E+02,-1.0539107017E+01,360305200068271,113.4124715,-10.5405527,360,5,2,zi,0,0,0,0,1.725500E+01,1.600000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
822,6.844287,119.887867,Gaia DR3 3034603477930791168,3034603477930791168,1.1028702662E+02,-1.2286694534E+01,360303100080526,110.2887136,-12.2876419,360,3,1,zi,0,0,0,0,1.667800E+01,2.810000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
823,4.983853,105.039619,Gaia DR3 3034397560024916864,3034397560024916864,1.1077866900E+02,-1.2585270569E+01,360303100080546,110.7800389,-12.5856298,360,3,1,zi,0,0,0,0,1.578600E+01,3.380000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
824,5.408414,-81.164444,Gaia DR3 459245051787129600,459245051787129600,3.6119902064E+01,5.9228892675E+01,808102400050415,36.1170004,59.2291234,808,2,4,zg,0,0,0,0,1.581700E+01,9.500000E-02,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
825,5.291679,103.107687,Gaia DR3 460877723471136640,460877723471136640,4.1236123402E+01,5.7652161477E+01,776214400055174,41.2387990,57.6518281,776,14,4,zr,0,0,0,0,1.585800E+01,1.650000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
826,5.412301,87.575258,Gaia DR3 459303222822598272,459303222822598272,3.5544576608E+01,5.9549688228E+01,808102100044311,35.5475405,59.5497518,808,2,1,zg,0,0,0,0,1.551900E+01,8.300000E-02,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
