index,oid,ra,dec
15107,330111400005097,255.2836311,-16.2343605
15259,330206200019978,256.2590185,-17.4894385
15900,330214400013475,257.04782,-14.4442018
16543,331106200192767,262.8015791,-17.1407267
16598,331108100022726,260.1661609,-17.4474621
16874,331108400169260,260.0670331,-18.8223662
16989,331112400075164,260.2827373,-16.6410465
17265,331205300194979,264.8223048,-18.4121583
17764,331206100193737,264.4151068,-17.8270334
17775,331207300020741,260.9833044,-18.3250174
18498,331208400026722,259.8143943,-18.519623
19218,331209300015095,265.2501705,-16.3034737
19935,331212100010159,260.2452827,-15.3670042
20664,331214400196730,263.973277,-14.2078182
20666,332101100071873,273.3084807,-19.0347502
20682,332109400052591,273.116871,-16.3804348
20689,332205400063946,273.39554,-18.4335948
21047,332209400091025,272.6412082,-16.7404059
21086,332209400096162,272.6420776,-16.7492188
21325,332301200122442,272.110168,-19.8681418
21362,332304200086705,266.1062459,-19.6315855
21531,332309100101666,273.1206107,-15.371853
21536,332310200120203,270.1628958,-15.8025523
21680,333101100111434,279.8515214,-19.6187386
21723,333106300179357,277.1428192,-18.3698317
21724,333107100146792,276.313546,-17.5168999
21725,333107200113054,275.290053,-17.3817322
21727,333107300047952,274.8651306,-18.2176916
21762,333108100055328,274.4278586,-17.8075282
21801,333108400076012,274.3923815,-18.0097857
21859,333108400086938,274.207451,-18.551448
22057,333108400090593,274.0520126,-18.798856
22179,333110400180178,277.7468729,-16.5717599
22181,333114100166209,277.9163327,-13.7998123
22182,333116400037248,274.0113864,-14.3058268
22183,333201200006750,278.6702526,-19.1254835
22597,333204200121632,273.6801679,-19.0181827
22598,333205200033716,279.1963027,-17.6305421
23330,333206400198619,277.8443825,-18.2635663
23339,333207100098361,275.7118488,-17.4466791
23374,333207100171372,275.8558182,-17.1219607
23379,333207100193489,276.5289625,-17.7913294
23398,333207200144212,275.1115339,-17.1140463
23572,333207200147690,275.5399222,-17.4288945
23678,333207200185851,275.4306958,-17.8957009
23680,333207300190178,275.2731169,-18.0807793
23685,333208400079554,273.9851431,-18.2413032
23993,333208400094573,274.0698021,-18.7377047
24018,333210300184180,277.1006615,-16.7028972
24039,333214100125189,278.2833575,-13.9129134
24197,333214200069943,276.8672649,-13.9943189
24571,333214200179983,277.500625,-13.4840047
24576,333214300143941,277.0055752,-14.7053266
24727,333303300175750,275.5846676,-20.0669643
24728,333304200149511,273.5176559,-19.1691904
24729,333304200149828,272.9283271,-19.2071862
24730,333304400186070,273.9044283,-20.3677037
24733,333308300152810,273.3073877,-18.4583784
24736,333309200066004,279.4338906,-15.4287104
24741,333309200154037,278.9267921,-15.7243216
24785,333311100121556,276.5833875,-15.2855541
24816,333311200155637,274.9163659,-16.0223221
24825,333312100182730,274.2038902,-15.6553012
24826,333315300133265,275.6845616,-14.3622863
24830,334116200006632,280.5491408,-13.4532488
25014,334207400034609,283.3948576,-18.562177
25658,334211200155975,282.4854826,-15.6309536
25659,336206100046531,299.1698651,-17.9235498
25666,336212300049582,294.8437137,-16.6786359
26018,354303300018480,67.2761957,-13.0483769
26021,358101100037160,100.2403767,-12.1834658
26024,358102100023347,97.8480382,-12.5594737
26027,358102300024744,97.6427328,-13.1480361
26041,358216200038556,93.4824585,-6.8232296
26050,359105300038586,106.157693,-11.5220003
26057,359106400042567,105.309491,-10.9334134
26059,359109200039695,106.2437647,-8.449584
26060,359109200039902,106.46283,-8.8069306
26062,359109300040573,106.2624445,-9.5925906
26063,359115300034616,102.8142888,-7.684757
26165,359201300011640,106.2651901,-13.0333992
26518,359201300012813,106.568711,-13.0607473
26872,359201300014662,106.0463892,-13.1116733
27226,359202400058395,104.9027208,-13.0023167
27230,359204300049140,100.9766032,-12.9280869
27232,359208200051447,100.5552011,-10.4981759
27234,359210100056635,105.3246457,-8.2044601
27235,359210400055530,105.5538396,-9.2103754
27237,359211200057338,102.106739,-8.1103598
27240,359303200066941,102.5319751,-12.5830221
27241,360101300042678,113.3297,-13.1183102
27244,360102400003062,112.5031458,-12.8621674
27479,360106200043559,111.5376867,-10.547645
27480,360107100042769,110.1581505,-10.5644
27481,360110300041125,111.5290321,-9.0965311
27484,360111100042488,110.0804753,-8.5494789
27492,360112200041422,107.9982057,-8.6189976
27493,360114200031652,111.0712888,-6.6192925
27730,360115200041973,109.2571485,-6.2383296
27731,360116400043211,108.5760067,-7.5191496
27736,360201200055852,113.4279092,-12.194052
27738,360203300031498,109.6170595,-13.5329265
28442,360204300059880,107.8687495,-13.0706874
28445,360212400059643,108.9332244,-9.3228614
28496,360216200055983,107.7598876,-6.94842
28497,361101400031238,121.1198944,-13.135918
28502,361203400045504,117.3672392,-13.3530052
28505,362202400038862,126.2539084,-12.7644234
28509,375111200030748,215.6802377,-8.2467744
28511,381105300074204,261.5743321,-10.9947462
28512,381105400043050,262.745342,-11.1848819
28687,383102100113902,274.5424691,-12.1815428
28688,383102200042816,273.8071377,-12.5374429
28689,383205300155333,276.0837306,-10.8095999
28696,383302100143284,275.0734364,-12.1706485
28718,384102100168013,281.7744975,-12.1391823
28720,384107100158747,280.1323027,-10.7167724
28722,384110400183486,281.8521888,-9.3094618
28723,384114200170132,280.7949615,-6.5173582
28724,384205300132565,283.0710067,-11.631353
28847,384214200176823,280.7203106,-6.4795195
28851,384214200186986,281.0870867,-6.8641068
28871,384214200190899,280.7613954,-6.3469026
28884,384214200191133,280.8661861,-6.4879434
28945,384304100192875,277.8479886,-12.3370114
28947,384309400151865,283.4855674,-9.3698263
28949,385109300074358,289.9362683,-9.007245
29172,385202200147101,288.2220226,-12.580166
29173,385204300188402,284.641453,-13.3658531
29218,387107400041282,301.2746231,-11.5976018
29228,405316300005387,61.7229614,-0.435913
29246,408103200013322,84.4751545,-4.8137564
29257,409103200027696,92.1114577,-5.3394634
29260,409105100034400,96.7071888,-3.3259084
29462,410101200016218,102.1024716,-5.4585661
29730,410103100045318,100.0083996,-4.6986335
29731,410107400030535,99.7542361,-4.383942
29917,410109100045873,103.1830562,-1.4326487
30131,410114100040673,101.1952683,0.222897
30132,410114100040693,101.0519106,0.7254873
30133,410115100006758,99.5571696,0.7366976
30401,410202200023503,100.9598132,-5.3021949
30817,410209200057666,102.8576502,-1.3293819
30818,410213200055855,102.3520859,0.7340077
30819,410213400055146,103.0446731,-0.2953708
30821,410214100052887,101.1678531,0.2575486
30822,410301300009860,102.1543109,-5.7231972
30861,410313200020583,102.3726834,0.5971454
30900,411101400039640,110.3962118,-5.8981764
30905,411102300047091,107.4694594,-5.7355615
30909,411106200044777,107.6614347,-2.8323215
30910,411107200045034,105.6519319,-3.5360242
31017,411107200045398,105.5507056,-3.2731274
31019,411108200043832,104.0035857,-3.1746921
31027,411108400038397,104.465818,-3.762987
31028,411111100045616,107.01446,-0.9398131
31063,411112400044633,105.1195315,-2.3396306
31064,411115100044363,106.4901205,0.4341963
31066,411209200052488,109.2587882,-1.5186486
31067,411209300051794,109.5465199,-1.7195897
31071,411209300051865,109.4619658,-1.9794628
31096,411303200024317,105.7944217,-5.1490056
31128,411307100062319,106.9552705,-3.3710144
31136,411312300019653,103.7336058,-2.1433456
31139,412103300042545,112.9505681,-5.583053
31142,412106400027488,115.6760623,-4.138476
31280,413103100033269,121.0401345,-4.8249871
31290,414314400004887,130.1261635,-0.2125978
31319,425110300030567,206.8317497,-2.4454846
31320,430110400033076,243.1923142,-1.7220362
31321,434112300066153,267.1555705,-2.1946487
31323,435101100074519,280.8776621,-5.4660584
31601,436102200170660,285.1898335,-5.0704429
31602,436104300156881,281.3879104,-5.8448272
31605,436104400176884,281.6403065,-6.0537998
31606,436104400179784,281.896325,-6.307578
31607,436115300089782,283.3940724,-0.5600812
31633,436202400195192,285.7987776,-6.1611893
31635,436204300029889,281.2926255,-5.9970532
32478,436207400180540,283.4899734,-3.8124536
32481,436303100017577,284.1410422,-4.9664084
32606,437112200033461,287.9057249,-1.3661422
32871,437113300016212,293.7218025,-0.0911475
33138,438208400077317,296.2450339,-3.9806577
33139,459105200033438,92.0905244,3.6816806
33140,460106100032095,97.6238625,4.3308341
33141,460109300040693,98.4787618,4.6636978
33142,460109400043239,99.6996093,5.0730555
33143,460109400043247,99.1959559,4.6944113
33145,460109400043251,99.6051713,4.881032
33148,460201100053504,99.779932,2.0868696
33153,460201200049777,98.565121,2.3892264
33162,460205100047984,99.4619948,3.620092
33166,460209200052684,98.9736422,5.8423755
33168,460209200052719,99.109796,6.0822606
33170,460210400033546,97.9704974,5.0353537
33178,460214100052113,98.0737733,8.1497337
33179,460304400046997,94.0903636,1.0803964
33189,460306400062107,97.5749788,2.8500432
33192,460315300020491,94.8177711,6.9055077
33235,460316300060280,92.9931006,7.3928533
33236,461106400036314,104.3203538,3.4312969
33359,461111400043307,103.1217714,5.1493486
33360,461115100044029,102.4357534,7.8451911
33363,461202400058147,104.4191249,1.4913176
33375,461216300050765,99.7022113,6.9019677
33384,461303200048077,102.1628584,2.0911945
33394,461308100074749,101.2084244,3.6780566
33395,462104100041164,107.5841975,2.4481205
33396,462104200043279,106.982136,1.7211863
33397,462108300041119,107.3440623,2.7866787
33398,462208200052125,107.1362439,4.392084
33400,463209200039708,119.6907244,5.6233217
33429,465306300022427,130.8034071,3.3986535
33433,479101100020060,229.6490284,2.0705313
33701,479101100051439,229.6058391,2.0478247
33715,481305100020460,243.2193017,3.7927566
33820,484105400012991,264.2617829,3.0604981
34187,485116400045828,265.4731583,7.2062631
34189,486207300113425,273.170365,2.8137237
34191,486216400085821,272.3990198,7.2753176
34192,488203100196422,287.5425102,2.3574795
34199,488303100197032,287.6499695,1.8978909
34203,488307100185949,287.278725,3.5892329
34220,488307300197592,286.5243264,3.2657848
34222,489111400102557,294.3554778,5.4566984
34231,490107100053971,301.657413,3.863563
34265,490211200079362,300.7628798,5.7362708
34266,491205100047487,312.1046181,3.6474258
34272,509202300032740,72.5177615,8.4078348
34285,511109400034560,88.8101067,12.1334786
34578,511115300030680,84.5256694,14.3922083
34579,511204100036521,82.9227633,9.2256132
34580,511214400043425,87.3778762,14.4222871
34582,512103100043936,91.8492363,9.193466
34594,512103100043950,92.1590992,9.6348101
34605,512103400044156,91.6251372,8.6359741
34606,512106300044911,93.0682905,10.3335968
34609,512201300053363,94.9448759,8.7163212
34613,512210100052949,93.5346869,12.9589854
34628,513110400044259,101.2147995,12.0759502
34629,513207100048604,98.752988,11.1232379
34631,513208100054620,97.1652146,11.2964567
34632,513210100050174,101.4446411,12.7625645
34637,513210400048467,100.7492976,12.5403107
35132,513211200056949,98.5930507,13.4173158
35133,513212100058324,97.3149834,13.289889
35135,513213100050655,102.7701115,15.2002052
35138,513216100057417,96.8178221,14.8885611
35140,513216300056932,96.4279718,14.0927509
35187,513216400057172,97.6159859,13.906256
35188,513310100061777,101.3127749,13.3342316
35189,514103300039191,105.628639,8.6690563
35196,514108100038309,103.9704121,11.1447744
35197,514203200050829,105.7968957,9.5807752
35198,514204200052889,103.6081333,9.4551005
35199,514307400053142,105.9169588,10.7720108
35200,514308300059584,103.2896108,10.6792501
35201,515102300033236,114.7305938,8.4529381
35203,537113400058689,274.5460662,14.3857658
35204,538201300169643,280.0920811,8.8706582
35214,539214100156931,285.905223,14.9424629
35588,539311200045699,283.4124677,12.8515234
35750,539314300179046,285.2032783,14.5455869
35796,540104200047639,288.7053601,9.3189926
35799,540201200155410,293.9018005,9.0252492
35805,540302300056566,292.7832492,8.8182372
35965,540306200195849,292.8395914,11.1727648
35966,540310400034326,293.4110905,12.153567
36049,540313400189475,294.920359,14.0484939
36068,541104200116831,295.6603016,9.2275345
36071,541106400073156,300.5061593,10.1573231
36072,541116100096019,296.1111339,14.8446659
36079,541205400093574,302.1567431,10.725906
36088,541210200008945,299.4625886,13.4398641
36944,541210300102088,299.2704134,12.1360598
37379,541213400087132,301.8833838,14.4028064
37380,542202200059581,306.7607612,9.0920254
37386,543107400037692,312.3476201,10.0569968
37388,543302300006990,313.5202659,8.5515552
37497,544214400039885,320.8996277,14.0520873
37503,544215400044392,319.2297139,13.9555267
37562,560210400011189,75.1122689,19.1849778
37968,561213300045227,83.9209595,21.4030359
37975,562105200033720,90.952993,18.2646389
37978,562111400037304,87.5335312,19.1661069
37981,562202200052193,88.8313189,16.0676567
37984,562202200055669,88.4459697,16.1535158
37991,562214200051914,88.4949485,21.8361853
37992,563102200046648,95.8955497,16.3552271
37993,563110200040552,96.3820569,20.0982695
37996,563116200008897,91.8608715,22.0966447
38333,563203100050902,95.3384675,16.130147
38340,563204100041659,93.4771714,16.518027
38348,563215200067368,93.8628257,22.4518367
38350,563215300048447,93.9719066,21.1019917
38356,563216400041923,92.8232595,21.5640759
38364,563304300060592,92.2301573,15.7048423
38365,564204400052444,99.9565242,15.7925666
38366,564206400048096,104.4305788,17.9003867
38369,564303200026100,101.5484187,16.1339596
38401,564311100050468,102.2402613,20.5621122
38402,565202400024691,111.1128177,15.5172189
38428,565301100011868,113.0178492,16.2591342
38457,571315200022558,150.7011691,21.9491313
38458,585105300004117,255.0685433,17.5610728
38981,587109400039144,270.1183883,19.5058041
39017,587202300054136,267.5333484,15.4941888
39019,587301400046261,270.7508888,15.2350076
39103,589105400066047,285.0705268,17.2439508
39448,589108400065797,279.5173956,17.3616321
39449,590111400091233,288.330699,19.3968185
40002,590115100109956,288.1375065,22.3572053
40003,590116300090514,285.3259009,21.5159073
40030,590308100030363,286.1609896,18.3537342
40189,591101100108507,299.0700218,16.2448082
40190,591103200140114,294.8902584,16.6971661
40473,591106100089483,297.5803471,18.579012
40975,591107200130865,294.8112846,18.6837165
40977,591107400149283,295.6353427,17.9668607
40978,591109300109488,299.0096801,19.1730518
41523,591110400144779,297.1868266,19.6610469
41525,591203200176327,295.0916483,16.3348114
41548,591206100171575,297.1360519,18.2011328
41556,591207200181911,294.7846496,18.8308703
41558,591214400170493,297.4508313,21.1763991
41559,591301300035246,298.4489762,15.510583
41718,591303300015236,294.9834125,15.8096368
41877,591306200055829,297.085346,18.7871564
42000,591307300128861,294.6175389,17.2572508
42022,591307400179572,295.2972729,17.8549537
42033,591307400188312,295.6017456,17.5238323
42054,591309100112325,299.386311,20.2939523
42057,591313100023050,300.0000342,22.2479051
42216,591313300084103,298.3010775,21.1567232
42226,591314100128317,297.1734681,21.9858459
42233,592113300067855,306.1944542,21.3636619
42234,592204100039710,300.8222187,16.3119413
43221,592207200128978,302.0061066,18.835561
43227,592215200119329,302.0533685,22.1067831
43310,592215400131286,302.4180182,21.0786811
43633,593203200062482,309.1623884,16.3368329
43634,593215300071081,309.624333,21.3307423
43656,594313300009299,320.004629,21.4015751
43769,610203100041178,75.5679689,24.0294088
43774,611110200039669,84.4220236,27.2694534
43775,611110200039676,84.1680565,27.9116089
43776,611113200042193,86.1599064,29.0165179
43778,611210100039411,84.9369519,27.7822133
43779,611211400037730,83.1965855,26.7476996
43801,611213200036404,86.3845924,29.2985291
43821,611216100028983,81.325801,29.6147748
43825,612107100043195,91.0015115,25.274389
43826,612108100039322,88.9999432,25.4025576
43827,612110200042274,91.6585427,27.9008223
43829,612111300040989,89.9021183,26.6413452
43831,612115300043214,89.5295358,28.1855424
43832,612201200048665,93.9592729,24.062426
43833,612205100048311,95.153537,25.1875953
44449,612206400051564,93.003851,24.8731899
44451,612208100051123,88.3812403,25.7423169
44455,612210300053307,92.236031,26.2645791
44456,612215400053998,90.7448974,28.6753354
44458,612216200053058,87.2256737,29.1363795
44466,612216300052120,87.8468118,28.9688185
44467,612216300052219,87.1707096,28.3234486
44468,612312200059382,87.202108,27.3651752
44469,613103200017376,97.1435795,23.960968
44718,613112300037983,95.4349405,26.3008064
44719,613201200051229,101.714013,23.6802251
44727,613202100049965,100.0466663,23.8395436
44728,613203300049715,97.4758027,22.7793327
44732,613204200033993,94.8276051,23.4693659
44746,613204200046979,94.925056,23.2890437
44749,613204200046996,94.9755592,23.2649214
44751,613208100036092,96.0139955,25.4162235
44831,613212300049934,95.5287031,26.3243893
44836,613214200043943,99.4269424,29.4653046
44838,617315200005774,127.0926417,29.8587864
44873,628315400001430,209.9995815,28.9062701
44990,633306300000348,248.7681333,25.1633982
45119,634313300001062,258.8204399,28.9136732
45299,637111100002311,277.9357128,27.8653211
45783,637114200042307,278.476608,29.4625936
45784,638103300073807,284.665562,22.8689706
46139,638114100069785,287.3895927,29.357811
46140,638204300110377,281.8925132,22.8448621
46183,638210400053044,287.5708435,26.9733399
47093,639101200052140,295.7088885,23.4630486
47097,639109200114752,296.2649767,27.6435725
47269,639113100130649,297.1766672,29.4006836
47270,639116100092224,290.2048447,29.2873214
47271,639209100130745,297.3442616,27.8641063
47545,639209200163116,296.1807428,27.851222
47614,639213200101999,296.2711444,29.5949114
47820,639311400187640,292.3136955,26.7167271
47835,639312100178267,291.0424551,27.7942874
47838,639313200020731,296.280326,29.456964
48007,640109400015823,304.7627342,26.7282436
48591,640112100094926,298.0512459,27.4428613
48592,640112100094930,297.7715042,27.7188515
48605,640114400038802,302.6345146,28.4353999
48606,640116100115632,297.689494,29.397183
48609,640116100115884,298.5275573,29.726551
48611,640116300133872,297.4191989,28.2223761
48612,640116300133910,297.3558796,28.935943
48613,640210400118150,302.1825147,26.2746236
48614,640215100129619,300.1597767,29.8880802
48620,641104100077715,305.8512986,23.6688334
48621,641105200056885,310.8356056,25.8247298
48626,642215100062846,315.4332028,29.6284089
48627,649103200030159,6.4985146,31.297279
48629,656102100028144,63.9687519,30.8758479
48630,656106300008327,63.5442314,31.6691885
48989,658104200016497,74.6376367,30.6967882
49047,658109100038746,81.8140222,34.4272395
49048,658109100038844,81.932453,34.5336394
49050,658214100051510,79.585077,36.6302021
49051,658214100051565,80.0448347,36.6726503
49054,658314100063971,80.13972,36.6303666
49055,659101200009526,88.6180504,30.8994314
49394,659106200023223,86.395497,32.8208052
49735,659112200042290,82.1788931,35.0148896
49736,659114100036373,88.0450067,36.3027275
49738,659201200056982,88.9044995,30.711248
49742,659201300056222,88.8873756,29.6429909
49744,659203200047503,84.8516307,30.8887998
49746,659206400060953,87.9807673,32.2397207
49764,659206400061055,88.3204477,32.1794912
49765,659210200052439,86.9872484,35.1578356
49770,659210300000494,86.5075753,34.297681
50294,659212100057260,82.9366022,34.8819907
50299,659212300037770,81.9444464,33.9462214
50304,659216300056670,82.4884815,35.9546233
50306,660104300043874,90.683525,30.1265682
50308,660203100043050,93.1308956,30.5260324
50321,660214400040777,96.0870318,35.979618
50322,660216300045208,90.1216943,35.3122064
50331,660216400045217,91.3239156,35.4746615
50334,661104400035503,98.8603558,30.1604752
50335,662112300029936,105.4265323,33.6850515
50341,681205200045190,261.5443939,32.7658889
50345,681307400012489,258.6057048,31.5834933
50540,681314300011045,259.1943631,35.5458745
50742,683105400013059,278.48915,31.6400883
51710,684107100033363,282.4382816,32.8128891
51732,684111100005860,281.9467192,34.8923519
52689,685101300125074,293.3507195,29.9621133
52692,685201400057147,293.980861,30.2784148
53554,685201400165260,294.0412935,29.8196389
53669,685203200089426,288.9928383,31.2409096
53677,685214100079564,292.1610573,36.7773773
53680,686102100118568,299.4380809,31.0227506
53681,686102200115041,298.8381382,31.2848374
53683,686104100145964,295.3116505,30.7225252
53685,686106100107831,300.0271382,32.7916856
53691,686107100134600,297.5190451,32.6401042
53710,686107300142087,296.5695229,32.1160005
53714,686109400055919,302.3013735,33.9198365
53723,686113100081186,302.3549377,36.4961935
53728,686113300094009,300.8623642,36.0350407
53729,686113300094058,301.4981804,35.7620425
53730,686113400083488,302.2203329,35.5811209
53731,686113400083635,302.6585461,35.8741172
53734,686114100149777,300.1156147,36.5339156
53738,686114200133909,298.7043905,36.995612
53748,686115300114154,297.0084742,35.613873
54274,686201200145006,301.2209197,30.9305359
54282,686202200171184,298.8793546,30.5134999
