index,oid,ra,dec
54287,686202300140391,298.3946736,30.287288
54303,686205300150931,301.0936524,32.2024254
54305,686208100177278,295.4150151,33.0828542
54405,686213300130374,300.8754788,36.0243652
54413,686302100066618,299.9267991,30.9130965
54440,686302400130760,299.4222588,30.3552796
54453,686303300105019,296.4680367,30.2646379
54475,686303300134780,296.4974351,29.5948303
54481,686303400117724,297.5705588,30.0192296
54501,686304300012405,294.3884093,30.2038306
54661,686306100193703,300.2239669,32.9912594
54663,686307100193789,297.2754211,32.6218604
54694,686307100195278,297.3890634,32.9568047
54698,686310200119687,298.4502453,34.5844
54741,686310300061574,299.3256769,34.1009393
54901,686311200188435,296.6752654,34.6518957
54902,686311400195730,297.6947843,33.6644108
54903,686312100067646,295.7864354,34.8379944
55065,686312400181580,295.9675886,34.1627435
55075,686313300110687,301.3988336,35.6235148
55123,686313300142371,301.5437203,35.386883
55204,686313300161899,301.5081852,35.7670428
55220,686313400052037,302.1142897,36.0949206
55228,686314100145853,299.6690377,36.670883
55390,686314300008593,298.7499962,36.0442726
55549,686314300051260,298.8984083,36.1746799
55625,686314400031644,299.7621136,35.6026883
55786,686315400184243,297.8694618,35.8266587
55788,687107400077211,305.1250839,32.0231925
55793,687108400043343,302.8153948,31.5303894
55800,687112100059241,303.3259461,35.0252728
55806,687116300084140,302.312593,35.4834834
55807,687116400089260,302.8320836,35.8287344
55808,687203300119627,304.2822301,30.1133669
55810,687204400132186,303.5796097,30.177236
55848,687214100069867,307.4518436,36.9797854
55871,687215200096535,303.9638205,36.3588111
55922,687216300126853,301.6435804,35.739004
55923,687216400128122,302.9756759,36.1968804
55927,687308200147377,301.9894164,32.5844193
55928,687316300175945,302.2968517,36.0487608
55930,687316300176199,302.2250855,35.5116802
55931,687316400093088,302.739936,35.9525754
55932,688108400068281,311.1137757,31.6956247
55938,688111200004791,311.8917413,35.0803841
56425,688111200083750,311.7585107,34.5969092
56429,688206300097175,314.8641336,31.7507553
56433,688206300097180,314.8817309,32.1980599
56585,688207400053611,313.6842523,32.0670822
56874,688211200110295,312.06825,34.4587591
56877,688213400076954,317.4733962,35.4916128
56882,688215200111619,312.1060729,36.8205108
56884,688215300115589,312.1976478,36.0923926
56886,689101300039958,323.933243,29.7476171
56892,689113100041903,325.6049889,36.900793
56893,690204100038204,326.927421,30.8397497
56966,690206400016892,331.2031068,31.5671822
57745,692314100015897,346.3399442,36.9175556
57840,694107300029418,1.211217,38.7862377
57845,695107200040203,10.2980157,39.6055592
57855,696202400039889,22.109379,37.0691168
57859,697315200042366,26.5771302,43.7037262
57862,700110200033485,55.5952216,42.1314178
57863,700210400042276,56.2037549,40.9386764
57867,702105200038599,74.1337691,40.1708948
57869,702109400005210,76.3469309,41.1654407
58277,702114100042341,73.9225581,43.6542082
58278,702310200070833,71.8781932,42.3180796
58279,702311400067738,70.8419418,40.7422981
58280,703106400007193,82.0926477,39.1772765
58672,703108100047653,77.4239014,39.5878917
58673,703114400036773,82.3518396,43.1155742
58674,703202300052842,80.6490445,37.6772646
58678,703204400050996,76.9749457,37.2641778
58679,703204400051113,77.7814721,37.3004875
58681,703206100051184,82.1517,39.7498148
58683,703208200057767,75.8621221,40.0767275
58687,703216300059747,75.7420261,42.5693936
58696,703306300069904,81.0876663,39.329678
58697,703311300070727,78.0631493,41.2133802
58705,704204100055043,85.3769474,38.1869909
58706,704214400045286,90.6660379,42.8819175
58707,705204300046587,93.3800513,37.157379
58711,705215300040133,95.7329167,42.902175
58712,707213100033502,119.6480529,43.5037157
58718,713304200004529,162.3037718,38.0041656
58787,723204200042948,248.9909147,37.9671536
58789,725106100002399,271.4962756,40.2195123
59874,725305100014920,273.8046298,39.709437
59987,726216100017270,275.4197981,43.7024707
61270,727203200067681,285.2394975,37.7310741
61274,728105200096223,298.9395453,40.3931035
61275,728107400069242,295.3327491,38.9466554
61276,728201300029128,298.989502,37.1862518
62153,728209100109579,300.2525388,42.0073619
62154,728209200006628,298.8907403,42.2099219
63042,728213300057578,298.7854967,42.6502456
63924,729102200058149,304.952234,38.3426976
63931,729103100071963,304.1238067,37.8755619
63932,729103100072093,303.0982715,38.0652876
63934,729103400083920,303.731843,36.8555726
63935,729103400083939,303.2776283,37.0183412
63937,729103400084054,304.1367801,37.6468083
63938,729104200131423,300.245601,37.6979573
63939,729106300054237,305.257134,39.0168572
63940,729106300054614,304.8832134,39.0573396
63941,729106300054617,304.6252098,38.8753258
63942,729106400036668,305.7544518,39.3445384
63943,729110300031781,305.3259991,40.8023927
63945,729110400033024,306.4823854,41.3364021
63950,729111200085603,302.822696,41.9575741
63952,729111300109505,302.7398721,41.3514398
63953,729111400070719,303.2565002,41.0303713
63955,729111400070901,304.0604117,40.9634392
63962,729115200053487,301.9512247,43.9314377
63963,729202200093084,305.2286873,37.732272
63968,729203200143589,302.081743,38.1321923
63976,729203200144001,303.0301574,38.3546565
63978,729203300136651,303.0125131,37.6485053
63980,729203300136768,302.9396944,37.5511034
63985,729203300136827,302.3241493,37.5022571
63989,729206300083503,304.8768528,38.8189544
64750,729210300042144,304.8432318,40.8879002
64759,729210400046385,305.6881504,40.7130601
64761,729214200076383,305.1202106,43.8540256
64796,729302400091243,305.9473408,37.0259822
64955,729303100165334,303.3731477,38.4806273
64960,729304200146498,299.8457453,37.8039706
65123,729304300076888,300.561279,37.0962903
65228,729304300193173,299.9832253,37.0438764
65233,729306300035561,304.7492025,38.9514217
65241,729306400065446,305.7373678,39.2103128
65402,729307100118174,303.6056976,40.3308249
65441,729307200081202,302.0354222,39.7499469
65467,729307400175826,304.1710669,38.8974389
65473,729308200107020,300.1316027,39.765307
65610,729310400037010,305.5250096,40.9847804
65616,729311400056734,303.7868151,41.2996595
65628,729315300091916,302.0325462,42.6061121
65741,730115400041186,312.2782589,42.9571188
65743,730205300098143,316.1468816,38.7666321
66425,730206300034215,313.5133746,39.0127039
67283,730302400103729,314.5663949,36.7779681
67368,731101200044453,323.9661554,37.8318273
67372,731101400042677,325.5337673,37.5523656
67374,731103200064581,319.9306861,37.7986406
67376,731104100065368,318.5259903,37.7814891
67381,731107300064669,319.834669,38.8085427
67426,731114400049287,323.5114508,43.0162978
67940,731216100113124,318.2864231,43.8748921
67941,732215100063623,329.1554491,43.9247035
67947,734110300030951,346.792546,41.094101
67961,735204400036750,351.6861956,36.902966
67962,736213200047019,6.5835321,51.2789872
67963,736308400051075,358.2049416,46.4742468
67964,737214100045554,15.045683,51.384435
67973,739109200031940,35.8517813,49.0332834
67975,740114300033533,43.3927671,49.8021688
67978,741103200038615,50.988972,45.5258585
67986,741112400037688,49.2120691,48.1296349
67997,742105400031873,66.4612367,46.2357225
67999,742202400051111,63.9374735,44.023096
68004,742203400049154,61.2855253,44.2782224
68005,743103200034745,70.7611998,45.6305661
68006,743108100036138,69.0577096,47.3565453
68008,743204100054271,68.5215919,45.6339774
68023,743204400052101,68.6264473,43.9693641
68025,744202300050221,82.9842668,44.4625482
68028,744204300055789,77.8677084,44.7332894
68033,744204400040334,78.1603602,44.4351961
68038,744208100050969,78.4590244,46.9749432
68040,744212300053545,76.9575469,48.4027584
68043,745206400042184,93.7468638,46.395752
68051,764110100030085,274.83745,49.4229862
68053,764209200019904,277.0744369,49.5016317
68442,764306100002050,274.5465147,47.5236639
68494,765110300033241,283.1168674,48.4036708
68506,766101300055802,295.60469,44.0201879
68509,766201200060251,296.4686766,44.9176024
68515,766201200060284,296.410939,44.9635492
68520,766205300059574,296.6614761,45.975239
68525,767102300056304,302.8286733,44.5907486
68526,767105300065673,305.2748096,46.0524476
68527,767110100062149,304.5489053,49.0452941
68536,767110100062160,304.6650624,49.4965194
68537,767114100022820,303.9842284,50.8201079
68697,767212400002031,299.0046449,48.6054406
69671,768102100071450,314.6085408,45.1474542
69678,768105300084698,315.9713761,46.3323741
69685,768106300071397,312.9344445,46.0321085
69705,768106400070069,314.7446641,46.2019737
69706,768107100061129,311.1764949,47.1604065
69707,768107300048102,309.81382,46.7815626
69711,768116100067058,308.363177,50.682946
69712,768205300122656,315.1406434,46.2448627
69732,768212100084116,308.3102845,48.8128456
69757,768212400085730,308.110178,48.2184479
69765,768305200084232,316.3088794,47.4892142
69857,768305300156440,315.5539393,46.209147
69861,768305400053955,317.0507978,45.8134935
69976,768305400131931,316.623776,45.9549495
69989,768306300085056,312.4738311,46.6614158
70077,768306400148834,314.8284055,46.1485416
70084,768308100078111,308.3805872,47.0493754
70224,769101200069160,325.0020034,45.0496645
70227,769102300077496,322.3151259,44.3379734
70233,769104100084132,318.2073198,44.9361196
70235,769104200040819,317.8470591,45.4957107
70777,769106400077530,323.8241991,46.7582693
70779,769108100079423,318.0091228,46.9852123
71105,769113300070903,325.0986305,50.5277759
71106,769114100057337,323.9624884,50.7799291
71107,769214400097852,324.2447225,50.5264327
71108,769305400099956,326.5757577,46.4545304
71109,769306300011354,322.9224288,46.5730631
71259,769307400130855,321.973432,46.5631765
71260,769310400123968,324.409728,48.1143816
71261,769310400124076,324.5146672,48.4619339
71263,769314400091575,324.4940251,49.8631142
71399,770105100047474,337.0969361,47.4495786
71401,770110300060266,332.1876948,48.0349861
71411,770112400045617,328.1954543,48.0224942
71628,770115300029844,329.7935897,49.9972917
72188,770205400057815,336.6079227,46.5602576
72189,770212100096965,328.0765217,48.8909001
72191,770214300082751,332.9932061,50.1944497
72193,770303300052991,330.4590001,44.3153279
72244,770311300103438,329.7328376,47.9831341
72285,770312100127883,328.1123564,48.7897814
72328,771101300036375,345.685093,44.0604784
72330,771105100036269,346.6399333,46.9221835
72331,771105200036872,345.4962039,47.016551
72343,771116200060809,337.2400466,50.9629961
72344,771204100045394,338.3888002,45.0994734
73525,773106400039818,9.1628277,53.4738745
73526,773303300041896,4.4334866,51.4332203
73532,774109100037838,23.3017456,56.1789284
73533,774112100044583,13.2097498,56.627798
73534,774112400041780,13.5424584,55.7492512
73540,774114100046023,20.5449147,58.2916731
73544,774114100046035,19.9696382,58.208022
73550,774205100054248,23.0261705,54.01879
73555,774211200058302,14.5104757,56.4329688
73569,774214200064094,18.6515364,57.9244634
73570,775110100042631,31.1425545,56.552198
73571,775110300041664,28.2995711,55.1249735
73573,775111100043225,26.8354454,55.9787094
73575,775113200049767,32.1736898,58.4218274
73577,775113400033294,34.7423215,57.14518
73915,775113400048665,34.7016998,57.1351217
73918,775113400048697,34.1975223,57.029083
73931,775113400048702,34.8126244,57.1692161
73939,775114300047067,29.4626741,57.4550266
73940,775114300047213,28.4890926,57.5381481
73942,775114400045129,30.4032303,57.5512741
73943,775203200047267,25.9152182,52.8855693
73967,775207400049016,27.3409251,53.8740798
73968,775210100055413,29.9594144,56.5454535
73983,775210200039036,29.0328836,56.6612501
74764,775211200055423,26.1681683,56.1160048
74793,775211400053556,26.5115706,55.3319014
74803,775213200061755,33.2891242,58.5539574
74823,775213200061788,33.1471921,58.0973407
74831,775213200061796,33.4278208,58.5605489
74841,775213400062629,34.7224065,57.1383585
74845,775213400062750,34.7725057,57.1350156
74855,775213400062762,34.2191481,57.0551387
74879,775214100061808,30.2969946,58.2034567
74889,775215200060470,25.5688014,58.6273108
74914,775313400078978,34.774674,57.1280933
74922,776102200041025,40.1245212,52.7353338
74923,776111100047255,37.370441,56.5535689
74924,776112100047502,34.4966058,56.2325535
74926,776115200047201,36.1185074,58.3020971
74927,776115300047991,35.7058633,57.2004946
75074,776115300048500,35.3882661,57.5709796
75076,776115300048947,35.5067141,57.144666
75084,776115400041880,37.5193004,57.260766
75510,776203200051301,37.0020553,52.5495863
75518,776205300052552,42.4289788,53.9269017
75519,776208100052023,35.3752629,54.1860935
75525,776208200055201,33.717427,54.5313531
75527,776211200059729,36.9900812,56.639751
75528,776211200059751,35.8999801,56.5726642
75535,776211300056691,36.6611492,55.8699556
75538,776211400059925,38.5424812,55.834298
75539,776212100059342,34.9048147,56.2389227
75540,776215100063598,38.362535,58.5994104
75541,776215300063212,35.5348447,57.1118732
75542,776215300063303,35.4735775,57.1653693
75544,776215300063337,35.8916071,57.2157647
75546,776215300063397,35.5008431,57.1355307
75548,776215300063411,36.181843,57.3556429
75599,776215300063431,35.5429301,57.1188146
75600,776215300063478,36.4687154,57.4350523
75601,776215400060585,38.3949493,57.5431628
75610,776215400060649,37.5127386,57.2510237
75679,776216400052633,34.7984241,57.1308041
76144,776216400063811,34.6195904,57.2099132
76153,776312100074015,34.4251154,55.8525483
76165,776316300062716,32.3601193,56.9920723
76181,777213400059434,55.9155,57.3356366
76182,777215300054014,46.5809754,57.5067903
76185,778103100040915,58.9139807,52.6415582
76199,778105400040005,65.2565016,53.6104442
76200,778106300043974,61.0941897,53.3290365
76205,778115400045455,59.1696151,57.2593251
76206,778210100054750,61.7779779,56.2424773
76211,778214200058307,60.8215721,58.2977933
76212,778310200075292,60.8188061,56.5415336
76220,779104100044698,67.2221165,52.38964
76227,793107300003992,221.6633045,53.1573361
77360,794309300040832,240.0679388,55.6361118
77361,798107100034555,279.2242766,54.8153665
77364,800109100048259,307.8769179,56.1798371
77371,801103200063751,310.3414081,52.5888415
77372,801109200057214,317.7582312,56.2035915
77373,801111400052786,312.7875965,55.4888404
77375,801210400059464,315.974091,55.2315861
77979,801316100043410,308.6439282,57.9280679
78003,802101100076202,329.4047871,52.8188549
78004,802105100069832,329.6272057,54.4847589
78007,802109400058666,330.0227932,55.0193714
78011,802110400065023,326.8831196,55.3347167
78014,802114300075086,324.8680713,57.481713
78016,802206100090200,327.3605708,54.3816703
78018,802206300102777,325.0080281,53.9706567
78038,802212400103726,320.7302159,55.6524281
78058,802214300091920,325.604762,57.7359221
78068,802214300091970,324.668228,57.3671001
78069,802215400085234,323.9364194,57.4663917
78187,802310300142918,325.7285635,55.5248663
78189,803106100052681,337.3476265,54.2474891
78414,803106200076406,335.8987824,54.3398178
78415,803107100083346,334.7152878,54.5772472
78426,803107300076052,332.7103011,53.2662075
78927,803107300080048,333.5937084,53.7171409
78929,803107400063414,333.8775908,53.1926072
79098,803108400075739,331.0927121,53.8837211
79145,803109200073433,340.1802915,56.1641968
79146,803110100074363,338.4195976,56.5235914
79147,803110300001545,335.7218907,55.8789132
79704,803110300050734,335.8730687,55.2527651
80179,803110300078255,335.8850208,55.4556409
80180,803110300078386,336.0892453,55.6651761
80181,803110300078427,335.9858448,55.1546393
80192,803110300078432,336.5243249,55.4682011
80193,803111100043453,334.7813254,56.6504631
80504,803111400076198,334.9426034,55.4061148
80507,803113100066575,341.9110192,58.1587985
80512,803113100066581,341.6357316,57.7959579
80527,803114100061823,337.1625365,58.393417
80528,803201300074592,338.2510807,51.2145825
80529,803205100078216,340.8489973,54.0716568
80530,803206100087610,337.2409644,54.2501159
80532,803206200095731,335.3390918,54.2495614
80533,803206300058766,335.6555861,53.329636
81032,803207100102376,334.0635668,54.1691165
81056,803207200084607,332.48541,53.996395
81803,803207200113412,333.4616682,54.4093875
81919,803207300104676,333.0372886,53.6977301
82863,803208400104948,330.8496187,53.7177675
82892,803210100097019,337.1323976,56.0150902
82897,803210100097123,337.5863097,56.5098215
82902,803210300099987,335.825132,55.6355202
82906,803210300100069,335.9849084,55.3953147
82938,803210300100115,335.2929707,55.5489616
82968,803211300108264,332.8498861,55.456605
82969,803213100098836,341.8046588,58.1463535
82970,803214400102999,337.5824921,57.2249834
82974,803215300037548,332.3626204,57.1334599
83283,803215300089544,333.1011139,57.272002
83325,803310100127271,337.5880052,56.5860319
83327,804106200053436,345.9869009,54.1994934
83333,804110200058892,346.7886982,56.0080701
83334,804112100067189,341.6076139,56.3252979
83359,804114200051095,346.3062524,58.2412698
83360,804115200061695,342.4327052,58.1863814
83362,804115300060508,342.8268423,57.4243191
83928,804116200063190,340.0194365,58.4305411
83932,804116300068780,339.2279505,56.9063002
83933,804116400074621,341.4528915,57.3324179
83934,804116400074707,341.01539,57.177084
83935,804203100067664,345.4099219,52.4538584
83941,804204100072634,341.523407,52.1032365
83945,804207400071983,344.8481506,53.1804491
83950,804208400077938,341.3048638,53.2093031
83957,804212400084109,342.1825357,55.1272211
83967,804215400084617,345.1986681,56.9845008
83968,804216400052191,342.0912834,57.5489249
84470,804303100088253,344.8001422,52.3020299
84471,804303200089426,343.3913708,52.699603
84478,804315300054412,343.9441545,57.6017317
84500,804315300109450,342.8440448,56.9725218
84511,805113400045758,2.9398579,57.271345
84517,805115300053496,354.4282102,57.0998793
84520,806101100049405,12.611305,59.6720567
84521,806104100047089,2.6476544,59.6754187
84541,806108200062313,359.9449108,61.2180587
84542,806110300046993,7.1540823,62.4870299
84543,806111100052839,4.7812433,63.590289
84559,806111100052878,4.7507875,63.6660579
84561,806111100052910,4.7443169,63.5717317
84565,806111300063568,4.1657238,62.5518471
84567,806111400054125,5.0770932,62.46388
84589,806112100068009,0.8434522,63.4307588
84590,806113300049577,11.1939663,64.3361389
84593,806116300055546,359.205209,64.0238447
84595,806202100066290,9.0625542,59.5479105
84597,806205300077556,11.4489612,60.8736082
84598,806205300077858,10.7354414,60.4730021
84659,806206300075652,7.4837298,60.3541839
84660,806206300075684,7.2780364,60.988612
84661,806207100070076,6.2028499,61.829369
84687,806207200075983,4.5776576,61.7251462
84701,806208100080018,0.9945393,61.104084
85381,806208200087435,359.1743533,61.3980749
85393,806210400079789,9.3253792,62.8385826
85394,806211100077901,4.8617418,63.8254009
85400,806211300086547,3.7359288,62.8357637
85401,806212100095529,1.254734,63.827472
85402,806213400068322,13.4349163,64.7638083
85411,806306100078637,8.9700558,62.0365213
85438,806306300102172,6.973514,60.6254378
85441,806306400053832,9.9530434,60.9584258
85460,806309200107250,11.3251918,63.7127538
85461,806310400103181,8.7545327,62.4464514
85464,806312100118183,2.0120824,63.3443537
85465,806312400114837,2.3541516,62.7859438
85472,806314400095036,10.8296722,64.2850535
85477,807102100053838,22.8788368,59.7678273
85777,807103400050606,18.4275068,59.0997145
85778,807106300025997,20.9191585,60.3672726
86238,807106400059819,23.1318102,61.1295746
86246,807107200061148,17.391792,61.3859244
86247,807111400045895,19.7901331,62.398891
86249,807112100056565,14.9442582,63.6092853
86250,807113400054729,27.4101849,64.3260117
86251,807201200066514,24.7471298,59.8596231
86252,807202100068802,22.7625188,59.7389331
86253,807202300066516,20.5306354,58.8801892
86256,807202400066049,21.9821328,59.2358062
86257,807203100068003,19.4854261,59.5793149
86258,807203400065748,19.0011593,58.8132861
86259,807205200067713,24.7398034,61.3467477
86262,807205300055816,24.5456317,60.3637229
86308,807205300072005,24.842589,60.4081349
86317,807205300072013,25.1077314,60.2673228
86319,807205400071077,26.3479325,60.7631101
86320,807205400071119,26.7380312,60.6697134
86327,807206100071984,22.7123854,61.8937144
86332,807206400075105,22.8848494,60.5578937
86382,807207100070688,19.6160941,61.8931546
86384,807207400072415,18.5201509,60.8833345
86392,807208300068418,13.5746491,60.337165
86403,807213300078784,25.7124559,64.3997772
86404,807214400073052,22.8200343,64.7267472
86409,807306300086753,20.9630493,60.9014251
86448,807308400099731,16.1444881,60.3362881
86455,807309300093346,24.2130062,62.3004954
86461,807315400095002,19.5491876,64.3036326
86462,808101400045724,39.8503246,59.0663125
86465,808102100044195,35.2430259,59.6499506
86466,808102200024784,34.3494327,59.5638156
86737,808103200049776,30.6561415,59.6884025
86753,808103400053151,31.7718257,58.5212921
86756,808104100054755,28.9325669,59.2735566
86764,808104400052870,28.0607859,58.4353595
86775,808108300054445,26.1053122,60.6219704
86778,808108400046689,29.0977165,60.5656942
86784,808108400046692,27.7909512,60.4381202
86785,808109300045057,37.6384407,62.2890971
86786,808111300056276,30.5436957,62.841816
86787,808111300056277,29.8540553,62.767485
86801,808115200055492,29.4870334,65.5584559
86802,808202400067639,35.8699297,58.9626532
86910,808207100060331,32.0262086,61.4018094
86911,808209300064204,39.0713428,62.9469597
86912,808212100071021,28.8672713,63.2202094
86914,808212400072121,28.3197817,62.5466202
86915,808303200091155,31.2490062,59.7489151
86918,808303400053823,32.3785848,58.7859717
86925,808316300066303,25.7711021,64.0352655
86934,809102100042491,50.2204659,60.0289982
86935,809103300043757,44.2218604,59.0889185
86937,809104100047341,41.4739318,59.2938881
86938,809104100047369,41.8452367,59.2865625
86940,809104300051185,41.0247948,58.3273715
86945,809107400025542,44.8422925,60.5658098
87187,809108200049135,39.4491127,61.0118025
87188,809108200049183,39.5841699,61.0679179
87190,809201200064048,51.453313,59.4325923
87198,809207300068609,43.3718223,60.4579674
87201,809208400057280,42.6489122,60.4001242
87205,809211300067780,43.5723462,62.8582833
87208,809312300088413,40.4455826,62.6559376
87210,810110300035419,60.4965284,62.5159754
87216,821101300003702,211.899278,58.3461026
88027,821210100001830,209.5477979,63.7440373
88843,826101100030397,280.1403494,59.4771217
88846,827305400040609,294.051361,60.3934441
88946,830106300063797,328.255498,60.6425144
88947,830108100052359,321.08485,61.27133
88949,830205300093909,332.1936806,61.0223388
88958,830209100067994,333.5997081,63.1234035
88962,830211400060308,326.2271112,62.4607719
89778,830302400015681,328.9631982,58.9991383
89820,830310300073865,328.4765965,62.5999369
89854,831101400052896,346.1397104,58.6753869
89855,831102400062982,342.480337,58.7912237
89856,831104400051019,335.5074506,58.7190718
89857,831108200067605,333.7490944,61.6919011
89858,831201100065556,346.7886722,59.7279077
90669,831201200064639,344.7921889,59.814724
90691,831202400084248,342.8936908,59.0068086
90699,831203400080255,339.8209218,59.019213
90706,831205400065775,345.8527458,60.4454796
90727,831209300051506,345.304326,62.9416845
90728,831210400071825,343.1319374,62.4403766
90730,831212100054178,334.6210355,63.2230075
90748,831214200065308,341.9662338,65.0639716
90753,832104100049819,349.0652645,59.4964287
90754,832105200054821,358.3023736,61.9647898
90755,832105400055057,0.3521279,60.3553745
90761,832106300039658,353.9261903,61.188854
90762,832107200043641,351.2156729,61.2856496
91232,832107300062771,350.3355095,60.9708776
91236,832109100065016,1.5180489,63.6795672
91244,832109400067048,1.0197801,62.2216576
91246,832110400059024,356.5408599,62.6701466
91255,832112200045613,345.7514168,63.6975155
91257,832204100070735,348.4142712,59.2857628
91258,832205300065718,358.3548442,60.6814959
91259,832206100073693,357.0960854,61.7936123
91260,832207100052238,352.8682455,61.3894436
91836,832207300087576,349.7465274,60.4248589
91837,832209200087754,358.4592365,63.2248174
91843,832213400078081,1.6143621,64.1944977
91954,832305300055511,358.4898955,60.3739266
92004,833115100037032,6.2675841,72.6763115
92006,839310200036849,113.2610673,70.4195347
92007,841203200030311,141.1428379,67.1909809
92011,845204400035983,208.8098036,66.1168144
92012,848304100005793,260.777012,66.8004562
92176,849201200039571,289.105308,67.1333525
92182,849203100004815,281.4781915,66.9300132
93201,853108400042219,344.6178824,67.7806847
93202,853110400045539,356.2425624,69.7542041
93203,853201200061897,356.6577524,66.7806778
93208,853208100057536,344.4536733,68.4060204
93210,854201200050212,19.1560601,74.0256743
93213,860216200030116,139.2941209,79.2806803
93215,863211300038112,223.6590039,76.8879093
93216,1299105100013630,94.7430332,-20.9256882
93217,1300213200041404,101.4227414,-17.1772223
93241,1301202200066288,107.0629843,-23.4293234
93243,1301205100051484,109.3702148,-21.0650559
93260,1301210100056615,107.3984383,-19.1164697
93261,1301214100025587,107.7611748,-17.5892998
93279,1302210100059618,114.8514369,-18.8069267
93280,1350103300017180,94.0347135,-16.6179061
93281,1351209100011317,106.1174159,-12.0138564
93332,1351210300050588,102.7617748,-13.2317471
93333,1352107300039657,107.6154392,-15.0828588
93342,1352112400008392,106.7349768,-12.7745228
93351,1352204100059159,107.199332,-15.936076
93353,1352204400001911,107.3348649,-16.3690023
93403,1352205100059749,112.8755997,-13.9007996
93404,1352206400053255,110.9157379,-15.051461
93454,1352212400045223,107.1368106,-12.885864
93480,1352215100055125,108.5754064,-9.9862011
93531,1353206300041085,116.472651,-15.1798175
93564,1353207300041111,114.5718328,-14.773151
93578,1353208100057208,113.987311,-14.1197301
93599,1377206100015077,283.7832485,-13.7697586
93600,1377215200086624,281.0636568,-10.2761517
93601,1402107100019209,91.0588582,-6.7088341
93604,1402209400006757,94.678605,-5.5658095
93654,1402210200038540,92.3914729,-5.0650642
93655,1403205300013221,101.1849233,-7.6337327
93704,1404101100008081,108.8028635,-8.5163529
93729,1404116200016481,102.699455,-3.3026777
93752,1404201300058206,107.7226289,-9.2510087
93797,1404202200054702,105.7408708,-8.345638
93799,1404202400056401,106.530811,-9.465729
93800,1404214100046878,107.0212461,-2.8767966
93805,1405207300050351,111.1041357,-7.8554292
93806,1406204100041010,116.7882165,-8.5566038
93807,1429105300124424,281.6613849,-7.932071
93808,1429205400074671,282.0177423,-7.5785023
93810,1430108200023716,282.8417935,-6.7145311
93812,1430111300185580,284.9713272,-5.607957
93813,1430202200050721,286.0957115,-9.0086633
93818,1452210400041180,82.4809822,1.7891753
93819,1454101300041013,96.8966179,-2.2094693
93820,1454101400012742,97.6834033,-2.5434921
93871,1454106200014932,95.0254036,0.0342475
93922,1454207400043337,94.5305376,-0.3684893
93926,1455108100008013,99.7550638,0.4336277
93979,1455116200027429,98.4606847,4.5256892
93980,1455206400044038,103.0851085,-0.6785811
94027,1456103400029728,108.2085211,-2.641209
94057,1476201200002178,249.9700739,-1.1627313
94076,1477116100016725,252.8878299,3.9868714
94077,1478103300016659,260.5555607,-2.6559565
94080,1483205100071945,299.6579145,0.2748685
94085,1507206400049572,99.5515551,7.1481784
94086,1507210300045774,98.776904,8.7151639
94136,1508104100042843,102.6203135,5.5510773
94137,1528107100004335,243.8474879,7.5065163
94155,1530209400003345,261.7038202,8.9569781
94168,1532211400034404,272.4134671,8.3902537
94194,1533113100015062,282.6396918,11.5873092
94220,1535206100004450,294.9728292,7.9539586
94261,1535206100119852,294.9159499,8.0112478
94284,1535211300054590,291.6385264,9.0032053
94285,1536101300019929,302.7985533,4.6184267
94321,1536105300055810,302.8191715,6.3521567
94322,1537206400041019,308.6303828,6.8759991
94323,1555214400001604,74.2288719,18.0963108
94393,1557108100015516,84.6025494,14.4439428
94444,1557109100006294,90.2451169,16.6686472
94495,1557201200047691,89.000916,12.9644383
94496,1558109200027437,96.8176333,16.9748325
94545,1558203300044132,92.7491799,11.9949216
94546,1559108300038824,98.1659533,13.5520532
94547,1580106200021478,249.2401618,14.4753619
94548,1582207400008169,261.6396197,13.9426439
94580,1583102100018634,270.6273897,12.6330629
94603,1584103300049529,274.7768743,12.1932607
94604,1584104400037679,273.9628461,12.0957927
94629,1584204400060980,274.4693896,11.8776315
94632,1584208400013355,273.9056222,14.0981179
94679,1587202400109946,298.7995163,11.9609991
94683,1587207100045565,296.8150712,14.5233568
94735,1587208300086734,294.1980778,13.6098432
94739,1587216100082637,295.4324893,18.3203718
94742,1588213300044038,307.3437526,17.6511947
94793,1607210300041086,83.392256,23.3421921
94794,1608114200029819,90.2926927,25.5958021
94839,1609108300035470,93.870708,21.2498465
94840,1630213200009019,253.2637992,25.4907829
94868,1631107200003736,256.6923249,22.0978288
94886,1633208400007338,270.364296,21.2471351
94941,1634107100014336,279.8796715,22.0351578
94977,1634201400058040,283.6845596,19.0032841
95032,1634213200013051,282.2682355,25.9427777
95089,1635103200048579,285.7165326,19.7309457
95132,1635104300043004,283.5961258,18.8822805
95178,1635215400109248,286.4839442,24.7933922
95180,1636110100067372,296.3444037,24.323831
95181,1636316400046373,292.1207709,24.6234708
95194,1637108100076100,299.132716,21.7402595
95199,1637202100097300,303.7395799,19.7014979
95202,1637204100125799,299.9850161,19.8888545
95213,1637205200014863,304.2484137,22.1530836
95267,1637213100045469,305.7462988,25.4454364
95321,1638210200081333,310.426745,24.1808658
95333,1656107400035303,84.7438736,28.4601936
95335,1656207300043741,83.6657012,28.0510093
95336,1657107200041029,91.5295431,28.9349121
95337,1657108400002584,89.949481,28.6437095
95387,1657204100055087,89.7762763,27.5621136
95388,1657211300040751,90.6987005,30.1101737
95399,1658107100028325,99.9107989,29.47464
