index,oid,ra,dec,designation_01
17040,310206400026040,116.5097005,-18.6919272,Gaia DR3 5716152702738634496
17615,310216400000432,112.7457002,-14.1765206,Gaia DR3 3033186585406814080
18179,311301200010003,124.0425782,-19.3906055,Gaia DR3 5707566272836783872
18202,311316100008033,119.4086716,-13.6063222,Gaia DR3 5725747384797544704
18225,322101200003199,201.8431506,-19.4537903,Gaia DR3 3506814683782851968
18354,322301200004840,201.8432428,-19.4539006,Gaia DR3 3506814683782851968
18378,330106200014438,256.2590075,-17.4894344,Gaia DR3 4129723243958296448
18530,330111400005097,255.2836311,-16.2343605,Gaia DR3 4139090528963788544
18682,330114400007280,257.0478104,-14.4441781,Gaia DR3 4139702858161111040
18833,330206200019978,256.2590185,-17.4894385,Gaia DR3 4129723243958296448
19474,330214400013475,257.04782,-14.4442018,Gaia DR3 4139702858161111040
20117,331101100031575,266.1062514,-19.6315542,Gaia DR3 4119884023727270272
20385,331107300071653,260.9832669,-18.3249972,Gaia DR3 4122794392253089024
20659,331108100022726,260.1661609,-17.4474621,Gaia DR3 4134975056940374272
20935,331108400030410,259.8144071,-18.5196279,Gaia DR3 4122470757881214848
21211,331109300012661,265.2501546,-16.3034635,Gaia DR3 4124125282361429504
21482,331112100053679,260.245278,-15.3669883,Gaia DR3 4137697104137428992
21760,331112400075164,260.2827373,-16.6410465,Gaia DR3 4135303780877021312
22036,331201100036744,266.1062526,-19.6315692,Gaia DR3 4119884023727270272
22748,331207300020741,260.9833044,-18.3250174,Gaia DR3 4122794392253089024
23471,331208400026722,259.8143943,-18.519623,Gaia DR3 4122470757881214848
24191,331209300015095,265.2501705,-16.3034737,Gaia DR3 4124125282361429504
24908,331212100010159,260.2452827,-15.3670042,Gaia DR3 4137697104137428992
25637,332104200035619,266.106219,-19.6315392,Gaia DR3 4119884023727270272
25807,332204200036702,266.1062324,-19.6315603,Gaia DR3 4119884023727270272
26269,332304200086705,266.1062459,-19.6315855,Gaia DR3 4119884023727270272
26438,333101200091282,278.6702197,-19.1254949,Gaia DR3 4093222030592736512
26464,333105200026347,279.1962642,-17.6305565,Gaia DR3 4099494267768340480
26664,333201200006750,278.6702526,-19.1254835,Gaia DR3 4093222030592736512
27078,333205200033716,279.1963027,-17.6305421,Gaia DR3 4099494267768340480
