designation|source_id|ra|dec
Gaia DR3 1964081157122239104|1964081157122239104|320.05895003|37.845822009
Gaia DR3 1275657105697701888|1275657105697701888|226.61897664|28.983760497
Gaia DR3 4318733072393451904|4318733072393451904|294.98341568|15.809624693
Gaia DR3 4318895520885071744|4318895520885071744|295.09391601|16.333320497
Gaia DR3 3099009536192446592|3099009536192446592|101.18493867|-7.6337228345
Gaia DR3 3098733661855250816|3098733661855250816|102.10499942|-8.111875633
Gaia DR3 3099100589502320000|3099100589502320000|102.81572032|-7.6851497388
Gaia DR3 3099136873385371520|3099136873385371520|102.3335888|-7.7245831755
Gaia DR3 336558933011470720|336558933011470720|43.879921854|42.588812143
Gaia DR3 2211503747619173376|2211503747619173376|341.97056504|65.062164197
Gaia DR3 2211673828326225152|2211673828326225152|340.1586204|65.262665367
Gaia DR3 2162762427223310336|2162762427223310336|317.05079533|45.813485155
Gaia DR3 2162765111584328320|2162765111584328320|317.06402924|45.913467167
Gaia DR3 2162799123425348608|2162799123425348608|316.3133528|45.853620749
Gaia DR3 2162641137343451648|2162641137343451648|316.21491145|45.291129389
Gaia DR3 2162821148012841856|2162821148012841856|316.62653206|45.9547036
Gaia DR3 2162840355106522368|2162840355106522368|316.41654195|46.234697163
Gaia DR3 2938343537022819584|2938343537022819584|94.745717246|-20.925590466
Gaia DR3 2937072123623767936|2937072123623767936|97.660495723|-22.321805511
Gaia DR3 2936195984660163328|2936195984660163328|106.05047852|-15.326834657
Gaia DR3 2938728293073843456|2938728293073843456|98.135196028|-21.021776548
Gaia DR3 2936250204326188800|2936250204326188800|107.39896632|-15.24316546
Gaia DR3 2938176961013250432|2938176961013250432|96.32057171|-21.334515019
Gaia DR3 5726001131464550144|5726001131464550144|121.11840265|-13.13593564
Gaia DR3 4318532961265117440|4318532961265117440|296.12699696|15.256513915
Gaia DR3 5725747384797544704|5725747384797544704|119.40867514|-13.606409377
Gaia DR3 5725849982974732416|5725849982974732416|120.78385526|-13.810065872
Gaia DR3 6891442190855133056|6891442190855133056|320.9245322|-12.060204973
Gaia DR3 4198024528325070592|4198024528325070592|288.22083405|-12.582900714
Gaia DR3 218804811091303936|218804811091303936|57.973846225|34.35909872
Gaia DR3 3148358195026175872|3148358195026175872|114.73247396|8.4528818102
Gaia DR3 6329615732158870016|6329615732158870016|215.67915877|-8.2482628036
Gaia DR3 1824564367190357120|1824564367190357120|297.0853569|18.787163619
Gaia DR3 1824470191510680064|1824470191510680064|294.78385579|18.828894656
Gaia DR3 2060516302652344704|2060516302652344704|303.90888453|36.793530537
Gaia DR3 2060516749329108992|2060516749329108992|303.78477947|36.780075087
Gaia DR3 2060518123719248256|2060518123719248256|303.89395778|36.831819415
Gaia DR3 2060525201816534016|2060525201816534016|303.50632039|36.778370679
Gaia DR3 2060529153194842880|2060529153194842880|303.73052859|36.853539097
Gaia DR3 2060647728648558464|2060647728648558464|304.3737514|37.308622838
Gaia DR3 2060450641189542144|2060450641189542144|303.96280445|36.356908
Gaia DR3 2060661846184974464|2060661846184974464|304.25009548|37.423249415
Gaia DR3 2060577664826006400|2060577664826006400|304.71478895|36.96134592
Gaia DR3 2060495545053171712|2060495545053171712|303.38048797|36.562950179
Gaia DR3 2060495824246708480|2060495824246708480|303.49591127|36.543844201
Gaia DR3 2060497129916833024|2060497129916833024|303.45950266|36.622902615
Gaia DR3 2060614983816364416|2060614983816364416|304.11732232|37.056394398
Gaia DR3 2060508537351659008|2060508537351659008|303.66730951|36.646504713
Gaia DR3 2060508777869902592|2060508777869902592|303.63234634|36.660973998
Gaia DR3 2060719437431114624|2060719437431114624|303.27763118|37.016755657
Gaia DR3 2060731257180505344|2060731257180505344|303.25804423|37.020569866
Gaia DR3 2060740946627370240|2060740946627370240|303.44383384|37.299965202
Gaia DR3 1830483317476701184|1830483317476701184|303.62437498|23.406367782
Gaia DR3 206640398557464704|206640398557464704|75.803210377|45.545974426
Gaia DR3 207611198605353344|207611198605353344|79.781546883|43.795502478
Gaia DR3 207322439364134528|207322439364134528|80.604423359|43.098068893
Gaia DR3 207333812437636608|207333812437636608|80.283600771|43.075762526
Gaia DR3 207878448651512704|207878448651512704|82.986942848|44.462447088
Gaia DR3 2030388172250407680|2030388172250407680|298.86086715|30.16257267
Gaia DR3 2030295332230537344|2030295332230537344|299.03209462|29.749063945
Gaia DR3 2030349964219095424|2030349964219095424|298.52774204|29.725277563
Gaia DR3 2030440880088539136|2030440880088539136|299.42086955|30.355535886
Gaia DR3 2030488468329770880|2030488468329770880|299.92416407|30.913918524
Gaia DR3 2030414457451949312|2030414457451949312|298.88091333|30.512139193
Gaia DR3 2030450225938107136|2030450225938107136|299.63335675|30.57339032
Gaia DR3 2030271314778496128|2030271314778496128|300.19112344|30.409025699
Gaia DR3 2030328038370910592|2030328038370910592|299.3164917|29.986252578
Gaia DR3 2030273170203330176|2030273170203330176|300.37780486|30.509052175
Gaia DR3 2030273616880000000|2030273616880000000|300.28127782|30.506129664
Gaia DR3 4496328350819258496|4496328350819258496|270.62737286|12.6330367
Gaia DR3 3325758928673700992|3325758928673700992|94.943871401|8.7179122154
Gaia DR3 3422802099816110720|3422802099816110720|90.262226523|20.234740496
Gaia DR3 3423422778428634624|3423422778428634624|91.279811314|21.628999555
Gaia DR3 3324944877749294592|3324944877749294592|94.817759153|6.9055063909
Gaia DR3 3423512766584044928|3423512766584044928|91.912064912|21.873164438
Gaia DR3 3423526544838563328|3423526544838563328|91.860886342|22.096597259
Gaia DR3 3423532557792883072|3423532557792883072|91.563540304|22.037499188
Gaia DR3 3326138848596331008|3326138848596331008|98.650678584|8.352109008
Gaia DR3 448892634413819648|448892634413819648|55.916051582|57.336440083
Gaia DR3 3326226259771626752|3326226259771626752|98.075220599|8.1513197404
Gaia DR3 449917581106916352|449917581106916352|53.6742232|58.585666942
Gaia DR3 212080399835555584|212080399835555584|78.456246699|46.976694986
Gaia DR3 212885933839922048|212885933839922048|77.738910205|47.355486969
Gaia DR3 212613181938587136|212613181938587136|81.035234528|48.305703525
Gaia DR3 5614440176282501376|5614440176282501376|116.72409938|-24.675862713
Gaia DR3 5614535013472397696|5614535013472397696|116.78367604|-24.567691493
Gaia DR3 5614537796611422592|5614537796611422592|117.07141734|-24.568884814
Gaia DR3 5614636782708944384|5614636782708944384|116.29085092|-24.652661226
Gaia DR3 5614688562831198464|5614688562831198464|116.0118505|-24.529115976
Gaia DR3 5614697049696235648|5614697049696235648|116.1656671|-24.372319474
Gaia DR3 4386438009074756608|4386438009074756608|252.88781865|3.9868118689
Gaia DR3 1936393534487992576|1936393534487992576|345.49330229|47.016600384
Gaia DR3 1936418788891581568|1936418788891581568|346.65405416|46.942644253
Gaia DR3 4066380241730432768|4066380241730432768|273.98552662|-23.235768015
Gaia DR3 2178486238079541760|2178486238079541760|325.60075844|57.736035467
Gaia DR3 2178378657742227840|2178378657742227840|324.66465985|57.367125508
Gaia DR3 2178385392251185280|2178385392251185280|324.86416966|57.48353781
Gaia DR3 4314906325250185728|4314906325250185728|292.84152159|11.171472331
Gaia DR3 2178420988941491840|2178420988941491840|323.93261977|57.467614469
Gaia DR3 2178110239468994176|2178110239468994176|325.42040064|56.693417232
Gaia DR3 2178158583618706560|2178158583618706560|324.60949578|56.973713464
Gaia DR3 4100157479403584128|4100157479403584128|282.48351609|-15.630832752
Gaia DR3 3630598772285645952|3630598772285645952|203.96803503|-7.3608458256
Gaia DR3 4254341685731583104|4254341685731583104|285.19056072|-5.072342792
Gaia DR3 2031558258788843648|2031558258788843648|295.5332458|28.995971675
Gaia DR3 2031597635052376576|2031597635052376576|295.78671668|29.39447146
Gaia DR3 2031691677593650304|2031691677593650304|296.63473775|28.80215123
Gaia DR3 2031575713537688576|2031575713537688576|295.33270866|29.144416033
Gaia DR3 5698926550986018816|5698926550986018816|121.98906603|-23.383715355
Gaia DR3 5698722419779532672|5698722419779532672|119.58980454|-23.595683317
Gaia DR3 5698727023989725696|5698727023989725696|119.45886986|-23.708156188
Gaia DR3 4205436022656938112|4205436022656938112|286.25053725|-7.1418875853
Gaia DR3 262408281153057536|262408281153057536|76.842767389|50.305607152
Gaia DR3 262473392856792960|262473392856792960|77.800988504|51.108934652
Gaia DR3 2948757316587127936|2948757316587127936|102.46943044|-15.326513309
Gaia DR3 2948309407341417984|2948309407341417984|105.46562677|-14.517055686
Gaia DR3 2948603629779973248|2948603629779973248|105.68093612|-14.158528128
Gaia DR3 2948897573039045760|2948897573039045760|103.2481631|-14.695363197
Gaia DR3 3035272324603561472|3035272324603561472|111.53972425|-10.549067926
Gaia DR3 3035328395393464576|3035328395393464576|112.80399986|-10.283584049
Gaia DR3 3035372689398471552|3035372689398471552|112.27819414|-10.108066926
Gaia DR3 3035741712986200832|3035741712986200832|117.37001436|-13.353000676
Gaia DR3 3035151343962734720|3035151343962734720|111.78821984|-11.237206351
Gaia DR3 4100276054888470272|4100276054888470272|280.56904169|-15.855794644
Gaia DR3 278958645569563136|278958645569563136|69.653775538|58.662369031
Gaia DR3 277220730003124480|277220730003124480|69.765836708|56.07506679
Gaia DR3 278573060586130432|278573060586130432|68.33295093|58.085505082
Gaia DR3 277312126906962432|277312126906962432|67.69226058|55.946659155
Gaia DR3 278223725125927936|278223725125927936|67.040642014|56.984493062
Gaia DR3 4450387082815571584|4450387082815571584|243.84747432|7.5065031779
Gaia DR3 4507384116353500672|4507384116353500672|281.78155456|14.776947655
Gaia DR3 4507327044825848320|4507327044825848320|282.29603194|14.658030395
Gaia DR3 4507272447200161920|4507272447200161920|282.05488035|14.154657001
Gaia DR3 4104406572110422656|4104406572110422656|276.86937219|-13.993648175
Gaia DR3 4104458906337324416|4104458906337324416|276.88252744|-13.447107837
Gaia DR3 228188008963012736|228188008963012736|67.374759913|41.949946014
Gaia DR3 1830792829987346048|1830792829987346048|306.38898716|22.565345418
Gaia DR3 1831117804398908672|1831117804398908672|306.02936482|23.788929994
Gaia DR3 1831126767977376000|1831126767977376000|305.8537856|23.669723683
Gaia DR3 2164330163329222656|2164330163329222656|317.7384498|46.863368795
Gaia DR3 2164339023814988416|2164339023814988416|316.9846937|46.48803625
Gaia DR3 2164422964661423360|2164422964661423360|318.00914485|46.985191947
Gaia DR3 2164342945153149568|2164342945153149568|317.21993918|46.548965001
Gaia DR3 2164345178535943040|2164345178535943040|317.04145721|46.554692179
Gaia DR3 2164188017086131968|2164188017086131968|319.21343407|46.794231194
Gaia DR3 2164290610948130176|2164290610948130176|317.44342117|46.393742809
Gaia DR3 2164368951147027072|2164368951147027072|317.43646968|46.702114492
Gaia DR3 4321830980758181760|4321830980758181760|294.34766553|16.466265452
Gaia DR3 4321920625312679936|4321920625312679936|294.88766216|16.698504143
Gaia DR3 4322021849109320320|4322021849109320320|294.61450762|17.257203384
Gaia DR3 332931364976466304|332931364976466304|34.198933083|40.326752281
Gaia DR3 1872813759223616896|1872813759223616896|313.51336859|39.012686419
Gaia DR3 1872495210090724736|1872495210090724736|313.41929989|38.188166809
Gaia DR3 1872561794951523200|1872561794951523200|314.70816107|38.660853146
Gaia DR3 4317498149009710848|4317498149009710848|296.81507141|14.523325419
Gaia DR3 249783585565237120|249783585565237120|54.467294248|50.010344038
Gaia DR3 250720163313822592|250720163313822592|61.938052653|51.452788489
Gaia DR3 4317665510964937600|4317665510964937600|296.11313838|14.844247788
Gaia DR3 249676073944344960|249676073944344960|53.996300389|49.198300865
Gaia DR3 250094953513778688|250094953513778688|58.853576561|49.04057408
Gaia DR3 2165678370726195072|2165678370726195072|318.38594277|48.389042189
Gaia DR3 2165425757930977920|2165425757930977920|316.21715753|47.9330757
Gaia DR3 2282445509152416128|2282445509152416128|346.0665954|78.322718101
Gaia DR3 1040043514891491968|1040043514891491968|141.15571388|62.438215921
Gaia DR3 1028411089891137408|1028411089891137408|126.63052686|51.909134386
Gaia DR3 3426626446076614400|3426626446076614400|91.002960797|25.27435509
Gaia DR3 3427004712436109184|3427004712436109184|92.789391597|25.935393883
Gaia DR3 3426332464153470976|3426332464153470976|91.738575304|24.545834227
Gaia DR3 3427045050768714112|3427045050768714112|91.86190998|26.028479431
Gaia DR3 3427077241543119872|3427077241543119872|92.235026489|26.264484066
Gaia DR3 3426686055922156928|3426686055922156928|93.002022993|24.871172298
Gaia DR3 3426118540422838272|3426118540422838272|91.390846134|23.482627962
Gaia DR3 3427692903633738240|3427692903633738240|87.160694471|23.785459523
Gaia DR3 4129723243958296448|4129723243958296448|256.25902183|-17.489456397
Gaia DR3 2078943945721662464|2078943945721662464|297.19568235|44.355781976
Gaia DR3 368655494196328064|368655494196328064|10.300672235|39.603777814
Gaia DR3 4094888447887702656|4094888447887702656|273.97886465|-18.433580428
Gaia DR3 4094889959715267840|4094889959715267840|274.28354583|-18.430554192
Gaia DR3 4094891162306244608|4094891162306244608|274.18946434|-18.412893238
Gaia DR3 4094843196108207360|4094843196108207360|274.05004058|-18.798939389
Gaia DR3 4094843711505814912|4094843711505814912|274.11590198|-18.758610591
Gaia DR3 4094844776657272832|4094844776657272832|274.06757519|-18.737774463
Gaia DR3 4094909299900295040|4094909299900295040|271.63726725|-20.457695526
Gaia DR3 4094871508536397312|4094871508536397312|274.20523677|-18.550332002
Gaia DR3 4095046193393026944|4095046193393026944|272.11288962|-19.868880893
Gaia DR3 4095054714622857984|4095054714622857984|272.31631472|-19.723307191
Gaia DR3 4480949795230605824|4480949795230605824|278.61436041|10.97938463
Gaia DR3 2200044053326921088|2200044053326921088|336.26524362|57.841584424
Gaia DR3 2200307455080694784|2200307455080694784|335.51074507|58.71927178
Gaia DR3 2199959837609726592|2199959837609726592|331.84051028|59.728995933
Gaia DR3 2200155894272052096|2200155894272052096|337.16070396|58.391706894
Gaia DR3 2200166747644901376|2200166747644901376|336.85292851|58.367452402
Gaia DR3 4097527000879217408|4097527000879217408|272.94833526|-16.893941041
Gaia DR3 4097166086190134016|4097166086190134016|274.42522175|-17.807393515
Gaia DR3 4097419420534420992|4097419420534420992|274.59377375|-16.66088218
Gaia DR3 4097576994301735808|4097576994301735808|274.16648997|-16.814659181
Gaia DR3 4097327714381482752|4097327714381482752|275.25123241|-17.151712583
Gaia DR3 4097331528323907584|4097331528323907584|275.11433197|-17.113493595
Gaia DR3 4097158870644710784|4097158870644710784|274.39064403|-18.011556816
Gaia DR3 4506746399617224320|4506746399617224320|285.20589212|14.546842126
Gaia DR3 4506774295398937600|4506774295398937600|284.35159274|14.40434377
Gaia DR3 4251806486855786880|4251806486855786880|280.41166889|-8.0542528866
Gaia DR3 1820105847540165376|1820105847540165376|299.06885359|16.246154057
Gaia DR3 4251858954177088128|4251858954177088128|281.65867048|-7.93198471
Gaia DR3 2006035226614471680|2006035226614471680|335.21838932|56.139106769
Gaia DR3 2005917269635469312|2005917269635469312|334.18352986|55.477153312
Gaia DR3 2005800343447331712|2005800343447331712|334.16975719|54.629476425
Gaia DR3 2005947918500454656|2005947918500454656|335.52659172|55.551278699
Gaia DR3 2005949464708988544|2005949464708988544|335.03280303|55.373703548
Gaia DR3 2005950495501131904|2005950495501131904|334.94493595|55.40408141
Gaia DR3 2005833706753538560|2005833706753538560|334.54161476|55.008263404
Gaia DR3 2005958913637157760|2005958913637157760|335.29053443|55.5510568
Gaia DR3 2005716814920041600|2005716814920041600|332.70416851|55.308883491
Gaia DR3 2006083605125285760|2006083605125285760|333.74781551|55.463554116
Gaia DR3 2005720147818368768|2005720147818368768|332.84986941|55.457968366
Gaia DR3 2005969462059648128|2005969462059648128|336.09172677|55.663543389
Gaia DR3 2005971180064658560|2005971180064658560|335.82256501|55.633935416
Gaia DR3 2005973207284955392|2005973207284955392|335.93036031|55.700244761
Gaia DR3 2006096696181332096|2006096696181332096|333.12528249|55.535422929
Gaia DR3 2005740213906090112|2005740213906090112|331.6189956|55.046781674
Gaia DR3 2006108206695068288|2006108206695068288|333.95952474|55.582265203
Gaia DR3 2005986126550889984|2005986126550889984|335.73258969|55.820478488
Gaia DR3 2005863805881184512|2005863805881184512|333.73708288|54.889112865
Gaia DR3 2005864493075923328|2005864493075923328|333.66292496|54.909808889
Gaia DR3 2005989455128321920|2005989455128321920|335.72188538|55.878907078
Gaia DR3 2005989459441089664|2005989459441089664|335.71527077|55.875217693
Gaia DR3 2005989562520308352|2005989562520308352|335.73992876|55.880860608
Gaia DR3 2006119407972993792|2006119407972993792|334.52582876|55.904327127
Gaia DR3 2006219669688859776|2006219669688859776|334.74944797|56.12189071
Gaia DR3 2006219738408337280|2006219738408337280|334.74424659|56.123178106
Gaia DR3 2006219978921880192|2006219978921880192|334.6899963|56.126070869
Gaia DR3 2006221593834257920|2006221593834257920|334.7904776|56.238958279
Gaia DR3 2005653524280214400|2005653524280214400|331.98428755|54.518432171
Gaia DR3 2006230218128669952|2006230218128669952|335.07979468|56.38780573
Gaia DR3 4180161033474768640|4180161033474768640|294.84373586|-16.678698464
Gaia DR3 4180208832169700864|4180208832169700864|292.92370006|-17.230239016
Gaia DR3 4301291141456218112|4301291141456218112|294.26150885|8.1642197819
Gaia DR3 4301429679916867968|4301429679916867968|295.65771144|9.2275033453
Gaia DR3 4261444943145854464|4261444943145854464|288.44885115|-1.8351816335
Gaia DR3 2034421726309284352|2034421726309284352|299.69691399|33.651815639
Gaia DR3 3253821426215252992|3253821426215252992|61.722976887|-0.43595471124
Gaia DR3 194963585070683136|194963585070683136|81.184627835|41.665675975
Gaia DR3 195683657808347520|195683657808347520|82.033587707|43.393779471
Gaia DR3 196113364993817088|196113364993817088|86.738606304|43.537230756
Gaia DR3 195365594010029440|195365594010029440|81.817322527|42.296401711
Gaia DR3 195474273863568000|195474273863568000|82.353673297|43.116509084
Gaia DR3 195162390516780672|195162390516780672|79.314063252|42.010882208
Gaia DR3 195168059873633152|195168059873633152|79.459400995|41.867755071
Gaia DR3 195168712708586880|195168712708586880|79.594818094|41.93499775
Gaia DR3 196027701871612672|196027701871612672|85.582764543|43.059564952
Gaia DR3 195645832035222400|195645832035222400|81.656342896|43.019711934
Gaia DR3 209654263006596224|209654263006596224|85.597034698|46.694246242
Gaia DR3 208590824807687424|208590824807687424|78.157294992|44.435164841
Gaia DR3 3135878458875603840|3135878458875603840|111.81782934|2.4647258813
Gaia DR3 179857910210462208|179857910210462208|68.268064726|40.866415646
Gaia DR3 1779263530345881984|1779263530345881984|328.55828965|18.276506082
Gaia DR3 2175201756328729728|2175201756328729728|326.59408804|56.917156583
Gaia DR3 2174743569219972480|2174743569219972480|326.88006853|55.334878728
Gaia DR3 2174971958400696576|2174971958400696576|325.72512226|55.523911729
Gaia DR3 2174785213225684992|2174785213225684992|326.71172105|55.335316902
Gaia DR3 4094435788345837824|4094435788345837824|273.98640171|-19.908563814
Gaia DR3 4094406002779863680|4094406002779863680|273.901644|-20.367831811
Gaia DR3 4094208193745478144|4094208193745478144|272.98791847|-20.423380646
Gaia DR3 4094412737288829568|4094412737288829568|273.92285225|-20.181133909
Gaia DR3 4092351187379072768|4092351187379072768|280.49096943|-19.10506828
Gaia DR3 509604642847348224|509604642847348224|25.105154297|60.265589132
Gaia DR3 509414977094953216|509414977094953216|22.760623098|59.737198606
Gaia DR3 509637937430960640|509637937430960640|26.012957608|60.119164641
Gaia DR3 509435902174897152|509435902174897152|22.881585117|59.768763539
Gaia DR3 509849524704762752|509849524704762752|22.882539197|60.559915098
Gaia DR3 509856946410001152|509856946410001152|23.613938673|60.484858309
Gaia DR3 509862031651190016|509862031651190016|23.367512364|60.630041482
Gaia DR3 509866429697620864|509866429697620864|23.730134248|60.71414825
Gaia DR3 509677829088466048|509677829088466048|26.103858932|60.62060344
Gaia DR3 509678344484517504|509678344484517504|26.117026179|60.667605473
Gaia DR3 509679615795011584|509679615795011584|26.328468319|60.747343548
Gaia DR3 509891477946331264|509891477946331264|23.136312374|61.12938383
Gaia DR3 509703908131614208|509703908131614208|24.838486534|60.408425583
Gaia DR3 509907661378654592|509907661378654592|24.685653414|60.870782794
Gaia DR3 509716552518467584|509716552518467584|25.906434691|60.497480202
Gaia DR3 509913193296260480|509913193296260480|24.226976952|60.828500467
Gaia DR3 509918209817986816|509918209817986816|24.105111042|60.980534046
Gaia DR3 509522901027238144|509522901027238144|25.586723594|59.549249996
Gaia DR3 509730811808105216|509730811808105216|25.690782451|60.846534319
Gaia DR3 509313302321726464|509313302321726464|21.978627145|59.235804312
Gaia DR3 509939650296461440|509939650296461440|25.178007845|61.215079226
Gaia DR3 509550182664303872|509550182664303872|24.975449799|59.57799658
Gaia DR3 509761220174627840|509761220174627840|24.211858734|59.942873162
Gaia DR3 509955387056474880|509955387056474880|24.736033392|61.346945248
Gaia DR3 509958341993968256|509958341993968256|24.578696813|61.357101396
Gaia DR3 509354366511173376|509354366511173376|22.926317717|59.378050319
Gaia DR3 509569492837090048|509569492837090048|24.744187349|59.859965775
Gaia DR3 509357317142121344|509357317142121344|23.214277452|59.440361551
Gaia DR3 509358524039696896|509358524039696896|23.36971427|59.500597951
Gaia DR3 509773143003573632|509773143003573632|23.693283437|60.131194383
Gaia DR3 509585504475720832|509585504475720832|25.225057619|59.95620864
Gaia DR3 509978545521639296|509978545521639296|23.916769598|61.286902275
Gaia DR3 509796851224922496|509796851224922496|24.548133538|60.361753509
Gaia DR3 509799118967530112|509799118967530112|24.577176477|60.477264953
Gaia DR3 509993148410421120|509993148410421120|23.395560582|61.30927042
Gaia DR3 510001703986507520|510001703986507520|24.160629452|61.431636261
Gaia DR3 510003318894246656|510003318894246656|23.815334485|61.384617861
Gaia DR3 504861280962790528|504861280962790528|29.738678776|56.343122161
Gaia DR3 504866606724904960|504866606724904960|29.455363774|56.467428263
Gaia DR3 5734116077027641344|5734116077027641344|134.05047854|-13.904468605
Gaia DR3 504884130188437248|504884130188437248|29.035678125|56.660210562
Gaia DR3 504561286085395712|504561286085395712|30.625517903|55.623967008
Gaia DR3 826192660817939584|826192660817939584|144.59778022|49.867822585
Gaia DR3 504932783579892096|504932783579892096|28.957090994|56.778192767
Gaia DR3 504943091501288576|504943091501288576|29.141040124|56.991899627
Gaia DR3 504596642256667136|504596642256667136|30.99086694|56.060001757
Gaia DR3 504980715412488704|504980715412488704|31.201830258|56.262005989
Gaia DR3 504999815126305280|504999815126305280|31.140285771|56.55015055
Gaia DR3 505004629791214592|505004629791214592|31.662429078|56.413702338
Gaia DR3 505011089424104448|505011089424104448|31.855583144|56.564570711
Gaia DR3 504636499555620608|504636499555620608|29.519914599|55.827665425
Gaia DR3 504683847273937024|504683847273937024|29.961536568|56.543670434
Gaia DR3 505131176707220352|505131176707220352|31.621884784|57.046265652
Gaia DR3 1429665871194919040|1429665871194919040|243.81166979|55.799524303
Gaia DR3 1429690747645597312|1429690747645597312|243.30421406|55.732117707
Gaia DR3 2059070135632404992|2059070135632404992|301.4158261|35.60774586
Gaia DR3 2059219875373718016|2059219875373718016|301.80321029|36.359270806
Gaia DR3 2059073159271061632|2059073159271061632|301.40149826|35.623163974
Gaia DR3 2059223002113939840|2059223002113939840|301.74002909|36.396557668
Gaia DR3 2059075839349023104|2059075839349023104|301.49988804|35.76231068
Gaia DR3 2059075873709364864|2059075873709364864|301.50565301|35.765500526
Gaia DR3 2059076251666505728|2059076251666505728|301.4946126|35.797161334
Gaia DR3 2059146654767199872|2059146654767199872|302.55910921|36.176370991
Gaia DR3 2059225819608656768|2059225819608656768|301.85480266|36.554467758
Gaia DR3 2059150640497117952|2059150640497117952|302.29899948|36.048513039
Gaia DR3 2059154007751836672|2059154007751836672|302.11637406|36.093951048
Gaia DR3 2059236196250413696|2059236196250413696|302.3586411|36.488753723
Gaia DR3 2059236196250418688|2059236196250418688|302.35678652|36.496712513
Gaia DR3 2059095424401407232|2059095424401407232|301.64567524|35.740601165
Gaia DR3 2059245816977367424|2059245816977367424|302.50166985|36.700832748
Gaia DR3 2059434898612310656|2059434898612310656|299.95456423|35.309283444
Gaia DR3 2059112879149465600|2059112879149465600|301.43809625|35.900802382
Gaia DR3 2059455617540980736|2059455617540980736|300.59047467|35.674922031
Gaia DR3 2059120537040322816|2059120537040322816|301.4428875|36.162827194
Gaia DR3 2059129303105142144|2059129303105142144|301.60710992|36.329075439
Gaia DR3 2059130368252069888|2059130368252069888|302.36919351|35.733665377
Gaia DR3 2059135006815963648|2059135006815963648|302.25554346|35.826871062
Gaia DR3 3121626971410028800|3121626971410028800|94.532179177|-0.37072216233
Gaia DR3 3122117662833781632|3122117662833781632|94.087829462|1.0803366352
Gaia DR3 3121757263538104960|3121757263538104960|95.025404248|0.034230576403
Gaia DR3 3121938889114951168|3121938889114951168|93.300382819|0.15882911701
Gaia DR3 5616530558355526144|5616530558355526144|109.80317519|-24.955688256
Gaia DR3 5616531142471195264|5616531142471195264|109.70221973|-24.948879064
Gaia DR3 5616547355957903488|5616547355957903488|109.59138195|-24.85328028
Gaia DR3 5615691253026360064|5615691253026360064|115.78546603|-23.048308716
Gaia DR3 5615695822871551232|5615695822871551232|115.75213422|-22.961704347
Gaia DR3 533097667272359680|533097667272359680|14.155253046|70.45350927
Gaia DR3 532804028948316672|532804028948316672|17.304479015|69.686523964
Gaia DR3 3826663685750363648|3826663685750363648|147.18537824|-2.7136595583
Gaia DR3 4367592070537209472|4367592070537209472|257.76375993|-2.3398729146
Gaia DR3 4366967131319071360|4366967131319071360|260.5555714|-2.6559639782
Gaia DR3 2047653700242302336|2047653700242302336|297.86741649|35.82852273
Gaia DR3 2047668268773127680|2047668268773127680|297.00930533|35.612210653
Gaia DR3 440227623791066368|440227623791066368|43.395766188|49.800452894
Gaia DR3 5187284139434904576|5187284139434904576|44.415351013|-1.9968478473
Gaia DR3 438986069002870784|438986069002870784|41.421179767|50.203046047
Gaia DR3 440876954126101888|440876954126101888|44.696482293|52.111491817
Gaia DR3 4261802284445511808|4261802284445511808|286.04247187|-2.0297554533
Gaia DR3 2940881312936542208|2940881312936542208|92.900540872|-21.471640774
Gaia DR3 4089934422106291840|4089934422106291840|276.60256582|-22.46588843
Gaia DR3 6303152720661307648|6303152720661307648|212.78767093|-13.310678025
Gaia DR3 239226109271560960|239226109271560960|47.859713383|41.323843752
Gaia DR3 531485439631529984|531485439631529984|21.995396927|67.280394767
Gaia DR3 532358829818405632|532358829818405632|19.812957557|69.349900549
Gaia DR3 1132056347324894592|1132056347324894592|139.30052967|79.28112671
Gaia DR3 4361061658662784640|4361061658662784640|257.4373055|-6.7347703821
Gaia DR3 3423998441484396544|3423998441484396544|88.493229209|21.836287619
Gaia DR3 3425277688904022912|3425277688904022912|92.125086893|22.974013496
Gaia DR3 3424024073849278592|3424024073849278592|89.194078583|21.734042922
Gaia DR3 3423847224275160960|3423847224275160960|91.374244123|23.004776724
Gaia DR3 3425395886403457280|3425395886403457280|91.985583145|23.67040785
Gaia DR3 3423866500089693952|3423866500089693952|88.492538097|20.876294779
Gaia DR3 3424616538818268928|3424616538818268928|91.27361129|23.394035029
Gaia DR3 3424617397811749760|3424617397811749760|91.188733326|23.402003576
Gaia DR3 3425449006559444224|3425449006559444224|93.283216507|23.858739624
Gaia DR3 3424656980229857024|3424656980229857024|90.22389694|23.332860346
Gaia DR3 3424657152028541312|3424657152028541312|90.274457943|23.338985293
Gaia DR3 3425498587661488768|3425498587661488768|92.301219534|23.890088809
Gaia DR3 3424748785153094784|3424748785153094784|89.695107362|23.250782885
Gaia DR3 3424198793119706368|3424198793119706368|88.229328837|22.022570479
Gaia DR3 3424288227221225728|3424288227221225728|88.507412828|22.108169907
Gaia DR3 3425649426912929792|3425649426912929792|93.960758775|24.062260376
Gaia DR3 3425704398196574464|3425704398196574464|95.013268861|24.229279354
Gaia DR3 2188891844319403648|2188891844319403648|315.97018987|55.23027377
Gaia DR3 2189911847512999168|2189911847512999168|313.46738112|56.362993384
