cntr_01,dist_x,pang_x,designation_01,source_id_01,ra_01,dec_01,oid,ra,dec,field,ccdid,qid,filtercode,ngoodobs,ngoodobsrel,nobs,nobsrel,refmag,refmagerr,astrometricrms,chisq,magrms,maxmag,medianabsdev,medianmag,medmagerr,minmag
1149,0.161601,-3.042499,Gaia DR3 4099494267768340480,4099494267768340480,2.7919628760E+02,-1.7630608526E+01,333105200026347,279.1962851,-17.6305637,333,5,2,zg,190,175,215,200,1.378100E+01,1.100000E-02,2.787924E-07,1.332111E+00,2.437354E-02,1.384765E+01,1.733446E-02,1.379493E+01,1.929274E-02,1.372651E+01
1159,0.039088,-26.346584,Gaia DR3 3326366000827239040,3326366000827239040,9.8776926075E+01,8.7151248700E+00,1507210300045774,98.7769212,8.7151346,1507,10,3,zr,49,40,63,50,1.266000E+01,2.800000E-02,2.403684E-07,9.165743E-01,1.037669E-02,1.262017E+01,4.936218E-03,1.259957E+01,7.984554E-03,1.256199E+01
1159,0.047896,19.644714,Gaia DR3 3326366000827239040,3326366000827239040,9.8776926075E+01,8.7151248700E+00,513303400006624,98.7769306,8.7151374,513,3,4,zi,20,20,41,41,1.256900E+01,2.200000E-02,1.011496E-07,8.220834E-01,9.379565E-03,1.252284E+01,4.422188E-03,1.250169E+01,7.975268E-03,1.247930E+01
1159,0.051778,-33.235695,Gaia DR3 3326366000827239040,3326366000827239040,9.8776926075E+01,8.7151248700E+00,1507110300008615,98.7769181,8.7151369,1507,10,3,zg,67,48,69,49,1.288100E+01,1.300000E-02,3.669215E-07,1.097494E+00,1.039645E-02,1.293004E+01,5.497932E-03,1.289041E+01,7.427132E-03,1.286386E+01
1159,0.121138,-21.859355,Gaia DR3 3326366000827239040,3326366000827239040,9.8776926075E+01,8.7151248700E+00,513103400023639,98.7769134,8.7151561,513,3,4,zg,253,252,309,308,1.288000E+01,1.100000E-02,3.168432E-07,1.024507E+00,1.365743E-02,1.295533E+01,8.919716E-03,1.291677E+01,1.290803E-02,1.287197E+01
1159,0.170908,-19.934154,Gaia DR3 3326366000827239040,3326366000827239040,9.8776926075E+01,8.7151248700E+00,513203400027068,98.7769097,8.7151695,513,3,4,zr,492,490,976,974,1.261300E+01,1.200000E-02,3.143192E-07,9.242695E-01,1.166821E-02,1.267459E+01,6.654263E-03,1.261252E+01,1.067395E-02,1.257312E+01
1163,2.787008,-134.499713,Gaia DR3 1755822492200685824,1755822492200685824,3.0808384792E+02,1.3007718520E+01,542209200059762,308.0832812,13.0071759,542,9,2,zr,0,0,0,0,1.475500E+01,3.200000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
1180,0.060812,26.350080,Gaia DR3 3168749806393138560,3168749806393138560,1.1301782919E+02,1.6259115163E+01,565301100011868,113.0178370,16.2591303,565,1,1,zi,64,29,64,29,1.233300E+01,1.600000E-02,3.630220E-07,7.475120E-01,1.227195E-02,1.238289E+01,5.692005E-03,1.234379E+01,1.128941E-02,1.232815E+01
1205,0.240477,18.024506,Gaia DR3 200896515455915648,200896515455915648,7.6347128744E+01,4.1165194179E+01,702109400005210,76.3471562,41.1652577,702,9,4,zg,260,252,417,408,1.232800E+01,1.500000E-02,2.384164E-07,3.174033E+00,5.386174E-02,1.246232E+01,3.771830E-02,1.229405E+01,1.761833E-02,1.214277E+01
1205,2.886758,172.211001,Gaia DR3 200896515455915648,200896515455915648,7.6347128744E+01,4.1165194179E+01,1742101400048557,76.3472731,41.1643997,1742,1,4,zg,0,0,0,0,1.622200E+01,2.150000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
1235,0.088404,-9.595583,Gaia DR3 4081495910878906752,4081495910878906752,2.8561056423E+02,-2.2479194413E+01,284111200002651,285.6105598,-22.4791702,284,11,2,zg,108,108,122,122,1.243200E+01,1.000000E-02,2.758027E-07,1.202578E+00,1.730452E-02,1.247409E+01,1.214314E-02,1.242859E+01,1.497068E-02,1.238139E+01
1248,0.142786,18.973163,Gaia DR3 190689950872633856,190689950872633856,8.2092767065E+01,3.9177119292E+01,703106400007193,82.0927837,39.1771568,703,6,4,zg,134,133,401,392,1.219200E+01,1.800000E-02,2.626125E-07,9.216692E-01,2.875618E-02,1.231556E+01,1.299906E-02,1.222739E+01,2.091033E-02,1.201234E+01
1259,0.059196,-7.439708,Gaia DR3 5716266089876304896,5716266089876304896,1.1357379497E+02,-2.0290306105E+01,310103300026445,113.5737927,-20.2902898,310,3,3,zg,149,148,173,172,1.240200E+01,1.200000E-02,7.493663E-07,1.126894E+00,1.463817E-02,1.242714E+01,9.002686E-03,1.239855E+01,1.184440E-02,1.235440E+01
1267,0.039704,-73.967245,Gaia DR3 5716152702738634496,5716152702738634496,1.1650970739E+02,-1.8691918746E+01,310206400026040,116.5096962,-18.6919157,310,6,4,zr,333,332,576,575,1.248000E+01,1.700000E-02,5.523032E-07,9.331465E-01,6.463293E-02,1.356288E+01,7.952690E-03,1.242897E+01,1.263538E-02,1.236087E+01
1267,0.112178,-23.638520,Gaia DR3 5716152702738634496,5716152702738634496,1.1650970739E+02,-1.8691918746E+01,310106400028797,116.5096942,-18.6918902,310,6,4,zg,146,145,173,172,1.264000E+01,9.000000E-03,7.593131E-07,1.349022E+00,1.020828E-01,1.381235E+01,1.712513E-02,1.263659E+01,1.882083E-02,1.255067E+01
1282,0.049844,55.881666,Gaia DR3 4099367785195918976,4099367785195918976,2.8260911106E+02,-1.6259682566E+01,1377102200059748,282.6091230,-16.2596748,1377,2,2,zg,15,0,18,0,1.233300E+01,2.400000E-02,1.716120E-07,1.325456E+00,1.634162E-02,1.236295E+01,1.194382E-02,1.233860E+01,1.335986E-02,1.230665E+01
1282,0.136721,-7.348616,Gaia DR3 4099367785195918976,4099367785195918976,2.8260911106E+02,-1.6259682566E+01,334111300009452,282.6091060,-16.2596449,334,11,3,zg,286,141,336,183,1.236100E+01,1.500000E-02,2.358686E-07,8.722227E-01,1.501188E-02,1.241468E+01,8.425236E-03,1.235805E+01,1.432118E-02,1.231182E+01
1288,0.054261,1.538053,Gaia DR3 1855264729003293824,1855264729003293824,3.2021521501E+02,3.4347914433E+01,1730103200018277,320.2152155,34.3479295,1730,3,2,zg,71,61,71,61,1.330400E+01,2.100000E-02,3.332689E-07,8.989824E-01,1.099674E-02,1.333932E+01,7.332802E-03,1.331091E+01,1.209324E-02,1.328801E+01
1288,0.064626,-5.568863,Gaia DR3 1855264729003293824,1855264729003293824,3.2021521501E+02,3.4347914433E+01,1730203200024422,320.2152129,34.3479323,1730,3,2,zr,112,83,114,85,1.356600E+01,2.100000E-02,3.054868E-07,1.401809E+00,1.170355E-02,1.361176E+01,8.464813E-03,1.358468E+01,8.952668E-03,1.355707E+01
1288,0.096376,-21.739757,Gaia DR3 1855264729003293824,1855264729003293824,3.2021521501E+02,3.4347914433E+01,689211200031078,320.2152030,34.3479393,689,11,2,zr,899,877,1018,996,1.358300E+01,1.500000E-02,4.841882E-07,1.359917E+00,1.490275E-02,1.374026E+01,8.867264E-03,1.357970E+01,9.667211E-03,1.352800E+01
1288,0.181082,-20.976569,Gaia DR3 1855264729003293824,1855264729003293824,3.2021521501E+02,3.4347914433E+01,689111200022956,320.2151932,34.3479614,689,11,2,zg,434,398,473,430,1.334100E+01,1.500000E-02,6.656650E-07,1.347476E+00,1.765303E-02,1.345385E+01,8.872032E-03,1.331626E+01,9.761712E-03,1.320747E+01
1293,0.020352,-45.193986,Gaia DR3 467327699201283072,467327699201283072,4.2250805197E+01,6.2535332616E+01,1841102400008981,42.2507965,62.5353366,1841,2,4,zg,43,34,64,51,1.257100E+01,1.400000E-02,1.707569E-07,7.057081E-01,4.637697E-02,1.256777E+01,8.989334E-03,1.254395E+01,1.888541E-02,1.231790E+01
1293,0.124298,-30.057655,Gaia DR3 467327699201283072,467327699201283072,4.2250805197E+01,6.2535332616E+01,809112400014665,42.2507677,62.5353625,809,12,4,zg,364,363,449,448,1.251200E+01,2.000000E-02,2.420872E-07,9.585204E-01,2.194161E-02,1.257658E+01,7.886887E-03,1.253128E+01,1.219911E-02,1.222438E+01
1299,0.010459,54.671259,Gaia DR3 466359540552004352,466359540552004352,4.5307423942E+01,6.2055918920E+01,1841101400015854,45.3074290,62.0559206,1841,1,4,zg,52,43,63,50,1.292300E+01,1.400000E-02,1.430834E-07,1.034383E+00,1.778050E-02,1.296045E+01,1.324463E-02,1.292637E+01,1.898377E-02,1.289622E+01
1299,0.034479,58.669923,Gaia DR3 466359540552004352,466359540552004352,4.5307423942E+01,6.2055918920E+01,1841201400042371,45.3074414,62.0559239,1841,1,4,zr,78,65,96,82,1.241800E+01,2.300000E-02,1.251725E-07,9.045625E-01,1.611703E-02,1.248922E+01,7.317066E-03,1.240269E+01,1.199285E-02,1.237570E+01
1299,0.049715,26.301950,Gaia DR3 466359540552004352,466359540552004352,4.5307423942E+01,6.2055918920E+01,1812314100008797,45.3074370,62.0559313,1812,14,1,zi,37,17,42,20,1.214200E+01,1.500000E-02,1.559015E-07,8.817284E-01,1.904144E-02,1.222367E+01,9.472847E-03,1.214457E+01,1.592831E-02,1.210698E+01
1299,0.054878,8.410496,Gaia DR3 466359540552004352,466359540552004352,4.5307423942E+01,6.2055918920E+01,1812114100004800,45.3074287,62.0559340,1812,14,1,zg,70,59,78,61,1.290300E+01,1.500000E-02,2.511289E-07,1.087313E+00,1.453376E-02,1.296141E+01,9.400368E-03,1.293043E+01,1.281782E-02,1.289205E+01
1302,0.051920,40.080844,Gaia DR3 2100882501225439488,2100882501225439488,2.8625413889E+02,4.1031516865E+01,1765102400004825,286.2541512,41.0315279,1765,2,4,zg,49,45,55,49,1.333200E+01,1.800000E-02,2.249493E-07,1.412837E+00,1.126215E-02,1.335503E+01,9.185791E-03,1.332416E+01,9.639367E-03,1.330793E+01
1302,0.076011,13.449313,Gaia DR3 2100882501225439488,2100882501225439488,2.8625413889E+02,4.1031516865E+01,1765202400006321,286.2541454,41.0315374,1765,2,4,zr,59,59,64,64,1.363800E+01,1.300000E-02,7.723505E-07,1.567892E+00,1.551419E-02,1.368528E+01,1.059437E-02,1.364156E+01,1.001805E-02,1.360160E+01
1302,0.093828,2.670842,Gaia DR3 2100882501225439488,2100882501225439488,2.8625413889E+02,4.1031516865E+01,727211400015085,286.2541405,41.0315429,727,11,4,zr,913,913,956,956,1.361800E+01,1.900000E-02,5.552643E-07,1.674220E+00,6.092210E-02,1.543385E+01,1.055717E-02,1.365048E+01,9.348873E-03,1.360584E+01
1302,0.147767,-7.062291,Gaia DR3 2100882501225439488,2100882501225439488,2.8625413889E+02,4.1031516865E+01,727111400009360,286.2541322,41.0315576,727,11,4,zg,429,428,456,455,1.331200E+01,1.600000E-02,4.675113E-07,1.320510E+00,8.517233E-02,1.505540E+01,8.410454E-03,1.331631E+01,9.442821E-03,1.328517E+01
1303,2.783726,161.576132,Gaia DR3 2101228774371560832,2101228774371560832,2.8880056461E+02,3.9713997924E+01,727106100045237,288.8008823,39.7132643,727,6,1,zg,0,0,0,0,1.494900E+01,1.320000E-01,6.929911E-310,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
1313,0.106060,8.544584,Gaia DR3 2109335787135270400,2109335787135270400,2.7380463121E+02,3.9709402866E+01,725305100014920,273.8046369,39.7094320,725,5,1,zi,123,79,171,113,1.224500E+01,1.600000E-02,4.672986E-07,1.068012E+00,1.655958E-02,1.226558E+01,1.215458E-02,1.223335E+01,1.687283E-02,1.217759E+01
1313,0.115428,-27.136111,Gaia DR3 2109335787135270400,2109335787135270400,2.7380463121E+02,3.9709402866E+01,726308200027283,273.8046122,39.7094314,726,8,2,zi,95,54,139,78,1.227500E+01,2.000000E-02,3.022303E-07,1.317450E+00,2.055039E-02,1.229025E+01,1.327419E-02,1.223891E+01,1.493819E-02,1.214724E+01
1336,0.046019,-38.573324,Gaia DR3 2164734298245053312,2164734298245053312,3.2123598076E+02,4.8207945306E+01,1805103300009119,321.2359688,48.2079553,1805,3,3,zg,40,36,61,55,1.266700E+01,2.200000E-02,3.721572E-07,2.146008E+00,2.426995E-02,1.267456E+01,1.801395E-02,1.262468E+01,1.244519E-02,1.256428E+01
1336,0.125014,4.998362,Gaia DR3 2164734298245053312,2164734298245053312,3.2123598076E+02,4.8207945306E+01,769111400021670,321.2359853,48.2079799,769,11,4,zg,546,545,715,714,1.261400E+01,1.100000E-02,2.741044E-07,2.418005E+00,2.150490E-02,1.267398E+01,1.499367E-02,1.261036E+01,9.193368E-03,1.253858E+01
1339,0.090840,-14.026850,Gaia DR3 4122470757881214848,4122470757881214848,2.5981441205E+02,-1.8519657781E+01,331208400026722,259.8144056,-18.5196333,331,8,4,zr,893,632,984,720,1.288500E+01,1.300000E-02,2.102318E-07,1.035068E+00,2.145400E-02,1.296314E+01,1.311111E-02,1.289689E+01,1.877997E-02,1.277720E+01
1339,0.160715,-14.703533,Gaia DR3 4122470757881214848,4122470757881214848,2.5981441205E+02,-1.8519657781E+01,331108400030410,259.8144001,-18.5196146,331,8,4,zg,252,252,276,276,1.302300E+01,1.400000E-02,2.414888E-07,6.471981E-01,1.332687E-02,1.309664E+01,7.539749E-03,1.304858E+01,1.727204E-02,1.300786E+01
1341,0.081195,2.303183,Gaia DR3 4137697104137428992,4137697104137428992,2.6024528896E+02,-1.5367018136E+01,331212100010159,260.2452899,-15.3669956,331,12,1,zr,705,458,993,729,1.280100E+01,1.700000E-02,3.097953E-07,1.088850E+00,1.327189E-02,1.288476E+01,8.565903E-03,1.282256E+01,1.166351E-02,1.277637E+01
1341,0.151045,-5.883090,Gaia DR3 4137697104137428992,4137697104137428992,2.6024528896E+02,-1.5367018136E+01,331112100053679,260.2452845,-15.3669764,331,12,1,zg,257,257,278,278,1.301300E+01,1.600000E-02,2.320322E-07,8.635336E-01,1.249279E-02,1.307044E+01,8.548737E-03,1.302931E+01,1.467732E-02,1.298983E+01
1343,0.050329,22.210139,Gaia DR3 1659676827481828608,1659676827481828608,2.1189937943E+02,5.8346031857E+01,821101300003702,211.8993895,58.3460448,821,1,3,zg,824,714,934,811,1.271200E+01,1.100000E-02,5.510637E-07,6.586669E+00,8.334779E-02,1.299962E+01,6.657648E-02,1.276779E+01,1.498577E-02,1.243756E+01
1343,0.080266,6.717839,Gaia DR3 1659676827481828608,1659676827481828608,2.1189937943E+02,5.8346031857E+01,792115100001462,211.8993844,58.3460540,792,15,1,zg,980,878,1197,1045,1.275900E+01,1.200000E-02,4.098766E-07,8.253473E+00,8.150154E-02,1.303509E+01,7.019663E-02,1.278095E+01,1.260966E-02,1.264926E+01
1343,0.099471,-6.685864,Gaia DR3 1659676827481828608,1659676827481828608,2.1189937943E+02,5.8346031857E+01,792215100021219,211.8993733,58.3460593,792,15,1,zr,557,495,1239,1099,1.238100E+01,2.100000E-02,4.379590E-07,6.366013E+00,9.233555E-02,1.391647E+01,5.424309E-02,1.233545E+01,1.263284E-02,1.214338E+01
1343,0.100937,-8.318889,Gaia DR3 1659676827481828608,1659676827481828608,2.1189937943E+02,5.8346031857E+01,792315100003320,211.8993717,58.3460596,792,15,1,zi,202,171,401,370,1.215700E+01,1.700000E-02,5.216725E-07,5.960524E+00,6.342427E-02,1.233389E+01,5.548906E-02,1.216469E+01,1.380216E-02,1.200285E+01
1343,0.109984,60.502367,Gaia DR3 1659676827481828608,1659676827481828608,2.1189937943E+02,5.8346031857E+01,821201300008054,211.8994301,58.3460469,821,1,3,zr,665,545,926,789,1.228800E+01,1.400000E-02,3.951760E-07,5.172327E+00,6.337846E-02,1.250149E+01,4.799557E-02,1.232329E+01,1.375749E-02,1.220157E+01
1343,0.162872,70.310629,Gaia DR3 1659676827481828608,1659676827481828608,2.1189937943E+02,5.8346031857E+01,821301300018024,211.8994606,58.3460471,821,1,3,zi,190,154,276,237,1.216700E+01,2.500000E-02,4.037391E-07,5.500257E+00,6.422231E-02,1.229751E+01,5.154276E-02,1.215159E+01,1.389340E-02,1.204248E+01
1357,0.096340,-10.239847,Gaia DR3 2091640105260286208,2091640105260286208,2.8194677640E+02,3.4892310465E+01,684111100005860,281.9467706,34.8923368,684,11,1,zg,596,572,987,957,1.244800E+01,1.100000E-02,6.436815E-07,9.503551E-01,1.105026E-02,1.254450E+01,6.855488E-03,1.245923E+01,1.069489E-02,1.242628E+01
1357,0.110533,-3.829413,Gaia DR3 2091640105260286208,2091640105260286208,2.8194677640E+02,3.4892310465E+01,684211100029024,281.9467739,34.8923411,684,11,1,zr,484,471,1211,1175,1.265300E+01,1.900000E-02,6.345985E-07,9.322943E-01,1.420923E-02,1.269204E+01,6.501675E-03,1.264216E+01,1.033942E-02,1.252663E+01
1357,0.185711,5.657451,Gaia DR3 2091640105260286208,2091640105260286208,2.8194677640E+02,3.4892310465E+01,684311100029535,281.9467826,34.8923618,684,11,1,zi,227,81,236,87,1.278600E+01,2.000000E-02,7.933926E-07,8.801961E-01,2.030896E-02,1.301505E+01,7.808685E-03,1.278719E+01,1.315293E-02,1.274260E+01
1370,0.091398,-5.124104,Gaia DR3 4093222030592736512,4093222030592736512,2.7867021440E+02,-1.9125528187E+01,333201200006750,278.6702120,-19.1255029,333,1,2,zr,292,292,414,414,1.312100E+01,1.800000E-02,2.575913E-07,1.405192E+00,3.577790E-02,1.313082E+01,2.413559E-02,1.306105E+01,2.546515E-02,1.296370E+01
1370,0.155046,-3.521580,Gaia DR3 4093222030592736512,4093222030592736512,2.7867021440E+02,-1.9125528187E+01,333101200091282,278.6702116,-19.1254852,333,1,2,zg,22,22,26,26,1.353100E+01,1.400000E-02,3.020103E-07,9.775765E-01,3.895287E-02,1.362213E+01,1.639605E-02,1.350832E+01,2.486637E-02,1.344854E+01
1422,0.106893,12.309040,Gaia DR3 3075141475211375232,3075141475211375232,1.3012615637E+02,-2.1263170981E-01,414314400004887,130.1261627,-0.2126027,414,14,4,zi,36,21,50,29,1.181300E+01,1.900000E-02,3.578032E-07,9.589910E-01,2.129110E-02,1.185175E+01,1.024103E-02,1.177033E+01,1.583263E-02,1.174215E+01
1426,0.049502,-26.933332,Gaia DR3 1306158589041469184,1306158589041469184,2.5326378110E+02,2.5490780941E+01,1630213200009019,253.2637742,25.4907932,1630,13,2,zr,47,27,48,28,1.347600E+01,1.800000E-02,3.156936E-07,1.197155E+00,1.906408E-02,1.351508E+01,1.006699E-02,1.348495E+01,1.246732E-02,1.342898E+01
1426,0.064262,-5.804520,Gaia DR3 1306158589041469184,1306158589041469184,2.5326378110E+02,2.5490780941E+01,634308100008851,253.2637791,25.4907987,634,8,1,zi,216,171,232,185,1.379300E+01,1.900000E-02,3.214383E-07,9.984867E-01,1.416570E-02,1.382627E+01,8.262634E-03,1.378136E+01,1.226875E-02,1.373905E+01
1426,0.111928,-7.003913,Gaia DR3 1306158589041469184,1306158589041469184,2.5326378110E+02,2.5490780941E+01,1630113200004868,253.2637769,25.4908118,1630,13,2,zg,28,19,31,20,1.310400E+01,2.100000E-02,3.718809E-07,1.106564E+00,2.139978E-02,1.317415E+01,1.475716E-02,1.311847E+01,1.977198E-02,1.308763E+01
1426,0.126020,-27.822027,Gaia DR3 1306158589041469184,1306158589041469184,2.5326378110E+02,2.5490780941E+01,634208100007708,253.2637630,25.4908119,634,8,1,zr,1267,1000,1370,1069,1.347300E+01,2.500000E-02,4.913114E-07,1.000163E+00,1.315739E-02,1.357015E+01,7.496834E-03,1.348466E+01,1.111299E-02,1.344699E+01
1426,0.139156,-17.532008,Gaia DR3 1306158589041469184,1306158589041469184,2.5326378110E+02,2.5490780941E+01,634108100003674,253.2637682,25.4908178,634,8,1,zg,1184,1006,1283,1089,1.309700E+01,1.100000E-02,4.380234E-07,1.177038E+00,1.503497E-02,1.319795E+01,9.342194E-03,1.310627E+01,1.176745E-02,1.305027E+01
1427,0.081579,-21.829747,Gaia DR3 1300915941504465792,1300915941504465792,2.4876814021E+02,2.5163367464E+01,633306300000348,248.7681309,25.1633885,633,6,3,zi,170,121,179,129,1.271100E+01,1.600000E-02,5.887292E-07,1.032546E+00,2.634381E-02,1.277694E+01,1.852846E-02,1.270091E+01,2.660443E-02,1.262758E+01
1427,0.127295,-18.986009,Gaia DR3 1300915941504465792,1300915941504465792,2.4876814021E+02,2.5163367464E+01,633106300000199,248.7681275,25.1634009,633,6,3,zg,257,225,966,821,1.223300E+01,1.500000E-02,4.556249E-07,1.153060E+00,2.336672E-02,1.232800E+01,1.451111E-02,1.220941E+01,1.865833E-02,1.214486E+01
1427,0.152859,-21.390265,Gaia DR3 1300915941504465792,1300915941504465792,2.4876814021E+02,2.5163367464E+01,633206300009494,248.7681231,25.1634070,633,6,3,zr,411,332,1091,888,1.252700E+01,1.600000E-02,1.379665E-06,1.029857E+00,6.425750E-02,1.371920E+01,1.369286E-02,1.249444E+01,1.971247E-02,1.239825E+01
1447,0.028364,-117.811397,Gaia DR3 2072261693867802880,2072261693867802880,2.9984575442E+02,3.7803967076E+01,729304200146498,299.8457456,37.8039634,729,4,2,zi,51,41,173,163,1.248400E+01,3.200000E-02,3.996375E-07,1.226159E+00,7.453068E-02,1.245899E+01,1.612854E-02,1.242711E+01,1.950169E-02,1.212092E+01
1447,0.140187,36.447891,Gaia DR3 2072261693867802880,2072261693867802880,2.9984575442E+02,3.7803967076E+01,728201100075272,299.8457837,37.8039984,728,1,1,zr,553,551,884,879,1.251400E+01,3.000000E-02,5.333193E-07,8.182580E-01,1.381692E-02,1.245758E+01,7.518768E-03,1.240637E+01,1.362324E-02,1.230208E+01
1447,0.162338,-61.634182,Gaia DR3 2072261693867802880,2072261693867802880,2.9984575442E+02,3.7803967076E+01,729104200035382,299.8457042,37.8039885,729,4,2,zg,459,449,699,685,1.251200E+01,2.100000E-02,5.253389E-07,1.046876E+00,4.492048E-02,1.316018E+01,9.249687E-03,1.247956E+01,1.309953E-02,1.240531E+01
1460,0.155988,-5.179052,Gaia DR3 707988838639921280,707988838639921280,1.2709265191E+02,2.9858672947E+01,617315200005774,127.0926474,29.8587161,617,15,2,zi,30,16,64,35,1.142800E+01,1.300000E-02,5.077798E-07,9.836152E-01,2.250644E-02,1.139702E+01,8.389950E-03,1.136265E+01,1.264614E-02,1.125602E+01
1465,0.034172,-20.555217,Gaia DR3 1979907978477074560,1979907978477074560,3.3042670890E+02,5.0138537912E+01,1806207300012482,330.4267037,50.1385468,1806,7,3,zr,59,53,99,93,1.281900E+01,1.600000E-02,2.425005E-07,2.745546E+00,4.857432E-02,1.296439E+01,1.882076E-02,1.281360E+01,1.016325E-02,1.276804E+01
1465,0.039268,11.524064,Gaia DR3 1979907978477074560,1979907978477074560,3.3042670890E+02,5.0138537912E+01,1806107300010376,330.4267123,50.1385486,1806,7,3,zg,61,55,66,58,1.302000E+01,1.400000E-02,2.370579E-07,2.281034E+00,4.322808E-02,1.316697E+01,1.758671E-02,1.303030E+01,1.143080E-02,1.297296E+01
1465,0.074741,-33.121785,Gaia DR3 1979907978477074560,1979907978477074560,3.3042670890E+02,5.0138537912E+01,770215300026652,330.4266912,50.1385553,770,15,3,zr,647,646,926,925,1.283300E+01,1.600000E-02,2.286447E-07,2.564327E+00,4.715728E-02,1.295960E+01,1.857281E-02,1.280681E+01,1.073812E-02,1.272831E+01
1465,0.092325,-32.671623,Gaia DR3 1979907978477074560,1979907978477074560,3.3042670890E+02,5.0138537912E+01,770115300048564,330.4266873,50.1385595,770,15,3,zg,518,517,562,561,1.304100E+01,1.300000E-02,2.352362E-07,4.702855E+00,5.136110E-02,1.317690E+01,2.955389E-02,1.303718E+01,9.317021E-03,1.293144E+01
1466,0.077379,-18.301736,Gaia DR3 1979916980727866880,1979916980727866880,3.2979370650E+02,4.9997228393E+01,770115300029844,329.7936960,49.9972488,770,15,3,zg,330,329,561,560,1.250100E+01,1.700000E-02,2.623239E-07,2.502522E+00,2.513210E-02,1.255983E+01,1.528454E-02,1.250854E+01,9.055206E-03,1.236596E+01
1504,0.068289,-12.212748,Gaia DR3 1790697141308520448,1790697141308520448,3.2000464471E+02,2.1401534460E+01,594313300009299,320.0046404,21.4015530,594,13,3,zi,155,94,179,113,1.245800E+01,2.500000E-02,2.652546E-07,9.619706E-01,2.048732E-02,1.250087E+01,1.276779E-02,1.244615E+01,1.967787E-02,1.237692E+01
1512,0.090817,27.888361,Gaia DR3 4589034532709089664,4589034532709089664,2.7848921244E+02,3.1640028503E+01,683105400013059,278.4892263,31.6400508,683,5,4,zg,514,511,976,968,1.259100E+01,1.000000E-02,1.004901E-06,1.869635E+01,2.506962E-01,1.281943E+01,1.547728E-01,1.247426E+01,1.227331E-02,1.171055E+01
1512,0.145012,-49.244040,Gaia DR3 4589034532709089664,4589034532709089664,2.7848921244E+02,3.1640028503E+01,684108300020415,278.4891766,31.6400548,684,8,3,zg,530,517,1000,965,1.259800E+01,1.200000E-02,5.718085E-07,2.371851E+01,2.637133E-01,1.285419E+01,1.664476E-01,1.245216E+01,1.040433E-02,1.166967E+01
1512,0.320586,-46.235163,Gaia DR3 4589034532709089664,4589034532709089664,2.7848921244E+02,3.1640028503E+01,684208300027913,278.4891369,31.6400901,684,8,3,zr,244,240,1206,1170,1.211100E+01,1.900000E-02,7.774937E-07,4.689570E+00,1.867059E-01,1.227876E+01,4.095364E-02,1.216516E+01,1.294743E-02,1.152276E+01
1532,2.913092,-172.372812,Gaia DR3 3437761402188634752,3437761402188634752,9.0683782975E+01,3.0127252833E+01,660104300043874,90.6836588,30.1264508,660,4,3,zg,0,0,2,2,1.609000E+01,2.550000E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.252828E-02,0.000000E+00
1538,0.052347,-14.512131,Gaia DR3 3020264089659536256,3020264089659536256,9.4678608961E+01,-5.5658834770E+00,1402209400006757,94.6786053,-5.5658694,1402,9,4,zr,47,45,52,50,1.287000E+01,1.500000E-02,3.202132E-07,2.759777E+00,1.153149E-01,1.311772E+01,2.592468E-02,1.282541E+01,1.392719E-02,1.275697E+01
1538,0.056924,-3.829252,Gaia DR3 3020264089659536256,3020264089659536256,9.4678608961E+01,-5.5658834770E+00,409202400000334,94.6786079,-5.5658677,409,2,4,zr,322,216,379,241,1.287600E+01,1.500000E-02,4.027775E-07,4.983450E+00,8.685233E-02,1.314166E+01,3.005934E-02,1.281884E+01,8.942795E-03,1.277613E+01
1538,0.064125,23.160450,Gaia DR3 3020264089659536256,3020264089659536256,9.4678608961E+01,-5.5658834770E+00,1402109400004825,94.6786160,-5.5658671,1402,9,4,zg,43,42,53,52,1.306900E+01,1.200000E-02,3.598685E-07,4.596593E+00,1.245136E-01,1.330455E+01,5.548382E-02,1.299707E+01,1.789593E-02,1.288845E+01
1538,0.093276,-21.074704,Gaia DR3 3020264089659536256,3020264089659536256,9.4678608961E+01,-5.5658834770E+00,409102400000107,94.6785996,-5.5658593,409,2,4,zg,211,211,242,242,1.306000E+01,1.100000E-02,5.294379E-07,5.808722E+00,8.454731E-02,1.330429E+01,4.743004E-02,1.301735E+01,1.210590E-02,1.294327E+01
1542,0.046791,-4.235488,Gaia DR3 3113620293380843008,3113620293380843008,1.0237268886E+02,5.9713873792E-01,410313200020583,102.3726879,0.5971517,410,13,2,zi,26,26,39,39,1.251600E+01,1.700000E-02,2.716439E-07,1.071650E+00,9.660243E-03,1.251306E+01,6.923676E-03,1.249398E+01,9.578729E-03,1.247361E+01
1542,0.057737,-15.402763,Gaia DR3 3113620293380843008,3113620293380843008,1.0237268886E+02,5.9713873792E-01,1455206200008355,102.3726846,0.5971542,1455,6,2,zr,38,36,53,51,1.265000E+01,1.700000E-02,2.806750E-07,1.131662E+00,1.419760E-02,1.265689E+01,9.694099E-03,1.262683E+01,1.270032E-02,1.260269E+01
