index,oid,ra,dec,designation_01
33138,438208400077317,296.2450339,-3.9806577,Gaia DR3 4210452823640238720
33139,459105200033438,92.0905244,3.6816806,Gaia DR3 3317290082094723328
33140,460106100032095,97.6238625,4.3308341,Gaia DR3 3131274086433523712
33141,460109300040693,98.4787618,4.6636978,Gaia DR3 3130559713110677248
33142,460109400043239,99.6996093,5.0730555,Gaia DR3 3131008069040129280
33143,460109400043247,99.1959559,4.6944113,Gaia DR3 3130879739716270848
33145,460109400043251,99.6051713,4.881032,Gaia DR3 3130910079365452032
33148,460201100053504,99.779932,2.0868696,Gaia DR3 3126750210262228992
33153,460201200049777,98.565121,2.3892264,Gaia DR3 3126998738548389376
33162,460205100047984,99.4619948,3.620092,Gaia DR3 3130204399057090432
33166,460209200052684,98.9736422,5.8423755,Gaia DR3 3131910531869445632
33168,460209200052719,99.109796,6.0822606,Gaia DR3 3131938878653431168
33170,460210400033546,97.9704974,5.0353537,Gaia DR3 3131385205826979200
33178,460214100052113,98.0737733,8.1497337,Gaia DR3 3326226259771626752
33179,460304400046997,94.0903636,1.0803964,Gaia DR3 3122117662833781632
33189,460306400062107,97.5749788,2.8500432,Gaia DR3 3124087845933812096
33192,460315300020491,94.8177711,6.9055077,Gaia DR3 3324944877749294592
33235,460316300060280,92.9931006,7.3928533,Gaia DR3 3328169371696096384
33236,461106400036314,104.3203538,3.4312969,Gaia DR3 3127965960884798592
33359,461111400043307,103.1217714,5.1493486,Gaia DR3 3129147695366455168
33360,461115100044029,102.4357534,7.8451911,Gaia DR3 3133325672052624000
33363,461202400058147,104.4191249,1.4913176,Gaia DR3 3113945920621480448
33375,461216300050765,99.7022113,6.9019677,Gaia DR3 3133506369917164160
33384,461303200048077,102.1628584,2.0911945,Gaia DR3 3126354970192720000
33394,461308100074749,101.2084244,3.6780566,Gaia DR3 3127610822930697984
33395,462104100041164,107.5841975,2.4481205,Gaia DR3 3115189571350028416
33396,462104200043279,106.982136,1.7211863,Gaia DR3 3114715578759618816
33397,462108300041119,107.3440623,2.7866787,Gaia DR3 3115965517323076352
33398,462208200052125,107.1362439,4.392084,Gaia DR3 3116418344312788480
33400,463209200039708,119.6907244,5.6233217,Gaia DR3 3095637127870898688
33429,465306300022427,130.8034071,3.3986535,Gaia DR3 3079329274484276480
33433,479101100020060,229.6490284,2.0705313,Gaia DR3 4421572147228442112
33701,479101100051439,229.6058391,2.0478247,Gaia DR3 4421478929255408768
33715,481305100020460,243.2193017,3.7927566,Gaia DR3 4437179508624910336
33820,484105400012991,264.2617829,3.0604981,Gaia DR3 4377022405672156416
34187,485116400045828,265.4731583,7.2062631,Gaia DR3 4486479651508955008
34189,486207300113425,273.170365,2.8137237,Gaia DR3 4469859876126747392
34191,486216400085821,272.3990198,7.2753176,Gaia DR3 4475093074737814400
34192,488203100196422,287.5425102,2.3574795,Gaia DR3 4268086989835876096
34199,488303100197032,287.6499695,1.8978909,Gaia DR3 4268007584473262592
34203,488307100185949,287.278725,3.5892329,Gaia DR3 4269075107135607936
34220,488307300197592,286.5243264,3.2657848,Gaia DR3 4268954981201145344
34222,489111400102557,294.3554778,5.4566984,Gaia DR3 4291278778090991232
34231,490107100053971,301.657413,3.863563,Gaia DR3 4247149436536107264
34265,490211200079362,300.7628798,5.7362708,Gaia DR3 4248713560548849792
34266,491205100047487,312.1046181,3.6474258,Gaia DR3 1734215679962962048
34272,509202300032740,72.5177615,8.4078348,Gaia DR3 3289656915346252032
34285,511109400034560,88.8101067,12.1334786,Gaia DR3 3343033188355163520
34578,511115300030680,84.5256694,14.3922083,Gaia DR3 3347671100198449664
34579,511204100036521,82.9227633,9.2256132,Gaia DR3 3337843940146649984
34580,511214400043425,87.3778762,14.4222871,Gaia DR3 3347108592623837952
34582,512103100043936,91.8492363,9.193466,Gaia DR3 3329351862091524864
34594,512103100043950,92.1590992,9.6348101,Gaia DR3 3329485933790801024
34605,512103400044156,91.6251372,8.6359741,Gaia DR3 3329295890077933184
34606,512106300044911,93.0682905,10.3335968,Gaia DR3 3329915430520476672
34609,512201300053363,94.9448759,8.7163212,Gaia DR3 3325758928673700992
34613,512210100052949,93.5346869,12.9589854,Gaia DR3 3344089887749564160
34628,513110400044259,101.2147995,12.0759502,Gaia DR3 3352368110795929984
34629,513207100048604,98.752988,11.1232379,Gaia DR3 3328031382987667968
34631,513208100054620,97.1652146,11.2964567,Gaia DR3 3331004531148465792
34632,513210100050174,101.4446411,12.7625645,Gaia DR3 3352428236037437440
34637,513210400048467,100.7492976,12.5403107,Gaia DR3 3352455556325792128
35132,513211200056949,98.5930507,13.4173158,Gaia DR3 3355606928453610752
35133,513212100058324,97.3149834,13.289889,Gaia DR3 3355555251405953792
35135,513213100050655,102.7701115,15.2002052,Gaia DR3 3354585928828192000
35138,513216100057417,96.8178221,14.8885611,Gaia DR3 3356755643227139584
35140,513216300056932,96.4279718,14.0927509,Gaia DR3 3356599340777616384
35187,513216400057172,97.6159859,13.906256,Gaia DR3 3356355794654190464
35188,513310100061777,101.3127749,13.3342316,Gaia DR3 3352789979664648064
35189,514103300039191,105.628639,8.6690563,Gaia DR3 3157597219436280704
35196,514108100038309,103.9704121,11.1447744,Gaia DR3 3159156150826442240
35197,514203200050829,105.7968957,9.5807752,Gaia DR3 3157817877675728640
35198,514204200052889,103.6081333,9.4551005,Gaia DR3 3158331276587472768
35199,514307400053142,105.9169588,10.7720108,Gaia DR3 3159640386918214528
35200,514308300059584,103.2896108,10.6792501,Gaia DR3 3159026240955199232
35201,515102300033236,114.7305938,8.4529381,Gaia DR3 3148358195026175872
35203,537113400058689,274.5460662,14.3857658,Gaia DR3 4497626122444460928
35204,538201300169643,280.0920811,8.8706582,Gaia DR3 4479434290260290304
35214,539214100156931,285.905223,14.9424629,Gaia DR3 4506875248640287872
35588,539311200045699,283.4124677,12.8515234,Gaia DR3 4506140087670908672
35750,539314300179046,285.2032783,14.5455869,Gaia DR3 4506746399617224320
35796,540104200047639,288.7053601,9.3189926,Gaia DR3 4308983599661223424
35799,540201200155410,293.9018005,9.0252492,Gaia DR3 4302169410737457280
35805,540302300056566,292.7832492,8.8182372,Gaia DR3 4296333340448931200
35965,540306200195849,292.8395914,11.1727648,Gaia DR3 4314906325250185728
35966,540310400034326,293.4110905,12.153567,Gaia DR3 4315360011251038592
36049,540313400189475,294.920359,14.0484939,Gaia DR3 4317224679872895488
36068,541104200116831,295.6603016,9.2275345,Gaia DR3 4301429679916867968
36071,541106400073156,300.5061593,10.1573231,Gaia DR3 4300465064604811648
36072,541116100096019,296.1111339,14.8446659,Gaia DR3 4317665510964937600
36079,541205400093574,302.1567431,10.725906,Gaia DR3 4300560683451133440
36088,541210200008945,299.4625886,13.4398641,Gaia DR3 1807075608271552384
36944,541210300102088,299.2704134,12.1360598,Gaia DR3 4304097747949758592
37379,541213400087132,301.8833838,14.4028064,Gaia DR3 1806841446648102912
37380,542202200059581,306.7607612,9.0920254,Gaia DR3 1752383627847639424
37386,543107400037692,312.3476201,10.0569968,Gaia DR3 1751366686966738304
37388,543302300006990,313.5202659,8.5515552,Gaia DR3 1750217486861133440
37497,544214400039885,320.8996277,14.0520873,Gaia DR3 1747323748351911040
37503,544215400044392,319.2297139,13.9555267,Gaia DR3 1759325845481631872
37562,560210400011189,75.1122689,19.1849778,Gaia DR3 3408261165914697344
37968,561213300045227,83.9209595,21.4030359,Gaia DR3 3402983608883878016
37975,562105200033720,90.952993,18.2646389,Gaia DR3 3350313020482132096
37978,562111400037304,87.5335312,19.1661069,Gaia DR3 3398880716823578368
37981,562202200052193,88.8313189,16.0676567,Gaia DR3 3349565249497848448
37984,562202200055669,88.4459697,16.1535158,Gaia DR3 3349578306198547200
37991,562214200051914,88.4949485,21.8361853,Gaia DR3 3423998441484396544
37992,563102200046648,95.8955497,16.3552271,Gaia DR3 3369171397246213760
37993,563110200040552,96.3820569,20.0982695,Gaia DR3 3372586102405306496
37996,563116200008897,91.8608715,22.0966447,Gaia DR3 3423526544838563328
38333,563203100050902,95.3384675,16.130147,Gaia DR3 3369187576386288128
38340,563204100041659,93.4771714,16.518027,Gaia DR3 3370105363654128640
38348,563215200067368,93.8628257,22.4518367,Gaia DR3 3377068158475713408
38350,563215300048447,93.9719066,21.1019917,Gaia DR3 3376597670578452992
38356,563216400041923,92.8232595,21.5640759,Gaia DR3 3375419372069615872
38364,563304300060592,92.2301573,15.7048423,Gaia DR3 3345950879898371712
38365,564204400052444,99.9565242,15.7925666,Gaia DR3 3357810968230100608
38366,564206400048096,104.4305788,17.9003867,Gaia DR3 3364353096774148864
38369,564303200026100,101.5484187,16.1339596,Gaia DR3 3357895488887646720
38401,564311100050468,102.2402613,20.5621122,Gaia DR3 3377880869366930944
38402,565202400024691,111.1128177,15.5172189,Gaia DR3 3167149432858683776
38428,565301100011868,113.0178492,16.2591342,Gaia DR3 3168749806393138560
38457,571315200022558,150.7011691,21.9491313,Gaia DR3 629607506553221888
38458,585105300004117,255.0685433,17.5610728,Gaia DR3 4558674061726907136
38981,587109400039144,270.1183883,19.5058041,Gaia DR3 4527619146074685696
39017,587202300054136,267.5333484,15.4941888,Gaia DR3 4500997701822869504
39019,587301400046261,270.7508888,15.2350076,Gaia DR3 4501491966662718720
39103,589105400066047,285.0705268,17.2439508,Gaia DR3 4514131303826240640
39448,589108400065797,279.5173956,17.3616321,Gaia DR3 4511974439947402624
39449,590111400091233,288.330699,19.3968185,Gaia DR3 4516123820725114624
40002,590115100109956,288.1375065,22.3572053,Gaia DR3 4520368592770652160
40003,590116300090514,285.3259009,21.5159073,Gaia DR3 4520575781983051776
40030,590308100030363,286.1609896,18.3537342,Gaia DR3 4514684839222096768
40189,591101100108507,299.0700218,16.2448082,Gaia DR3 1820105847540165376
40190,591103200140114,294.8902584,16.6971661,Gaia DR3 4321920625312679936
40473,591106100089483,297.5803471,18.579012,Gaia DR3 1821545902878821632
40975,591107200130865,294.8112846,18.6837165,Gaia DR3 1824456310168773888
40977,591107400149283,295.6353427,17.9668607,Gaia DR3 1824170196625800576
40978,591109300109488,299.0096801,19.1730518,Gaia DR3 1823128851678705280
41523,591110400144779,297.1868266,19.6610469,Gaia DR3 1824762279281819008
41525,591203200176327,295.0916483,16.3348114,Gaia DR3 4318895520885071744
41548,591206100171575,297.1360519,18.2011328,Gaia DR3 1821509378448652416
41556,591207200181911,294.7846496,18.8308703,Gaia DR3 1824470191510680064
41558,591214400170493,297.4508313,21.1763991,Gaia DR3 1826624856333297536
41559,591301300035246,298.4489762,15.510583,Gaia DR3 1819667284160239360
41718,591303300015236,294.9834125,15.8096368,Gaia DR3 4318733072393451904
41877,591306200055829,297.085346,18.7871564,Gaia DR3 1824564367190357120
42000,591307300128861,294.6175389,17.2572508,Gaia DR3 4322021849109320320
42022,591307400179572,295.2972729,17.8549537,Gaia DR3 1824071957780155904
42033,591307400188312,295.6017456,17.5238323,Gaia DR3 1824001215430918784
42054,591309100112325,299.386311,20.2939523,Gaia DR3 1823377448721201536
42057,591313100023050,300.0000342,22.2479051,Gaia DR3 1827037654207752320
42216,591313300084103,298.3010775,21.1567232,Gaia DR3 1826648903794155392
42226,591314100128317,297.1734681,21.9858459,Gaia DR3 1827560055337367296
42233,592113300067855,306.1944542,21.3636619,Gaia DR3 1817140812578311680
42234,592204100039710,300.8222187,16.3119413,Gaia DR3 1808137014947486208
43221,592207200128978,302.0061066,18.835561,Gaia DR3 1822354009533141888
43227,592215200119329,302.0533685,22.1067831,Gaia DR3 1829931156484142720
43310,592215400131286,302.4180182,21.0786811,Gaia DR3 1829602265064012928
43633,593203200062482,309.1623884,16.3368329,Gaia DR3 1810953585765165312
43634,593215300071081,309.624333,21.3307423,Gaia DR3 1817679706409974400
43656,594313300009299,320.004629,21.4015751,Gaia DR3 1790697141308520448
43769,610203100041178,75.5679689,24.0294088,Gaia DR3 3418751571996387712
43774,611110200039669,84.4220236,27.2694534,Gaia DR3 3441688106106307456
43775,611110200039676,84.1680565,27.9116089,Gaia DR3 3442520127170919168
43776,611113200042193,86.1599064,29.0165179,Gaia DR3 3444163244219313024
43778,611210100039411,84.9369519,27.7822133,Gaia DR3 3441732292729818752
43779,611211400037730,83.1965855,26.7476996,Gaia DR3 3441943089726042112
43801,611213200036404,86.3845924,29.2985291,Gaia DR3 3444174479853674880
43821,611216100028983,81.325801,29.6147748,Gaia DR3 3445803646848503680
43825,612107100043195,91.0015115,25.274389,Gaia DR3 3426626446076614400
43826,612108100039322,88.9999432,25.4025576,Gaia DR3 3428288598417817216
43827,612110200042274,91.6585427,27.9008223,Gaia DR3 3430531357322174592
43829,612111300040989,89.9021183,26.6413452,Gaia DR3 3429996414854259840
43831,612115300043214,89.5295358,28.1855424,Gaia DR3 3431470821291988864
43832,612201200048665,93.9592729,24.062426,Gaia DR3 3425649426912929792
43833,612205100048311,95.153537,25.1875953,Gaia DR3 3431831534119765120
44449,612206400051564,93.003851,24.8731899,Gaia DR3 3426686055922156928
44451,612208100051123,88.3812403,25.7423169,Gaia DR3 3428356218382680960
44455,612210300053307,92.236031,26.2645791,Gaia DR3 3427077241543119872
44456,612215400053998,90.7448974,28.6753354,Gaia DR3 3431426810763424640
44458,612216200053058,87.2256737,29.1363795,Gaia DR3 3443454127939514880
44466,612216300052120,87.8468118,28.9688185,Gaia DR3 3443268649773708544
44467,612216300052219,87.1707096,28.3234486,Gaia DR3 3443134135696407040
44468,612312200059382,87.202108,27.3651752,Gaia DR3 3443002812776816512
44469,613103200017376,97.1435795,23.960968,Gaia DR3 3383387223600022144
44718,613112300037983,95.4349405,26.3008064,Gaia DR3 3432189386497320192
44719,613201200051229,101.714013,23.6802251,Gaia DR3 3379658642229156352
44727,613202100049965,100.0466663,23.8395436,Gaia DR3 3382819188404752896
44728,613203300049715,97.4758027,22.7793327,Gaia DR3 3376496962185496832
44732,613204200033993,94.8276051,23.4693659,Gaia DR3 3377528716408925696
44746,613204200046979,94.925056,23.2890437,Gaia DR3 3377453292485462144
44749,613204200046996,94.9755592,23.2649214,Gaia DR3 3377452300351064320
44751,613208100036092,96.0139955,25.4162235,Gaia DR3 3431807787242368768
44831,613212300049934,95.5287031,26.3243893,Gaia DR3 3432186882533666048
44836,613214200043943,99.4269424,29.4653046,Gaia DR3 3434659649824599680
44838,617315200005774,127.0926417,29.8587864,Gaia DR3 707988838639921280
44873,628315400001430,209.9995815,28.9062701,Gaia DR3 1452817080654395392
44990,633306300000348,248.7681333,25.1633982,Gaia DR3 1300915941504465792
45119,634313300001062,258.8204399,28.9136732,Gaia DR3 4575529957234615040
45299,637111100002311,277.9357128,27.8653211,Gaia DR3 4587005006040801664
45783,637114200042307,278.476608,29.4625936,Gaia DR3 4587447357614092416
45784,638103300073807,284.665562,22.8689706,Gaia DR3 4533020123297629056
46139,638114100069785,287.3895927,29.357811,Gaia DR3 2037788984977607040
46140,638204300110377,281.8925132,22.8448621,Gaia DR3 4532456245628634624
46183,638210400053044,287.5708435,26.9733399,Gaia DR3 2036497952170980736
47093,639101200052140,295.7088885,23.4630486,Gaia DR3 2020105333313222144
47097,639109200114752,296.2649767,27.6435725,Gaia DR3 2028145473427809152
47269,639113100130649,297.1766672,29.4006836,Gaia DR3 2031738406897643776
47270,639116100092224,290.2048447,29.2873214,Gaia DR3 2038347158933318400
47271,639209100130745,297.3442616,27.8641063,Gaia DR3 2028026455627187328
47545,639209200163116,296.1807428,27.851222,Gaia DR3 2028256391012987392
47614,639213200101999,296.2711444,29.5949114,Gaia DR3 2031978925069034624
47820,639311400187640,292.3136955,26.7167271,Gaia DR3 2024877729184583552
47835,639312100178267,291.0424551,27.7942874,Gaia DR3 2025947897598966528
47838,639313200020731,296.280326,29.456964,Gaia DR3 2031787953645416704
48007,640109400015823,304.7627342,26.7282436,Gaia DR3 1835878170037853440
48591,640112100094926,298.0512459,27.4428613,Gaia DR3 2028313909196443264
48592,640112100094930,297.7715042,27.7188515,Gaia DR3 2028380704530014976
48605,640114400038802,302.6345146,28.4353999,Gaia DR3 1837262184608359296
48606,640116100115632,297.689494,29.397183,Gaia DR3 2028829099125287168
48609,640116100115884,298.5275573,29.726551,Gaia DR3 2030349964219095424
48611,640116300133872,297.4191989,28.2223761,Gaia DR3 2028598407842208768
48612,640116300133910,297.3558796,28.935943,Gaia DR3 2028715741997466496
48613,640210400118150,302.1825147,26.2746236,Gaia DR3 1836363986692872704
48614,640215100129619,300.1597767,29.8880802,Gaia DR3 2030171156132038272
48620,641104100077715,305.8512986,23.6688334,Gaia DR3 1831126767977376000
48621,641105200056885,310.8356056,25.8247298,Gaia DR3 1843656497553051008
48626,642215100062846,315.4332028,29.6284089,Gaia DR3 1852409297303706752
48627,649103200030159,6.4985146,31.297279,Gaia DR3 2862232352846409216
48629,656102100028144,63.9687519,30.8758479,Gaia DR3 166356903857686528
48630,656106300008327,63.5442314,31.6691885,Gaia DR3 169458931096116352
48989,658104200016497,74.6376367,30.6967882,Gaia DR3 156980406131102720
49047,658109100038746,81.8140222,34.4272395,Gaia DR3 182639395454247808
49048,658109100038844,81.932453,34.5336394,Gaia DR3 182641663196974720
49050,658214100051510,79.585077,36.6302021,Gaia DR3 187043317482036224
49051,658214100051565,80.0448347,36.6726503,Gaia DR3 184055879966125824
49054,658314100063971,80.13972,36.6303666,Gaia DR3 184056120484504192
49055,659101200009526,88.6180504,30.8994314,Gaia DR3 3444099365170888192
49394,659106200023223,86.395497,32.8208052,Gaia DR3 3448292322700683264
49735,659112200042290,82.1788931,35.0148896,Gaia DR3 182866238446258176
49736,659114100036373,88.0450067,36.3027275,Gaia DR3 3455334419797803520
49738,659201200056982,88.9044995,30.711248,Gaia DR3 3444043019495963392
49742,659201300056222,88.8873756,29.6429909,Gaia DR3 3443682242243851136
49744,659203200047503,84.8516307,30.8887998,Gaia DR3 3447570321516606720
49746,659206400060953,87.9807673,32.2397207,Gaia DR3 3451167305090157568
49764,659206400061055,88.3204477,32.1794912,Gaia DR3 3450980697349294848
49765,659210200052439,86.9872484,35.1578356,Gaia DR3 3454783083435919360
49770,659210300000494,86.5075753,34.297681,Gaia DR3 3454648771219441408
50294,659212100057260,82.9366022,34.8819907,Gaia DR3 182993270699222144
50299,659212300037770,81.9444464,33.9462214,Gaia DR3 182607720075169024
50304,659216300056670,82.4884815,35.9546233,Gaia DR3 183355216182727936
50306,660104300043874,90.683525,30.1265682,Gaia DR3 3437761402188634752
50308,660203100043050,93.1308956,30.5260324,Gaia DR3 3437975708175072768
50321,660214400040777,96.0870318,35.979618,Gaia DR3 942784324072249856
50322,660216300045208,90.1216943,35.3122064,Gaia DR3 3451987987438434944
50331,660216400045217,91.3239156,35.4746615,Gaia DR3 3453271766045220224
50334,661104400035503,98.8603558,30.1604752,Gaia DR3 3434939338094495360
50335,662112300029936,105.4265323,33.6850515,Gaia DR3 891119647072816768
50341,681205200045190,261.5443939,32.7658889,Gaia DR3 4600426851857547648
50345,681307400012489,258.6057048,31.5834933,Gaia DR3 1333493685058234880
50540,681314300011045,259.1943631,35.5458745,Gaia DR3 1336799091888985600
50742,683105400013059,278.48915,31.6400883,Gaia DR3 4589034532709089664
51710,684107100033363,282.4382816,32.8128891,Gaia DR3 2090563996916353024
51732,684111100005860,281.9467192,34.8923519,Gaia DR3 2091640105260286208
52689,685101300125074,293.3507195,29.9621133,Gaia DR3 2032585580589627392
52692,685201400057147,293.980861,30.2784148,Gaia DR3 2032684811511079936
53554,685201400165260,294.0412935,29.8196389,Gaia DR3 2032384129459610752
53669,685203200089426,288.9928383,31.2409096,Gaia DR3 2039882180236989952
53677,685214100079564,292.1610573,36.7773773,Gaia DR3 2051495084612837504
53680,686102100118568,299.4380809,31.0227506,Gaia DR3 2030545608578824704
53681,686102200115041,298.8381382,31.2848374,Gaia DR3 2033549405611870080
53683,686104100145964,295.3116505,30.7225252,Gaia DR3 2032917942356004736
53685,686106100107831,300.0271382,32.7916856,Gaia DR3 2034163173610289920
53691,686107100134600,297.5190451,32.6401042,Gaia DR3 2034672144420990720
53710,686107300142087,296.5695229,32.1160005,Gaia DR3 2034587035353232768
53714,686109400055919,302.3013735,33.9198365,Gaia DR3 2055322587671674240
53723,686113100081186,302.3549377,36.4961935,Gaia DR3 2059236196250418688
53728,686113300094009,300.8623642,36.0350407,Gaia DR3 2059854121788578432
53729,686113300094058,301.4981804,35.7620425,Gaia DR3 2059075839349023104
53730,686113400083488,302.2203329,35.5811209,Gaia DR3 2059034092265125760
53731,686113400083635,302.6585461,35.8741172,Gaia DR3 2058950628143309312
53734,686114100149777,300.1156147,36.5339156,Gaia DR3 2059744720391006720
53738,686114200133909,298.7043905,36.995612,Gaia DR3 2071828868562847616
53748,686115300114154,297.0084742,35.613873,Gaia DR3 2047668268773127680
54274,686201200145006,301.2209197,30.9305359,Gaia DR3 2030628346799140480
54282,686202200171184,298.8793546,30.5134999,Gaia DR3 2030414457451949312
54287,686202300140391,298.3946736,30.287288,Gaia DR3 2033386265579184128
54303,686205300150931,301.0936524,32.2024254,Gaia DR3 2031043790377776512
54305,686208100177278,295.4150151,33.0828542,Gaia DR3 2046899263467736576
54405,686213300130374,300.8754788,36.0243652,Gaia DR3 2059853911313969152
54405,686213300130374,300.8754788,36.0243652,Gaia DR3 2059853915630134912
54413,686302100066618,299.9267991,30.9130965,Gaia DR3 2030488468329770880
54440,686302400130760,299.4222588,30.3552796,Gaia DR3 2030440880088539136
54453,686303300105019,296.4680367,30.2646379,Gaia DR3 2032127634004036096
54475,686303300134780,296.4974351,29.5948303,Gaia DR3 2031811146471137920
54481,686303400117724,297.5705588,30.0192296,Gaia DR3 2031885290425387648
54501,686304300012405,294.3884093,30.2038306,Gaia DR3 2032490090563564288
54661,686306100193703,300.2239669,32.9912594,Gaia DR3 2034191142438867072
54663,686307100193789,297.2754211,32.6218604,Gaia DR3 2034674068566607360
54694,686307100195278,297.3890634,32.9568047,Gaia DR3 2034752408775867008
54698,686310200119687,298.4502453,34.5844,Gaia DR3 2035498045115239424
54741,686310300061574,299.3256769,34.1009393,Gaia DR3 2035249147499971840
54901,686311200188435,296.6752654,34.6518957,Gaia DR3 2047476472713329152
54902,686311400195730,297.6947843,33.6644108,Gaia DR3 2035165687706631168
54903,686312100067646,295.7864354,34.8379944,Gaia DR3 2047353396121717376
55065,686312400181580,295.9675886,34.1627435,Gaia DR3 2047061338355392512
55075,686313300110687,301.3988336,35.6235148,Gaia DR3 2059073159271061632
55123,686313300142371,301.5437203,35.386883,Gaia DR3 2059011376158159488
55204,686313300161899,301.5081852,35.7670428,Gaia DR3 2059075873709364864
55220,686313400052037,302.1142897,36.0949206,Gaia DR3 2059154007751836672
55228,686314100145853,299.6690377,36.670883,Gaia DR3 2059808595139461376
55390,686314300008593,298.7499962,36.0442726,Gaia DR3 2059678646610374272
55549,686314300051260,298.8984083,36.1746799,Gaia DR3 2059686618070580608
55625,686314400031644,299.7621136,35.6026883,Gaia DR3 2059500388281433344
55786,686315400184243,297.8694618,35.8266587,Gaia DR3 2047653700242302336
55788,687107400077211,305.1250839,32.0231925,Gaia DR3 2054238915882732160
55793,687108400043343,302.8153948,31.5303894,Gaia DR3 2054022105925767808
55800,687112100059241,303.3259461,35.0252728,Gaia DR3 2055844752617308672
55806,687116300084140,302.312593,35.4834834,Gaia DR3 2058844907537751680
55807,687116400089260,302.8320836,35.8287344,Gaia DR3 2058948227281717888
55808,687203300119627,304.2822301,30.1133669,Gaia DR3 1861481470833585408
55810,687204400132186,303.5796097,30.177236,Gaia DR3 2053659026583025792
55848,687214100069867,307.4518436,36.9797854,Gaia DR3 2057763847071953792
55871,687215200096535,303.9638205,36.3588111,Gaia DR3 2060450641189542144
55922,687216300126853,301.6435804,35.739004,Gaia DR3 2059095424401407232
55923,687216400128122,302.9756759,36.1968804,Gaia DR3 2058985262750809088
55927,687308200147377,301.9894164,32.5844193,Gaia DR3 2055086050926193792
55928,687316300175945,302.2968517,36.0487608,Gaia DR3 2059150640497117952
55930,687316300176199,302.2250855,35.5116802,Gaia DR3 2058845629092327040
55931,687316400093088,302.739936,35.9525754,Gaia DR3 2058952728407702272
55932,688108400068281,311.1137757,31.6956247,Gaia DR3 1859810556755163264
55938,688111200004791,311.8917413,35.0803841,Gaia DR3 1869515361783889664
56425,688111200083750,311.7585107,34.5969092,Gaia DR3 1869392766237418240
56429,688206300097175,314.8641336,31.7507553,Gaia DR3 1864933765529913728
56433,688206300097180,314.8817309,32.1980599,Gaia DR3 1864999220843139840
56585,688207400053611,313.6842523,32.0670822,Gaia DR3 1865673736869022848
56874,688211200110295,312.06825,34.4587591,Gaia DR3 1869422453048750336
56877,688213400076954,317.4733962,35.4916128,Gaia DR3 1868047509447500032
56882,688215200111619,312.1060729,36.8205108,Gaia DR3 1870809727490785920
56884,688215300115589,312.1976478,36.0923926,Gaia DR3 1870709293971322112
56886,689101300039958,323.933243,29.7476171,Gaia DR3 1849597571190605952
56892,689113100041903,325.6049889,36.900793,Gaia DR3 1952619298153864832
56893,690204100038204,326.927421,30.8397497,Gaia DR3 1945697808034770560
56966,690206400016892,331.2031068,31.5671822,Gaia DR3 1898657883100188544
57745,692314100015897,346.3399442,36.9175556,Gaia DR3 1915930798455044096
57840,694107300029418,1.211217,38.7862377,Gaia DR3 2880948308493845504
57845,695107200040203,10.2980157,39.6055592,Gaia DR3 368655494196328064
57855,696202400039889,22.109379,37.0691168,Gaia DR3 322331836662465152
57859,697315200042366,26.5771302,43.7037262,Gaia DR3 349434489051204096
57862,700110200033485,55.5952216,42.1314178,Gaia DR3 237256162395393920
57863,700210400042276,56.2037549,40.9386764,Gaia DR3 225073814076355200
57867,702105200038599,74.1337691,40.1708948,Gaia DR3 200031367302522368
57869,702109400005210,76.3469309,41.1654407,Gaia DR3 200896515455915648
58277,702114100042341,73.9225581,43.6542082,Gaia DR3 205260889423152512
58278,702310200070833,71.8781932,42.3180796,Gaia DR3 203672129480876288
58279,702311400067738,70.8419418,40.7422981,Gaia DR3 202934116658390784
58280,703106400007193,82.0926477,39.1772765,Gaia DR3 190689950872633856
58672,703108100047653,77.4239014,39.5878917,Gaia DR3 188555356425677184
58673,703114400036773,82.3518396,43.1155742,Gaia DR3 195474273863568000
58674,703202300052842,80.6490445,37.6772646,Gaia DR3 184497471323752064
58678,703204400050996,76.9749457,37.2641778,Gaia DR3 186540020330913920
58679,703204400051113,77.7814721,37.3004875,Gaia DR3 187279922937354240
58681,703206100051184,82.1517,39.7498148,Gaia DR3 193813903926472192
58683,703208200057767,75.8621221,40.0767275,Gaia DR3 200548382584425856
58687,703216300059747,75.7420261,42.5693936,Gaia DR3 202192496067552128
58696,703306300069904,81.0876663,39.329678,Gaia DR3 193743333321832448
58697,703311300070727,78.0631493,41.2133802,Gaia DR3 201117517292936192
58705,704204100055043,85.3769474,38.1869909,Gaia DR3 189818660926506624
58706,704214400045286,90.6660379,42.8819175,Gaia DR3 960929633185503744
58707,705204300046587,93.3800513,37.157379,Gaia DR3 3453921272476901760
58711,705215300040133,95.7329167,42.902175,Gaia DR3 961668745517411328
58712,707213100033502,119.6480529,43.5037157,Gaia DR3 923063449155383936
58718,713304200004529,162.3037718,38.0041656,Gaia DR3 775796304839770880
58787,723204200042948,248.9909147,37.9671536,Gaia DR3 1331435777247619968
58789,725106100002399,271.4962756,40.2195123,Gaia DR3 2112562574587422976
59874,725305100014920,273.8046298,39.709437,Gaia DR3 2109335787135270400
59987,726216100017270,275.4197981,43.7024707,Gaia DR3 2115021426183430144
61270,727203200067681,285.2394975,37.7310741,Gaia DR3 2099876757323090304
61274,728105200096223,298.9395453,40.3931035,Gaia DR3 2073593412917417600
61275,728107400069242,295.3327491,38.9466554,Gaia DR3 2076166471964184320
61276,728201300029128,298.989502,37.1862518,Gaia DR3 2071856008429351680
