,Name,RA,Dec,Class,Gmag
413,TYC 3740-1791-1,67.04064215,56.98449308,EM,10.76465600
2494,WISE J185608.58-163255.1,284.03575762,-16.54867009,Cool,12.03888600
2516,WISE J194127.64+385155.3,295.36520609,38.86536427,Cool,12.32726600
2525,TYC 2670-214-1,299.60864283,31.81163798,EM,11.33664200
