waveobs	flux	err
356.1424757398572	0.6517200445831798	0.0
356.14764848015864	0.7272651292272734	0.0
356.1528212204601	0.49951338928117006	0.0
356.1579939607616	0.5430098779666449	0.0
356.163166701063	0.6524720785532618	0.0
356.1683394413645	0.7400242740007819	0.0
356.1735121816659	0.5537383654112005	0.0
356.1786849219674	0.6185922042128245	0.0
356.18385766226885	0.7659588579556152	0.0
356.18903040257027	0.5862621709168949	0.0
356.19420314287174	0.6565451114839778	0.0
356.19937588317316	0.8879053039864291	0.0
356.20454862347464	1.142901962821183	0.0
356.2097213637761	1.1425168417446643	0.0
356.21489410407753	1.0887979885813694	0.0
356.22006684437895	1.1465708554163452	0.0
356.2252395846804	1.288073404927107	0.0
356.2304123249819	1.0699947944994292	0.0
356.2355850652833	1.08073288224587	0.0
356.2407578055848	1.2791190339275254	0.0
356.2459305458862	1.189013289067041	0.0
356.2511032861877	1.1925708945141538	0.0
356.25627602648916	0.9611393259118812	0.0
356.2614487667906	0.9936114642985199	0.0
356.26662150709205	1.0819615679734391	0.0
356.2717942473935	1.1286983539835536	0.0
356.27696698769495	1.188711659042832	0.0
356.2821397279964	1.2258121032996414	0.0
356.28731246829784	1.2473055178752372	0.0
356.29248520859926	1.1552648017702005	0.0
356.29765794890073	0.8705792026863146	0.0
356.3028306892022	0.7459767432931477	0.0
356.30800342950363	0.8907567808520462	0.0
356.3131761698051	1.0706358641795841	0.0
356.3183489101065	1.1354474189489085	0.0
356.323521650408	1.2390373485563364	0.0
356.3286943907095	1.169117052621125	0.0
356.3338671310109	1.1826564562691906	0.0
356.33903987131237	1.2176747302391386	0.0
356.3442126116138	1.0261722297847227	0.0
356.34938535191526	0.8501904809254615	0.0
356.35455809221673	0.7440544160490059	0.0
356.35973083251815	0.9114867622302529	0.0
356.36490357281957	1.0092468076584185	0.0
356.37007631312105	0.9258653370304208	0.0
356.3752490534225	1.0656658492248563	0.0
356.38042179372394	1.016166637968217	0.0
356.3855945340254	0.9389700911205224	0.0
356.39076727432683	0.8463363028205321	0.0
356.3959400146283	0.8648738111148462	0.0
356.4011127549298	0.6544999518072224	0.0
356.4062854952312	0.8390991155576772	0.0
356.4114582355327	0.8521413639336177	0.0
356.4166309758341	0.6992704704687107	0.0
356.42180371613557	0.8182668995751318	0.0
356.42697645643705	0.8847585185721787	0.0
356.43214919673846	1.020922188194729	0.0
356.4373219370399	0.9219428024392926	0.0
356.4424946773414	0.8277070434971194	0.0
356.44766741764283	0.8240481697715247	0.0
356.45284015794425	0.7388990997340251	0.0
356.4580128982457	0.7250141536328362	0.0
356.46318563854715	0.7810218218150549	0.0
356.4683583788486	1.014266229173926	0.0
356.4735311191501	0.6589200331527074	0.0
356.4787038594515	0.8069807217016376	0.0
356.483876599753	1.031055919626021	0.0
356.4890493400544	0.991621958568882	0.0
356.4942220803559	0.7033233740100461	0.0
356.49939482065736	0.7734844812570685	0.0
356.5045675609588	0.5883110607333399	0.0
356.5097403012602	0.43063925655029966	0.0
356.5149130415617	0.5426842785644337	0.0
356.52008578186314	0.4237810977353542	0.0
356.52525852216456	0.35557798453821765	0.0
356.53043126246604	0.26259240413353724	0.0
356.53560400276746	0.20405790723437917	0.0
356.54077674306893	0.5259574845963264	0.0
356.5459494833704	0.8530818585105859	0.0
356.5511222236718	0.6533128558688621	0.0
356.5562949639733	0.9714912902914068	0.0
356.5614677042747	0.6532963133830533	0.0
356.5666404445762	0.46884202107423995	0.0
356.57181318487767	0.6321936264888075	0.0
356.5769859251791	0.5740065736305823	0.0
356.5821586654805	0.47166620478094845	0.0
356.58733140578204	0.3673993442261053	0.0
356.59250414608346	0.2869474128030184	0.0
356.5976768863849	0.22243423821576497	0.0
356.60284962668635	0.3527226569384257	0.0
356.60802236698777	0.2794454096022053	0.0
356.61319510728924	0.3522913627941515	0.0
356.6183678475907	0.6653052570327855	0.0
356.62354058789214	0.7263979868266018	0.0
356.6287133281936	0.23479026584488888	0.0
356.63388606849503	0.4523623921530281	0.0
356.6390588087965	0.6356013997579761	0.0
356.644231549098	0.7504377705977803	0.0
356.6494042893994	0.8897810027092716	0.0
356.6545770297008	1.0153196346961844	0.0
356.65974977000235	0.9109539355468383	0.0
356.66492251030377	0.990899400537644	0.0
356.6700952506052	1.0044718562208668	0.0
356.67526799090666	0.9698984151981596	0.0
356.6804407312081	0.9606552885581732	0.0
356.68561347150955	0.9737881185448912	0.0
356.69078621181103	0.8670862984111554	0.0
356.69595895211245	0.9051397084862037	0.0
356.7011316924139	0.9588470164028491	0.0
356.7063044327154	0.956401085802346	0.0
356.7114771730168	0.8690458926511739	0.0
356.7166499133183	0.7440289817861606	0.0
356.7218226536197	0.6893182125938655	0.0
356.72699539392113	0.6563950824910955	0.0
356.73216813422266	0.6808727910246238	0.0
356.7373408745241	0.6141214162881133	0.0
356.7425136148255	0.4544786879381194	0.0
356.747686355127	0.40573141716805916	0.0
356.7528590954284	0.39441347388090847	0.0
356.75803183572987	0.3171689430848964	0.0
356.76320457603134	0.287057706925591	0.0
356.76837731633276	0.3434848546945226	0.0
356.77355005663424	0.5307098215691111	0.0
356.7787227969357	0.7973309053584987	0.0
356.78389553723713	0.9355805865349736	0.0
356.7890682775386	0.9106620814882778	0.0
356.79424101784	0.850116449351122	0.0
356.79941375814144	0.882949395279428	0.0
356.804586498443	0.9288785160301046	0.0
356.8097592387444	0.9993377110196557	0.0
356.8149319790458	0.9996250257519688	0.0
356.8201047193473	1.0930827076227656	0.0
356.8252774596487	0.9780362280341672	0.0
356.8304501999502	1.12453210463396	0.0
356.83562294025165	1.0372308687409968	0.0
356.8407956805531	1.0846361335867876	0.0
356.84596842085455	1.135240963512393	0.0
356.851141161156	1.094944687404919	0.0
356.85631390145744	1.0608572058547467	0.0
356.8614866417589	1.0648753728904037	0.0
356.86665938206033	0.9703640750344793	0.0
356.87183212236175	0.964154027213575	0.0
356.8770048626633	0.8150874764424607	0.0
356.8821776029647	0.797501391615913	0.0
356.8873503432661	0.7145878349766126	0.0
356.8925230835676	0.8893641119728223	0.0
356.897695823869	0.8323108485660963	0.0
356.9028685641705	0.8021848732575672	0.0
356.90804130447196	0.8122128292947461	0.0
356.9132140447734	0.8102930678086421	0.0
356.91838678507486	0.8678616049051386	0.0
356.92355952537633	0.7881640219613674	0.0
356.92873226567775	0.7925264313138092	0.0
356.9339050059792	0.8069162682855866	0.0
356.93907774628065	0.7917236423861542	0.0
356.94425048658206	0.8659912577932658	0.0
356.9494232268836	0.9450800028561324	0.0
356.954595967185	0.8667105311083231	0.0
356.95976870748643	0.6522141249398798	0.0
356.9649414477879	0.5350855798946673	0.0
356.9701141880893	0.5240350584130262	0.0
356.9752869283908	0.545505896505478	0.0
356.9804596686923	0.5572010150070432	0.0
356.9856324089937	0.43130062701647065	0.0
356.99080514929517	0.3817142061844827	0.0
356.99597788959665	0.36835434587791765	0.0
357.00115062989806	0.26706893903189605	0.0
357.00632337019954	0.2729506636582115	0.0
357.01149611050096	0.41667200012365946	0.0
357.0166688508024	0.6075338377176611	0.0
357.0218415911039	0.8075861549951255	0.0
357.0270143314053	0.9044236604561475	0.0
357.03218707170674	0.8744620140044134	0.0
357.0373598120082	1.0402331179206457	0.0
357.0425325523097	0.9901977162057334	0.0
357.0477052926111	0.9716976383852318	0.0
357.0528780329126	1.0416820493331107	0.0
357.058050773214	1.0684372313007902	0.0
357.0632235135155	1.0301619080030016	0.0
357.06839625381696	1.0071987451843043	0.0
357.0735689941184	1.0059319368391542	0.0
357.07874173441985	1.0700612801265308	0.0
357.08391447472127	1.08969196653392	0.0
357.0890872150227	1.1556929010953643	0.0
357.0942599553242	0.9696684554854187	0.0
357.09943269562564	1.081483761464261	0.0
357.10460543592706	1.1660785038496737	0.0
357.10977817622853	1.1009949665175358	0.0
357.11495091653	0.9250216814522603	0.0
357.1201236568314	0.9609676866891088	0.0
357.1252963971329	0.9067434020240763	0.0
357.1304691374343	0.9016356526300264	0.0
357.1356418777358	0.8678038957516236	0.0
357.14081461803727	0.8829577142263116	0.0
357.1459873583387	0.8113294496693607	0.0
357.15116009864016	0.8643160263928182	0.0
357.1563328389416	0.8218279086947655	0.0
357.161505579243	0.8983605893038056	0.0
357.16667831954453	0.7747979707177481	0.0
357.17185105984595	0.7212409713121541	0.0
357.17702380014737	0.6345887023399319	0.0
357.18219654044884	0.6098802685764381	0.0
357.1873692807503	0.5966134318571349	0.0
357.19254202105174	0.6665610803756059	0.0
357.1977147613532	0.6476860972270699	0.0
357.20288750165463	0.5122224700066038	0.0
357.2080602419561	0.43927666859372216	0.0
357.2132329822576	0.44787900685541443	0.0
357.218405722559	0.5163736228388054	0.0
357.2235784628605	0.42871767570821523	0.0
357.2287512031619	0.3593972879282992	0.0
357.23392394346337	0.2722836756956424	0.0
357.23909668376484	0.2850962004031794	0.0
357.24426942406626	0.2583055767025706	0.0
357.2494421643677	0.15005457018373458	0.0
357.25461490466915	0.2099918651998809	0.0
357.25978764497063	0.4335300792832132	0.0
357.26496038527205	0.5861879396760852	0.0
357.2701331255735	0.6846643181070333	0.0
357.27530586587494	0.7582981260039034	0.0
357.2804786061764	0.722765187536577	0.0
