Wave Flux
3554.7726598669124 1.0356717384634748
3554.81963223727 1.0088457940195064
3554.8666012065423 0.9903472444982196
3554.960528942126 0.9049689897464372
3555.007487708588 1.0631658977873604
3555.101395039225 1.039666167471165
3555.1952887673106 1.0300919811673135
3555.242230530584 0.9693557050283643
3555.2891688934433 1.017564777094532
3555.3361038559638 1.006540908883035
3555.3830354182205 0.9479753444908394
3555.4299635802877 1.0863859846357409
3555.4768883422403 0.9309011306471562
3555.523809704153 0.9523485747041825
3555.5707276661 0.9517117005773972
3555.6176422281574 0.926414540841958
3555.664553390398 1.05041626423665
3555.711461152898 0.9120148828237392
3555.758365515732 0.9914284222667091
3555.805266478974 1.0616895883097555
3555.8521640426993 1.2364314643028584
3555.8990582069823 1.4581257433166626
3555.9459489718984 1.2528423785376865
3555.992836337521 1.1005797657366851
3556.039720303926 1.0986285080500093
3556.0866008711882 0.9854393382948538
3556.1334780393813 0.9541505210845576
3556.180351808581 1.1254104826453781
3556.227222178861 1.1483708434456479
3556.274089150297 0.9733840938016266
3556.3678128969354 0.981307161251894
3556.414669672287 1.0856266273849329
3556.461523049093 1.0163438539647944
3556.508373027428 1.0158253007323905
3556.555219607368 0.9670678624791613
3556.6020627889857 1.0632842604843236
3556.648902572357 0.855347365849251
3556.6957389575573 0.9474173372979235
3556.7425719446596 1.0918533565028137
3556.78940153374 0.852970178002819
3556.836227724873 1.0147539301495074
3556.8830505181327 0.8812580683095622
3556.9298699135943 1.0408247501819379
3556.9766859113324 1.0696282225711695
3557.023498511422 1.0175580952434582
3557.0703077139374 1.0724876103895835
3557.1171135189534 1.0733567532470498
3557.163915926545 1.060390099508146
3557.2107149367866 0.886267427131259
3557.257510549753 1.0612430668740753
3557.30430276552 0.9618293891142154
3557.3510915841603 0.9225436326044444
3557.39787700575 1.0283371209073453
3557.4446590303637 0.9614242545029061
3557.4914376580755 0.9774375565803191
3557.538212888961 0.9640951363956399
3557.5849847230943 1.0513577291502645
3557.6317531605505 0.9081478271995435
3557.6785182014037 0.9043169446609987
3557.7252798457293 0.9469911355886061
3557.772038093602 0.926089271991315
3557.818792945096 0.9860175148671555
3557.8655444002866 0.940997573853724
3557.912292459248 0.9577038272659428
3557.9590371220547 1.0196210139354458
3558.005778388783 0.9291999493161404
3558.052516259506 1.024120471874002
3558.0992507342985 0.9720887808461285
3558.1459818132366 0.9659994614290142
3558.1927094963935 1.0454331718052698
3558.239433783845 0.9255722997497295
3558.286154675665 0.9933898282713705
3558.332872171928 1.0226810903027614
3558.3795862727106 1.0769102694447301
3558.4262969780852 1.0205265586173151
3558.4730042881283 0.9530372256186802
3558.5197082029135 1.006817577835234
3558.566408722516 0.9618777800227022
3558.6131058470105 0.9306510988905278
3558.6597995764714 0.9643282581832774
3558.706489910974 0.9589703974604056
3558.7531768505924 0.9642940043435722
3558.7998603954015 0.9460107198535537
3558.846540545477 0.978170818445644
3558.893217300892 0.9750502102924811
3558.939890661723 1.0397554507476447
3558.9865606280428 1.0158370827636962
3559.033227199927 1.0717438521628293
3559.079890377451 0.9934373734656889
3559.1265501606886 1.0641251657862711
3559.173206549715 0.9087596970647083
3559.219859544605 0.9439935867135079
3559.2665091454323 1.017970326081549
3559.313155352273 1.1133219597614872
3559.359798165201 1.0864907460126323
3559.4064375842913 1.0326598943708627
3559.453073609619 1.0201516437869111
3559.499706241258 1.054026347758764
3559.546335479284 1.0310431896530081
3559.592961323771 0.8969259473744279
3559.639583774793 0.9873116003769823
3559.6862028324267 1.0133707437134745
3559.7328184967455 1.0479398752722475
3559.7794307678246 0.9493598112101072
3559.8260396457376 0.9889462304631249
3559.8726451305606 1.0800874090769133
3559.9192472223685 1.055580706181219
3559.9658459212346 0.9491815251746726
3560.012441227235 0.9578723520157285
3560.0590331404433 1.0619823901734269
3560.105621660935 1.0703320732506802
3560.1522067887845 1.0028357638035506
3560.1987885240665 1.0441713104642274
3560.245366866856 0.9384863271257281
3560.291941817228 0.9210905611346919
3560.338513375256 0.9606868776687579
3560.385081541016 0.9579125759975553
3560.431646314582 1.0257943638035147
3560.4782076960287 0.988397679920774
3560.5247656854317 0.9952802338949717
3560.5713202828647 1.0006213074803945
3560.6178714884036 0.9384970053600671
3560.6644193021216 0.9716306145879585
3560.7109637240937 1.1024585762898884
3560.7575047543965 0.8797033488701792
3560.8040423931025 0.8979530217280816
3560.8505766402873 0.9231192189949583
3560.8971074960255 1.1476855890244457
3560.943634960392 0.9381841917599849
3560.990159033462 1.0646178533649506
3561.0366797153088 1.0952977149195553
3561.083197006009 0.9529772202941396
3561.1297109056354 1.0105559757051752
3561.1762214142636 0.969148962000411
3561.222728531969 0.9303309314146687
3561.2692322588255 0.9333729024106151
3561.315732594908 0.9666283244369409
3561.3622295402915 0.9679726607939834
3561.40872309505 1.0471967440840177
3561.455213259259 0.9594815424905745
3561.5017000329926 1.0040943577363444
3561.548183416326 1.017881862071539
3561.5946634093343 0.9596105126414484
3561.641140012091 1.0251154740120403
